,name,sector,year,quarter,비유동자산변화율,자본총계변화율,유동자산변화율,Relative Return,전체 주주 수변화율,특정 증권 등 소유 증감 수변화율,자기주식수변화율,기말 소유주식 지분율변화율,전체 주식 수변화율,기초 소유 주식 수변화율,Label,Code
16,SK_Telecom,통신,2020,Q3,0.009536025936180192,-0.007033160185617282,-0.11100086393778974,-0.007055768488499398,-0.01505276175940562,-0.02720249606370695,0.003809668463365945,0.001475094227047502,-0.021338654175685035,-0.004630012477549794,0.016526614780203966,017670
16,KT_Corp,통신,2020,Q3,0.002162216843151432,-0.01496255243380018,-0.08736356321117156,-0.006396522972111018,-0.017664353981332148,-0.024359164231919195,-0.019949902733884972,-0.01838589777060151,-0.01752084762952144,-0.018266225388273494,-0.11851903515896559,030200
16,LG_Uplus,통신,2020,Q3,-0.003727257598977296,-0.05425404926700206,-0.18640023675351736,-0.055603546478199956,-0.04434375902923082,-0.05945444252349397,-0.05395974039804852,-0.04510760734340713,-0.043714414594228757,-0.04525574451267178,-0.15426581794851452,032640
