,Feature,Average_Importance
0,F_자산총계 변화율,0.12210462476177916
1,F_비유동자산 변화율,0.11468433733919796
2,F_매출액 변화율,0.07633792925624351
3,F_유동자산 변화율,0.06342775241816992
4,F_자본총계 변화율,0.06270203804020681
5,F_비유동부채 변화율,0.061138916952541755
