,name,year,quarter,sector,Relative Return,자산총계 변화율,비유동자산 변화율,매출액 변화율,유동자산 변화율,자본총계 변화율,비유동부채 변화율,Label,Code
19,CJ대한통운,2020,Q1,산업재,0.025137678403095942,0.032028375788886176,0.011582653188511705,-0.08419970206439564,0.13908320672729335,0.003107517116688996,-0.0022332347108954265,-0.20805324300341949,000120
19,두산,2020,Q1,산업재,-0.0619823979223777,0.045186653488663575,0.007964542966585553,0.018011169435576235,0.19999063175562282,-0.00067448751846233,0.2209012925595808,-0.0912061080882638,000150
19,LG상사,2020,Q1,산업재,0.4870411980598478,0.1291536446782835,-0.01812853130547676,0.06075019002687165,0.5911049480498096,0.19337362805709923,-0.13878819716181412,-0.040930749715722164,001120
19,대한항공,2020,Q1,산업재,-0.06711625460812101,-0.007390397605075538,-0.020635772963722765,-0.19955951725734522,0.0826415655544046,-0.25874860818285805,0.03089223890475168,-0.006374697562021692,003490
19,S&T중공업,2020,Q1,산업재,-0.025693149455158534,-0.01953769345161116,0.03254657743619083,-0.2137156366902191,-0.07982172230720197,-0.012151772734218746,0.005230206189875464,-0.32487189387740756,003570
19,LS,2020,Q1,산업재,0.08320297003764945,0.010703243002982976,-0.012948388014689671,0.017947291070455007,0.5651694566362666,-0.003004986306272661,0.0020146080515739406,-0.019981619898667646,006260
19,LS산전,2020,Q1,산업재,0.10776428213565153,0.023107160978835806,0.017720138530211704,-0.10765867565592502,0.02717534201575722,-0.005975035053892741,0.01911811388561624,0.19135469755845652,010120
19,현대상선,2020,Q1,산업재,0.32902914131778693,-0.01573264467018043,0.04798741021853048,-0.02820401797859584,-0.2951319947811575,-0.034806370638689965,-0.030824004186026932,0.5189624782432478,011200
19,SK텔레콤,2020,Q1,커뮤니케이션서비스,0.07940777204222457,-0.011017800722044613,-0.014017962828254182,0.02745593621912734,0.004444698977104533,-0.01611875830913856,0.03150325006106902,-0.09149328654056599,017670
19,한국단자,2020,Q1,산업재,0.19886250430183489,0.01708121869543322,-0.005734829983197298,-0.09282699693653607,0.05359904963521611,0.008985437391902273,0.039887393858172304,0.44472922095051354,025540
19,제일기획,2020,Q1,커뮤니케이션서비스,0.026178521617852196,-0.057053448603500145,0.005414290402709687,-0.32599964913221413,-0.08926163329303816,-0.10405129185296658,-0.07144147473566254,-0.182698934053911,030000
19,KT,2020,Q1,커뮤니케이션서비스,0.13154985149695408,-0.02396994662191554,-0.015268725559620777,-0.03845889153724191,-0.04861718103624946,0.003027906128862057,-0.052718984205636366,-0.21255341282114848,030200
19,LG유플러스,2020,Q1,커뮤니케이션서비스,0.255394207892362,0.00461540408116079,-0.014204735294229387,0.03930670022452132,0.05685731626953672,-0.0043489952306859925,0.004267331723753598,-0.39082758122796,032640
19,SBS,2020,Q1,커뮤니케이션서비스,-0.11715481171548114,-0.06804517520376407,0.0730570699518891,-0.2898872213822218,-0.24133081092605968,-0.028062445774484468,0.31425248980368914,-0.3134700612036054,034120
19,NAVER,2020,Q1,커뮤니케이션서비스,0.2515951882845189,0.04844037384140765,0.02761488786806332,-0.07369796058639022,0.1853635754618832,0.03218038402654644,0.018377121720294154,0.13555406293265354,035420
19,엔씨소프트,2020,Q1,커뮤니케이션서비스,0.11525108026487893,0.06742699003152519,0.004947838004881966,0.39740858712670324,0.10777180682814191,0.01802151738244384,0.06402891664305743,-0.08445423926742945,036570
19,대우인터내셔널,2020,Q1,산업재,0.20168576799466376,0.06462716249614808,-0.006135903294681722,-0.06867477023923652,0.11934596242150053,0.008644855498662007,-0.0791663054844911,-0.20957517109628587,047050
19,한국항공우주,2020,Q1,산업재,0.038400743840074414,0.09369245657681313,-0.004016130560730025,-0.25338918114291664,0.15901501668361173,0.03329597887902569,-0.05372809144716151,-0.20230653622420403,047810
19,한전KPS,2020,Q1,산업재,-0.018563262419706503,0.006985332672297284,0.04267672478840656,-0.34160339790336314,-0.019435192215451202,-0.0481396033041529,-0.13763383150054898,-0.2758570856223525,051600
19,현대글로비스,2020,Q1,산업재,0.05401192526478418,0.09345173445438348,-0.017481630773585,-0.006626335610200429,0.22812302746135749,-0.008075675085746248,0.2601453106323419,-0.042376978566364826,086280
