,name,year,quarter,sector,Relative Return,자산총계 변화율,비유동자산 변화율,매출액 변화율,유동자산 변화율,자본총계 변화율,비유동부채 변화율,Label,Code
21,CJ대한통운,2019,Q3,산업재,0.013238908120392273,-0.004227294839533768,0.00046986860452058465,0.007111582786023529,-0.02771459664749265,-0.005784524366220345,0.023001297143054877,-0.012301943884613586,000120
21,두산,2019,Q3,산업재,-0.1135768162663077,0.005030786026422485,-0.04211369137168541,-0.013842619078814566,0.14101242322071417,-0.378271472160737,0.014476265042263403,-0.2979587451550505,000150
21,LG상사,2019,Q3,산업재,-0.14225060387512825,-0.05554880077858981,0.01864077282561505,-0.01899672238980743,-0.22502416209835574,0.019040078484291456,-0.019033750123716664,-0.2911200836905169,001120
21,대한항공,2019,Q3,산업재,0.025140861976313933,0.007818787709288788,-0.0033284335054757364,0.08703994589919839,0.07817766655545566,-0.0207320966954031,0.047852237021473565,-0.1087596196296142,003490
21,S&T중공업,2019,Q3,산업재,-0.12905589489096198,-0.010315962203794937,0.007735660272080169,-0.1281602943351382,-0.030941317822185566,0.011092061711404755,0.007005352027237732,0.037368526319802337,003570
21,LS,2019,Q3,산업재,0.06602178898043175,-0.02081567553835717,0.008246268331576045,-0.013878340556927826,-0.25973723610782773,0.0014683960265031715,0.022196842002470962,-0.2392233589271565,006260
21,LS산전,2019,Q3,산업재,0.030747183579599116,0.00509725601133626,0.00022217559114756646,-0.026005583899081808,0.0094177827359756,0.02696221784729147,0.010285620164085074,-0.18167880305954145,010120
21,현대상선,2019,Q3,산업재,-0.04180474946374182,0.017887375986438636,0.058005739660460964,0.04026129948216184,-0.17310065503087035,-0.1167971047376507,0.10114761211545376,-0.03853545725645083,011200
21,SK텔레콤,2019,Q3,커뮤니케이션서비스,-0.07615511704422152,0.03007059641322729,0.029412059311865857,0.022415499854796073,0.033572085846560684,0.005272839815135599,0.07330911524745165,-0.10149247594003277,017670
21,한국단자,2019,Q3,산업재,-0.3661595562443917,-0.02652720755761706,0.03526333959242334,-0.020866594102559866,-0.10798767072849935,-0.0026960039816248393,0.03587680879844757,-0.28201623370976314,025540
21,제일기획,2019,Q3,커뮤니케이션서비스,-0.1747267235072112,0.042082411654702945,-0.044303822691770134,-0.13991169573652307,0.09967298803388558,0.03817782146576243,-0.044953532821404685,-0.1738042851186514,030000
21,KT,2019,Q3,커뮤니케이션서비스,-0.0845395690742467,0.004323469719465622,0.010426582898758419,0.032289809341963016,-0.01290418086328382,0.005512160984441072,-0.02383716776221778,-0.09588076184712982,030200
21,LG유플러스,2019,Q3,커뮤니케이션서비스,0.0037374549569672705,0.07998038717249556,0.061296467596757775,0.012910455506179419,0.12475651421529088,0.014715859345653781,0.3069936252185719,-0.07482400882100962,032640
21,SBS,2019,Q3,커뮤니케이션서비스,-0.07200350276262103,0.07991991103028706,-0.006737486131390025,-0.19573066390525984,0.22228266689885112,-0.007346188008833687,1.2592409285929618,0.18947890815746865,034120
21,NAVER,2019,Q3,커뮤니케이션서비스,0.00933478160692551,0.04627552053388828,0.05262471492017018,-0.003950757466977817,0.023386674668913088,0.057449080353442206,0.03308969712058274,0.13536923815287016,035420
21,엔씨소프트,2019,Q3,커뮤니케이션서비스,-0.09366791744840514,0.009351952342598224,-0.15116709458031508,-0.04099169897115573,0.15709635377485553,-0.013858467867386537,-0.0355432913666639,0.34424826146030635,036570
21,대우인터내셔널,2019,Q3,산업재,-0.0314484796623951,-0.020040621411392512,-0.0401161696933634,-0.09938590837780936,-0.005220827796525773,0.005332265794047331,0.0592221731241338,-0.2579080727714995,047050
21,한국항공우주,2019,Q3,산업재,-0.11891766769815537,0.08159822048445609,0.10887914582827318,-0.29546231035459747,0.0657557998727003,0.03285181226373024,-0.009092533248561518,-0.27274543248236127,047810
21,한전KPS,2019,Q3,산업재,-0.03653392241118429,0.050419862787769,0.006516983417321098,-0.09704635407006257,0.08836246533207581,0.04401518764416701,0.20496055921532963,0.08113376551161337,051600
21,현대글로비스,2019,Q3,산업재,-0.11566459207068017,0.052104608470790126,0.03361141995702832,0.05391461413857268,0.07511224829453789,0.0022336223919243725,0.17381545770341855,-0.24324388512739695,086280
