Variable,VIF
const,1.226740772658289
F_유동자산 변화율,1.3998152547905283
F_비유동자산 변화율,1.8379480089748055
F_자산총계 변화율,3.080950791560445
F_유동부채 변화율,2.445522428304361
F_비유동부채 변화율,1.6544620154485017
F_부채총계 변화율,3.482012142820219
F_이익잉여금 변화율,1.002947135064449
F_자본총계 변화율,1.164193184807019
F_매출액 변화율,1.0970582494756507
F_영업이익 변화율,1.0075402241076072
F_법인세차감전 순이익 변화율,1.6709982857813304
F_당기순이익(손실) 변화율,1.6657262489585538
M_소비자물가지수 변화율,1.3100232881874811
M_금리 변화율,2.921365505208649
M_수출액 변화율,5.5700306678972815
M_실업률 변화율,2.453762844153454
M_국제유가 변화율,3.3507134730121426
