,name,year,quarter,sector,Relative Return,자산총계 변화율,비유동자산 변화율,매출액 변화율,유동자산 변화율,자본총계 변화율,비유동부채 변화율,Label,Code
18,CJ대한통운,2020,Q2,산업재,-0.20805324300341949,0.007739356902689787,0.004432597772771718,0.044795102449529445,0.023115672748867055,0.008142364868214846,-0.007269890517267119,0.006497951974267023,000120
18,두산,2020,Q2,산업재,-0.0912061080882638,0.06791530834539694,0.11331607352334805,-0.14257122806847589,-0.09068780024392131,0.1489654579975337,0.009566007528012399,0.05912799469855127,000150
18,LG상사,2020,Q2,산업재,-0.040930749715722164,0.04053186788382912,0.009394044203674623,-0.06656501329541042,0.10080032506896819,0.0036624226441166474,0.2659689553134952,0.09286712153574087,001120
18,대한항공,2020,Q2,산업재,-0.006374697562021692,-0.005471810064155869,-0.025455190342344003,-0.28115303481567055,0.11740245765910662,0.11809407973831032,-0.025027596038011746,0.17104100964740387,003490
18,S&T중공업,2020,Q2,산업재,-0.32487189387740756,0.00679189074715536,-0.03864329169999481,-0.06041326517776302,0.0658018929768589,0.004156263838766661,0.00794580245908505,0.03300732817132775,003570
18,LS,2020,Q2,산업재,-0.019981619898667646,-0.004146648024968558,0.01092322890682662,-0.14278193047821408,-0.2269399837721684,0.010392409317458107,-0.016880127991239058,0.29306525221584595,006260
18,LS산전,2020,Q2,산업재,0.19135469755845652,-0.02031870227261534,-0.014401316648428253,-0.0797638798843785,-0.024746269264867338,0.011669043402884771,0.35351653197589616,-0.055181088573991115,010120
18,현대상선,2020,Q2,산업재,0.5189624782432478,0.24657390540029311,0.19968961837949828,0.052562058289605806,0.5522242106454776,0.6613696879326871,0.12510782265057507,1.129374017818932,011200
18,SK텔레콤,2020,Q2,커뮤니케이션서비스,-0.09149328654056599,0.007841647681435582,0.020334291109052716,0.0058118032259664165,-0.05536056731941541,0.021245817659235833,0.005635745500795375,-0.09112350064829944,017670
18,한국단자,2020,Q2,산업재,0.44472922095051354,-0.017723916689779573,0.01918083381782143,-0.2128574192030065,-0.07346477712682531,0.011484821058635797,0.04789240821181351,-0.08292173028522107,025540
18,제일기획,2020,Q2,커뮤니케이션서비스,-0.182698934053911,-0.03545259494108499,0.035362922255029794,0.007545498586065236,-0.0757605080207524,0.0534889375567853,0.31131999934405075,0.0917477094704256,030000
18,KT,2020,Q2,커뮤니케이션서비스,-0.21255341282114848,0.018801048798305908,-0.0028758044556018714,-0.020183031776218385,0.08235560019069021,0.013588851547930991,0.03365849231442808,-0.1158080790962274,030200
18,LG유플러스,2020,Q2,커뮤니케이션서비스,-0.39082758122796,0.012220689054904144,0.017618659292068406,-0.008320293244848176,-0.0017557676851732706,0.02015105759750324,0.017750083835642583,-0.10061389584324029,032640
18,SBS,2020,Q2,커뮤니케이션서비스,-0.3134700612036054,0.03538525578178864,0.04808154236312623,0.1600730537335453,0.013331846880329401,-0.001389482753960558,-0.005402087370442232,-0.020235822123852776,034120
18,NAVER,2020,Q2,커뮤니케이션서비스,0.13555406293265354,0.030157646270244864,0.05759754953540153,0.08247233403984278,-0.12624470819323375,0.059294361061688505,0.022382525788191776,-0.11052653847506692,035420
18,엔씨소프트,2020,Q2,커뮤니케이션서비스,-0.08445423926742945,0.024523252984096633,0.07396743652926308,-0.7180523319981457,-0.004440914040372723,-0.1428590002239165,0.10062354302693177,-0.1357959625859567,036570
18,대우인터내셔널,2020,Q2,산업재,-0.20957517109628587,-0.05729152213472666,0.05573060728194945,-0.07898294962718189,-0.13489051310060518,0.030373287955266726,0.1677860908965627,-0.06968509230355535,047050
18,한국항공우주,2020,Q2,산업재,-0.20230653622420403,0.1113532897324383,0.05895889136011867,-0.13219846502794186,0.14145412614412378,0.033971644731729755,0.20425643417098094,-0.08757324543673621,047810
18,한전KPS,2020,Q2,산업재,-0.2758570856223525,-0.03883463716516711,-0.04787559598743907,0.31579029315693163,-0.031718147523452145,0.039309565585013084,0.29904015588804067,-0.08752129738478817,051600
18,현대글로비스,2020,Q2,산업재,-0.042376978566364826,-0.1399191909743882,-0.006742195069638912,-0.2956011062057693,-0.269261574699428,0.027486732888637455,-0.033840072098371365,0.5231407766437507,086280
