,name,year,quarter,sector,Relative Return,비유동자산 변화율,영업이익 변화율,부채총계 변화율,매출액 변화율,비유동부채 변화율,유동부채 변화율,Label,Code
20,SK하이닉스,2019,Q4,정보기술,0.17186527887685207,-0.0015672630805119159,-0.7023919355935166,0.06217075330605604,0.01759797450843692,0.029805695601139215,0.09181406608887865,-0.12209308332041942,000660
20,한화,2019,Q4,에너지_화학,-0.24633269163090102,0.00451039416740362,1.298834080717489,-0.07300621143049646,0.3887360452610691,-0.03200278994652195,-0.09415477331291655,0.19991835901622618,000880
20,한국쉘석유,2019,Q4,에너지_화학,-0.10057360396162093,0.08271126781730387,-0.22611990322728148,0.07123000616538055,0.006361284546680501,5.245103405133333,0.04734990001270001,-0.05857740585774056,002960
20,태광산업,2019,Q4,에너지_화학,-0.2713009299143567,-0.054170174558331285,-0.6315502342270414,-0.03958283682326036,-0.10311436095097826,0.1571108628591087,-0.14023577422219535,0.17636054664629358,003240
20,LG,2019,Q4,정보기술,-0.026056770304569987,-0.01524098173652133,-0.21488340053082644,0.024576858762592302,0.031184455261387578,0.10722388337541156,-0.020032780914223225,-0.07293920663140668,003550
20,삼성정밀화학,2019,Q4,에너지_화학,-0.19101586917316035,-0.024726607918116428,-0.06878961766358294,-0.007446073655480445,0.014350095588093748,-0.3268026393804303,0.013107880571260555,0.09103631456438233,004000
20,한솔테크닉스,2019,Q4,정보기술,-0.16385875546968584,-0.034101062316815645,-1.792404754251462,-0.22840713499152487,-0.2462059900980208,-0.1504853670893791,-0.24348399082032668,0.5194818832059939,004710
20,효성,2019,Q4,에너지_화학,-0.09429147063849228,-0.00014378015551352874,-1.5469361441909404,0.023532058952355106,-0.11994936074294538,0.010676907493731846,0.040444336735296904,0.019606239234279205,004800
20,삼성전자,2019,Q4,정보기술,0.10129919395021802,0.022245280693010683,0.7836000970754702,-0.03491598034427179,-0.11432394680325231,-0.15418177486851836,-0.02706590157561073,-0.09696352584938125,005930
20,SK케미칼,2019,Q4,에너지_화학,-0.07123729214823515,-0.04887709248788186,0.5398982322444525,-0.15344022117367317,-0.024401763549676936,-0.25601713052850916,-0.01222882754031318,0.46358173219386734,006120
20,삼성SDI,2019,Q4,정보기술,0.22598516810216482,0.008609848036744472,-1.7130357497987405,0.06290692115418284,0.08711553834276686,-0.03030170542783972,0.13395789736279684,0.17155230146981043,006400
20,대한유화,2019,Q4,에너지_화학,-0.16662238439374627,-0.015554575882010924,-0.8252496614855803,-0.2454262203045141,-0.035353410081998105,-0.29230667914553987,-0.18456653752303775,0.5424903809961943,006650
20,국도화학,2019,Q4,에너지_화학,-0.055327016144239044,-0.004017849831297382,-0.8131796562873654,-0.125836252423156,-0.07052771291402793,0.011897222884352576,-0.1845102730639172,-0.011764380981889533,007690
20,대덕전자,2019,Q4,정보기술,-0.18100158147013987,-0.017899688428284377,-0.11394828577655258,-0.07931753841168043,-0.08963566571593595,-0.1024504717578868,-0.07754872571891036,0.134552061293167,008060
20,삼성전기,2019,Q4,정보기술,0.07248153761811083,0.08507508518281548,0.03974273805526285,-0.016623869987783646,-0.01096572182089961,-0.1790221856014006,0.005903472096822515,0.1276368549511855,009150
20,한화케미칼,2019,Q4,에너지_화학,-0.1158108083338096,0.0010873071450174798,-1.2363871091789835,0.17055736190381543,-0.0707118238350325,0.4422945256170512,-0.051434232402983726,0.12495321479892457,009830
20,OCI,2019,Q4,에너지_화학,-0.2930081071585504,-0.16749770077291426,0.22798644975443083,0.012421338880636013,-0.07211890035563329,-0.03036460023227361,0.052275638954902615,0.021689422510466544,010060
20,S-Oil,2019,Q4,에너지_화학,-0.2426284406694376,0.035390896938292116,-0.9581107175947975,-0.059095160914781064,0.038753915666998706,0.017124124784668293,-0.10797838499013757,0.06550201485278453,010950
20,LG이노텍,2019,Q4,정보기술,0.08242806168228194,-0.04681539220327324,0.3005369731047458,-0.1330362745620569,0.2151124494115777,-0.0673048168260354,-0.16557051829243608,0.2512662409160978,011070
20,롯데케미칼,2019,Q4,에너지_화학,-0.04955822470702606,0.010313458822973853,-0.5944195371734937,-0.06961128962201757,-0.10684003266540365,0.1035961236561802,-0.19874774309612997,-0.003038084516126832,011170
20,금호석유,2019,Q4,에너지_화학,-0.02769505733276595,0.005769971785247741,-0.5847561321937396,-0.05231325618144789,-0.053604758280792364,0.062467961740859446,-0.08924495573834479,0.11732794690520851,011780
20,SKC,2019,Q4,에너지_화학,0.02243326730435377,-0.012692088747055186,-2.2811881793270317,-0.014283569208875191,-0.20567863847835255,-0.09011966702134622,0.12609394094037674,0.2387315211667922,011790
20,한솔케미칼,2019,Q4,에너지_화학,0.009274551997223518,0.003977943450079735,-0.46930440082281955,0.0265900854759189,-0.02941409126959027,0.004917281705040466,0.056343282051297905,0.06965238048735697,014680
20,동원시스템즈,2019,Q4,에너지_화학,-0.2702312128901668,-0.00578388586139611,-0.9588787145810919,-0.06437073266630589,-0.07270294427607138,-0.007333760606592077,-0.14886944292424997,0.2760968690493155,014820
