,name,year,quarter,sector,Relative Return,비유동자산 변화율,영업이익 변화율,부채총계 변화율,매출액 변화율,비유동부채 변화율,유동부채 변화율,Label,Code
17,SK하이닉스,2020,Q3,정보기술,0.08288061989992215,0.006875559435074008,-0.3100816004211635,-0.0467802428326235,-0.04157585555511434,-0.0019031782689412635,-0.08235311290436376,0.26653959326144916,000660
17,한화,2020,Q3,에너지_화학,-0.012596347714810758,-0.002946815456655205,0.21735710988390977,-0.06307698713306797,-0.12609211479958082,0.05784199381619248,-0.13666847290143003,-0.15011646954178376,000880
17,한국쉘석유,2020,Q3,에너지_화학,-0.016901046266611732,-0.023254742588791677,0.0903267754360062,0.040174883938742134,0.006964704373342734,0.14364612250691322,0.03543766415269789,-0.2269832838543183,002960
17,태광산업,2020,Q3,에너지_화학,0.08190927204578127,0.028914200453717065,-0.9054641390006293,0.036172509787562035,0.005190465833348368,0.004301488127349984,0.06932674764399716,-0.07596549548094583,003240
17,LG,2020,Q3,정보기술,-0.20502896673582985,-0.0019445916017751808,0.5147582404961526,-0.23545598706507886,0.08474823745358973,0.03493117669112533,-0.2953817592190323,-0.01601924541210939,003550
17,삼성정밀화학,2020,Q3,에너지_화학,0.08257021447887561,0.019629340001420248,-0.21570112256555318,0.09175970469994388,0.08262565727351445,0.059590454256893466,0.09462895540623606,-0.24115246753014588,004000
17,한솔테크닉스,2020,Q3,정보기술,-0.10782605210019207,-0.030191119222303886,-0.39698790826204966,0.03873310753583059,0.14649821058088253,0.09566753574548703,0.02663162865198543,-0.11860663446577882,004710
17,효성,2020,Q3,에너지_화학,0.05722045444459716,-0.17468525170460547,0.08276327538366912,0.03510701280622741,-0.011413560371747677,0.08722173132253763,-0.05082232299532374,-0.20241102860465454,004800
17,삼성전자,2020,Q3,정보기술,0.05408192697705689,0.008416021463130807,0.513853132569158,0.18384908625524643,0.2611098535514629,-0.07805553625812645,0.1995507446003717,0.06305190930787594,005930
17,SK케미칼,2020,Q3,에너지_화학,-0.277069844076192,0.014015921274819876,0.010232110292430097,0.982904606404839,0.12126853981401631,1.5819974225657627,0.5594213961904348,-0.3461234129235028,006120
17,삼성SDI,2020,Q3,정보기술,0.06431956717818749,-0.0018557771290109715,0.32337648159376875,-0.030027332077624425,0.11568988946397041,-0.22446501237881922,0.09635376778604687,0.10294257651016456,006400
17,대한유화,2020,Q3,에너지_화학,0.8742711770353646,-0.012256414603462051,-0.11986196787964876,-0.05362451846723271,-0.009854791215071157,-0.04060627785969528,-0.06972336719917382,0.13896321336925743,006650
17,국도화학,2020,Q3,에너지_화학,0.14491992433916415,0.022913092249030376,-0.6049594770095423,-0.07915609989109884,-0.08790333642721748,-0.016102599331200063,-0.10341851305886385,0.046517820166389556,007690
17,대덕전자,2020,Q3,정보기술,-0.07005600405742587,0.32894695040974686,0.12128685677421758,-0.007294133536906777,0.6389524977039931,-0.12777561662104553,-0.0058918995673175045,-0.17938581097556472,008060
17,삼성전기,2020,Q3,정보기술,0.06296690054866524,-0.01748363257651664,1.4672577361558656,0.18957381211262692,0.2208042577247593,0.06668830105831014,0.20649555483439874,0.0018666342269697822,009150
17,한화케미칼,2020,Q3,에너지_화학,0.49651486394234273,-0.0036139121334265445,0.7400128717621022,-0.08822236089947422,0.09488151475106843,-0.008586257199844405,-0.16839754164108067,-0.30603407752536355,009830
17,OCI,2020,Q3,에너지_화학,0.0018274722610765442,0.002222498109228477,-2.1107961665125607,-0.056929849453208115,0.22838257549486962,0.13600325927772317,-0.2014346583110359,0.6155195174742902,010060
17,S-Oil,2020,Q3,에너지_화학,-0.03901519722688061,-0.006606492533572594,-0.9410391516040819,-0.07855450016107024,0.12979628052284364,-0.015031695687109825,-0.11545863087509067,-0.00010545919522536584,010950
17,LG이노텍,2020,Q3,정보기술,-0.061724108072191766,0.01821270964040722,0.422170098545563,0.19902715905394386,0.4398292161480828,0.09113796033762744,0.2717595520148228,0.06013372731749822,011070
17,롯데케미칼,2020,Q3,에너지_화학,0.3560717204359098,-0.002989228630897456,15.38946254295605,0.04576284812618758,0.10610570159689714,0.05910980070572802,0.03077449990592096,-0.11527511149870814,011170
17,금호석유,2020,Q3,에너지_화학,0.37769206068571276,0.0016360785358364716,0.7604151542503705,-0.02795139511365441,0.159335854471923,0.09670571301120878,-0.08248270441292727,0.33631520627344014,011780
17,SKC,2020,Q3,에너지_화학,-0.14719973452407992,0.02646001633181272,0.3180313947461779,0.12104533448453814,0.09601989779375497,0.045337394267151554,0.1730074841303233,0.1843173260795445,011790
17,한솔케미칼,2020,Q3,에너지_화학,-0.11220281337197553,0.038163380555017,0.33526314853267025,0.006030495050819651,0.12391116919391498,0.01019770016287791,0.00034399513422500583,0.281228904395966,014680
17,동원시스템즈,2020,Q3,에너지_화학,0.3517286788831104,0.02428837238872017,-0.011315931648125499,0.029766233364048267,0.05514731200468015,0.011567668140976428,0.052860710168363134,0.2506190250486827,014820
17,유니드,2020,Q3,에너지_화학,-0.1205187320738179,-0.015103118219253475,-0.3696840527621299,-0.10531274460330275,-0.09508874630656428,-0.11664134226333656,-0.09967178100190788,0.15584330930655402,014830
17,삼성에스디에스,2020,Q3,정보기술,-0.0003826296009590835,-0.0038998013193763947,0.13577325222687242,-0.015661728714458478,0.016150821528038817,-0.020495625898888647,-0.014493237486486232,-0.1676362929393151,018260
17,일진머티리얼즈,2020,Q3,정보기술,-0.18079383367203034,0.002737185335866199,-0.4652686762778506,-0.05688402317615804,0.03277380416962883,0.006566585573290595,-0.13121553362064975,0.15774264550482742,020150
17,남해화학,2020,Q3,에너지_화학,-0.08034936483972129,-0.0065394684922041035,-0.4623970196945786,-0.01917472386032193,-0.1612192576851219,-0.14442961073020633,0.008636853903444708,-0.16711090967505055,025860
17,신도리코,2020,Q3,정보기술,0.06173524317610022,0.00025865355994536543,-1.0250381937227808,0.04381724798740794,-0.0743705772939196,0.011252834269461776,0.054347760261977074,-0.08794918269014285,029530
17,LG디스플레이,2020,Q3,정보기술,0.07343187943107474,-0.018254182955126486,-1.0408149937961209,0.011702284011493536,0.3226277154378927,0.04653534060573117,-0.01180491921748339,0.2872323621598828,034220
17,SK,2020,Q3,정보기술,-0.16292188844299926,-0.006729908009219798,11.110924178697283,-0.02904686910574894,0.9837653993800093,0.012784827223371042,-0.11836858425393748,-0.05956013232373533,034730
17,한미반도체,2020,Q3,정보기술,-0.07122971865155837,-0.06664069584033794,0.2724955326583449,0.1527286458109931,0.2615605649783004,0.07458746614267198,0.16595583206726383,0.577523842804617,042700
17,LG화학,2020,Q3,에너지_화학,-0.05093637392835632,0.057692953265339186,0.6121967708455662,0.022929664621938572,0.006673015074474042,-0.0027525973115495317,0.04621017568223573,0.06149337901301097,051910
17,LG전자,2020,Q3,정보기술,-0.05616821111179342,-0.002702631721994808,3.0753635691397587,0.10538382438688898,0.25421044964743955,0.013201083976160044,0.18081204407822504,0.5158245616455364,066570
17,휴켐스,2020,Q3,에너지_화학,0.43030212548314506,-0.00037096709909967274,0.025272030005822677,0.19897494398260918,0.10135354202007485,0.012664319735467,0.4342165017954869,-0.299890693090354,069260
17,GS,2020,Q3,에너지_화학,-0.024492913026763916,0.0027846700780163047,0.4899695073021988,-0.03830080726264573,0.0011691588209956638,-0.0029526692003725152,-0.1291692277829899,-0.16121921322228178,078930
17,휴비스,2020,Q3,에너지_화학,0.15384735179722434,0.004360003892322162,-0.4094753347990122,-0.007829579000870779,0.1140240310709415,-0.3054622372091971,0.18533726485969093,-0.23642944339286215,079980
