,name,year,quarter,sector,Relative Return,비유동자산 변화율,영업이익 변화율,부채총계 변화율,매출액 변화율,비유동부채 변화율,유동부채 변화율,Label,Code
26,SK하이닉스,2018,Q2,정보기술,-0.03550835541951301,0.2063910933822859,0.2551965458459591,-0.014245128441920385,0.17247468909197217,0.10548460258343417,-0.05775949580070594,0.017395274679003904,000660
26,한화,2018,Q2,에너지_화학,-0.14228829831942152,0.0029704240233303647,0.27109943081238597,0.020757774606167567,-0.005649036887660941,0.06629978503125389,-0.00532936490999969,-0.00021630305485643986,000880
26,한국쉘석유,2018,Q2,에너지_화학,0.11173546453097687,0.014533642888421516,-0.03084578475345756,-0.45591339394249564,-0.013298602540562587,-0.7061463013311677,-0.4540600407189085,0.10084290265524605,002960
26,태광산업,2018,Q2,에너지_화학,0.24579552845385882,0.07638197709408012,2.6739724215579006,0.058321514798977736,0.03703062556920522,-0.011088108358452309,0.0876207516798635,-0.12182926889336575,003240
26,LG,2018,Q2,정보기술,0.00598980207591944,0.00021130225509469192,-0.9080464494416252,-0.5149695647560288,-0.7969896955462921,-0.04951042013111839,-0.6655801635044378,-0.009626283564119015,003550
26,삼성정밀화학,2018,Q2,에너지_화학,0.048623827861048914,0.012283203009553878,0.46622185399853344,-0.12505734631264043,0.056865966268141666,0.021042400247151205,-0.16218657343252507,-0.24209490684398327,004000
26,한솔테크닉스,2018,Q2,정보기술,-0.13571566747667213,0.005666445906731488,-1.1354574531050092,0.10131397942772735,-0.06039272195740453,0.6582888809998508,-0.14582033132040795,-0.21888481634703838,004710
26,효성,2018,Q2,에너지_화학,-0.3893944902817932,-0.7133535296373753,-1.128804045590123,-0.9349502980955665,-0.9579044769736473,-0.8536062960525774,-0.9695751394055835,0.2196153631717404,004800
26,삼성전자,2018,Q2,정보기술,-0.01484218290028759,0.023064584735296156,-0.013507132509119613,-0.14038371385632775,-0.030329656330003063,0.04596398253902856,-0.14766103254695728,0.062292406532657496,005930
26,SK케미칼,2018,Q2,에너지_화학,-0.1592834203258821,0.37361785525058444,-1.1356566939807466,0.03486787432033078,0.022672239850196396,-0.0003995303943634676,0.4217460786524181,-0.06448909256972342,006120
26,삼성SDI,2018,Q2,정보기술,0.16815212523828227,0.007340008927827046,5.9224176437388545,0.07424816997296957,0.1622432844413766,-0.038041628438475694,0.12280016511216618,0.07010092574828349,006400
26,대한유화,2018,Q2,에너지_화학,0.010559974599082977,0.013740827617218176,0.04036158567945325,-0.04470803297310044,0.06403526148154426,-0.10869731268502647,0.004515056999540024,-0.24454073215744743,006650
26,국도화학,2018,Q2,에너지_화학,-0.02505427345315614,0.029083050955656997,0.02334105576680834,-0.018911598767448856,-0.01272379519950162,-0.08259842563778463,-0.001706891839394098,-0.09507633544050358,007690
26,대덕전자,2018,Q2,정보기술,0.05515263194773247,-0.050287983728135144,-0.20126189695565955,-0.21944812677844072,-0.0075963718744400666,0.17430356590148643,-0.23099548269063463,0.12574523540668203,008060
26,삼성전기,2018,Q2,정보기술,0.1865616877829872,0.004662127775124647,4.733853476866309,-0.039303928024319035,-0.09977028139272337,0.04726770614684361,-0.07050114278275088,-0.12990380305485644,009150
26,한화케미칼,2018,Q2,에너지_화학,-0.22222001486588128,-3.444844953981452e-05,0.21803546322440082,-0.06108813043426131,0.03396570178528191,-0.06889348845158216,-0.05395336613793522,-0.1279303291015167,009830
26,OCI,2018,Q2,에너지_화학,-0.24532277790406684,-0.07735195689688235,-0.12481351322304168,0.061971084527830955,-0.09867840131253403,-0.14736711388307222,0.21946223104822504,-0.002626915734135357,010060
26,S-Oil,2018,Q2,에너지_화학,0.2009550057037867,0.04405154536550615,0.5856056002336061,0.0775339275746858,0.10944026748940017,-0.05504729229480265,0.17101019296426978,0.023682694835438917,010950
26,LG이노텍,2018,Q2,정보기술,0.19759594338246023,0.006549766255188771,-3.7533555963969643,0.07371996803871039,-0.10416596160329594,0.12374471702606615,0.030193074380072682,-0.2258221704017952,011070
26,롯데케미칼,2018,Q2,에너지_화학,-0.022507012133118426,0.004770663034427969,0.0767021829925203,-0.15480181927430525,0.05157340747321504,-0.30777940166750084,-0.053289512288525076,-0.1241478422577471,011170
26,금호석유,2018,Q2,에너지_화학,0.04123583062699862,-0.011583858422132498,-0.13800616487419926,-0.06818908941037916,0.06491287758096154,-0.30735307823010494,-0.015862227115846284,-0.06873875451116711,011780
26,SKC,2018,Q2,에너지_화학,0.20539451735750477,0.0056353235685560055,0.10440968213022117,-0.02998215761713874,0.057050627791810804,-0.006543198255442473,-0.06810165544889701,-0.1542131953200498,011790
26,한솔케미칼,2018,Q2,에너지_화학,0.25585090680983746,0.06914886446198021,0.2623336912462684,0.2584149083197689,0.14357432422454375,0.5286057462946827,0.057429365793526754,0.01813462526584715,014680
26,동원시스템즈,2018,Q2,에너지_화학,-0.1468496978641289,0.008992025458772313,0.242143591224117,-0.02770030624848041,0.04703320314748005,0.00476491267442225,-0.05861543561680993,-0.1143999270858642,014820
26,유니드,2018,Q2,에너지_화학,0.002609061618518163,-0.0011697991726941082,2.3760432941856675,0.059632081467280385,0.1456393522597259,-0.09829974670159913,0.21529255414856485,-0.1695131914393005,014830
26,삼성에스디에스,2018,Q2,정보기술,0.11722591658386199,0.008094906242074318,0.4443600728567929,-0.0640384148592591,0.09891400321057109,0.6675554149649543,-0.11130560919946686,-0.10468256411680334,018260
26,일진머티리얼즈,2018,Q2,정보기술,0.514239452711559,-0.03902691927792157,0.3336685663202592,-0.24247679942014733,0.026022353201399895,-0.003701092703560116,-0.3417941904151013,0.05595478280372942,020150
26,남해화학,2018,Q2,에너지_화학,-0.1698282990417822,-0.013404886751136824,0.4119840035098914,-0.21062038163072394,0.0450692440288496,1.1130069773000844,-0.23480720795820842,-0.1543935989732238,025860
26,신도리코,2018,Q2,정보기술,-0.06183237339879774,-0.06334733643603252,-0.24184523715996975,-0.24306524680439756,-0.05666208112911564,0.20281669081614906,-0.3105171828865705,-0.03563502835129913,029530
26,LG디스플레이,2018,Q2,정보기술,0.0067287264125395485,0.052318714429831825,0.6129106028286302,0.09608689576529561,-0.02314492805079138,0.17710861739672334,0.04677521527765616,-0.09348758926415991,034220
26,SK,2018,Q2,정보기술,-0.06225254146602463,0.015267910003974094,-0.8998198440474456,-0.045032373257529845,-0.3888956143129829,0.005192712230936536,-0.16023024643074957,0.13480207929808474,034730
26,한미반도체,2018,Q2,정보기술,0.008487575040580356,-0.07358333509816717,1.3206577462726576,-0.1517032503452349,0.6993574381736523,0.29362113532421663,-0.16625468802582533,-0.00910126873595464,042700
26,LG화학,2018,Q2,에너지_화학,0.13767613185779848,0.05077850248968363,0.21806541553644543,0.05209641371311169,0.09022368895575417,0.3299263826036887,-0.08553807583311301,-0.019456041860826584,051910
26,LG전자,2018,Q2,정보기술,-0.12646469388621,-0.0007043443293237583,-0.04776424607348839,0.04762960255217341,0.057582073011487545,0.06906986227273193,0.03390892446770821,-0.007433369414909005,066570
26,휴켐스,2018,Q2,에너지_화학,-0.04054201515023517,-0.0005812631424306769,0.17923091648676048,-0.22833265786632417,0.0488127717797322,-0.04082852641176837,-0.3131442446468986,-0.050658520035988516,069260
26,GS,2018,Q2,에너지_화학,-0.05073885386538052,-0.0002976404348172812,-0.3100151536024246,-0.18658521753257418,0.0,0.0008282806250128338,-0.4704843552906244,0.03464843575111371,078930
