,name,year,quarter,sector,Relative Return,비유동자산 변화율,영업이익 변화율,부채총계 변화율,매출액 변화율,비유동부채 변화율,유동부채 변화율,Label,Code
19,SK하이닉스,2020,Q1,정보기술,-0.12209308332041942,0.01620179338973049,6.846630771740904,0.11892224903648252,0.06706475320862215,0.15965438664596987,0.0837342835349828,-0.2760883720058567,000660
19,한화,2020,Q1,에너지_화학,0.19991835901622618,0.005734645662159643,-0.9278245942571786,0.09285686077793898,-0.4263414328204772,0.04534382974631668,0.11904433331738806,0.10180845239675312,000880
19,한국쉘석유,2020,Q1,에너지_화학,-0.05857740585774056,-0.01098381478132504,0.5845454754001547,0.424617976559442,0.007355787713758666,-0.03442127116891602,0.43725131447289134,-0.3307255460856113,002960
19,태광산업,2020,Q1,에너지_화학,0.17636054664629358,-0.17647689181642756,1.0922814674447028,0.02494254547302943,0.007434987667911175,-0.012222277204016252,0.05053804853309485,-0.33346609697493934,003240
19,LG,2020,Q1,정보기술,-0.07293920663140668,-0.002173927450284552,16.963794482723028,1.5581770269409594,6.1473980120505045,-0.08168798007712763,2.558254138123282,0.1995391026549494,003550
19,삼성정밀화학,2020,Q1,에너지_화학,0.09103631456438233,0.0451001042615653,0.07149036423908428,0.24919643300590955,0.06642216189679706,0.6290305340696667,0.23295216300957433,0.07734609223837191,004000
19,한솔테크닉스,2020,Q1,정보기술,0.5194818832059939,-0.0061285401171544684,-2.600068318462349,0.07058420956980749,0.12348736387249293,0.04932456144994446,0.07520334608558521,0.06737267835909072,004710
19,효성,2020,Q1,에너지_화학,0.019606239234279205,0.31239987824074467,1.7548027113186837,0.4202765259536647,-0.3813692284191379,0.5115691955168036,0.30360784052785483,-0.17931420695976708,004800
19,삼성전자,2020,Q1,정보기술,-0.09696352584938125,0.002854415746063488,-0.3622858289314932,0.12615192116306595,0.07244699748760564,-0.029003973457554344,0.1350300205612116,-0.053462503730239364,005930
19,SK케미칼,2020,Q1,에너지_화학,0.46358173219386734,-6.550642105329629e-05,-6.59869398877413,-0.16086723090987987,0.017970813969948596,-0.370296589434307,0.056284992530806655,1.5260486958428354,006120
