,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,금리 변화율,실업률 변화율,기말 소유주식 수 변화율,소비자물가지수 변화율,유통주식수 변화율,Label,Code
28,CJ대한통운,2017,Q4,산업재,-0.041479917630222414,-0.08563769012400402,0.094065934065934,-0.0267857142857143,0.0,-0.3500195788744318,1.9291792618947312e-06,0.2566929321227336,000120
28,두산,2017,Q4,산업재,-0.12720228105803708,-0.027868032113965047,0.094065934065934,-0.0267857142857143,0.0,-0.3500195788744318,7.631980603783894e-05,0.11144460111392289,000150
28,LG상사,2017,Q4,산업재,-0.011568343910626756,0.06450744740088243,0.094065934065934,-0.0267857142857143,-0.08929632512659225,-0.3500195788744318,0.0,0.11946540445227934,001120
28,대한항공,2017,Q4,산업재,0.12563477305901172,0.30757908047268034,0.094065934065934,-0.0267857142857143,0.17647430073745607,-0.3500195788744318,-5.2107535064571664e-08,0.035916696981945904,003490
28,S&T중공업,2017,Q4,산업재,-0.013550251049301458,-0.23150858954384546,0.094065934065934,-0.0267857142857143,0.0,-0.3500195788744318,-0.06220604660528983,-0.15424360008349078,003570
28,LS,2017,Q4,산업재,0.07619834967488062,0.06888918711880421,0.094065934065934,-0.0267857142857143,0.02499999999999991,-0.3500195788744318,0.0,0.1264004085713014,006260
28,LS산전,2017,Q4,산업재,0.08046051358554096,0.027441212258124237,0.094065934065934,-0.0267857142857143,8.981019099518761e-07,-0.3500195788744318,0.0,0.29306773954529763,010120
28,현대상선,2017,Q4,산업재,-0.2182255333682668,0.17980399291717708,0.094065934065934,-0.0267857142857143,32.600789736837335,-0.3500195788744318,0.7452925312628542,0.40572645455697803,011200
28,한국단자,2017,Q4,산업재,-0.19060520775301398,-0.04395783675060638,0.094065934065934,-0.0267857142857143,0.0068332423218264715,-0.3500195788744318,0.0,-0.06267468360465307,025540
28,대우인터내셔널,2017,Q4,산업재,0.23012701963408144,0.19125527734277603,0.094065934065934,-0.0267857142857143,-0.6212977139418141,-0.3500195788744318,0.08341156808487904,0.08587388027143088,047050
28,한국항공우주,2017,Q4,산업재,0.05683325993621334,-0.08093468978719709,0.094065934065934,-0.0267857142857143,0.3888549547574984,-0.3500195788744318,0.0,-0.14556752890467015,047810
28,한전KPS,2017,Q4,산업재,0.21906294070207016,0.15727887307750055,0.094065934065934,-0.0267857142857143,0.0,-0.3500195788744318,0.0,-0.039812006981483544,051600
28,현대글로비스,2017,Q4,산업재,0.10117766068052905,0.009314893903744181,0.094065934065934,-0.0267857142857143,-0.2856549643697467,-0.3500195788744318,0.0,0.03981676321894266,086280
