,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,금리 변화율,실업률 변화율,기말 소유주식 수 변화율,소비자물가지수 변화율,유통주식수 변화율,Label,Code
15,CJ대한통운,2021,Q1,산업재,-0.0013950976945100314,0.0,0.17195325542571194,0.016000000000000014,0.0,2.0127382750040668,0.0,-0.023021486438886938,000120
15,두산,2021,Q1,산업재,0.4133159621832869,0.0,0.17195325542571194,0.016000000000000014,0.0,2.0127382750040668,0.0,0.3998221686124155,000150
15,LG상사,2021,Q1,산업재,0.13019494504908907,0.0,0.17195325542571194,0.016000000000000014,0.0,2.0127382750040668,0.0,-0.16533429368954639,001120
15,대한항공,2021,Q1,산업재,0.002459938505026964,0.0,0.17195325542571194,0.016000000000000014,0.0,2.0127382750040668,0.0,-0.018333141026916258,003490
15,S&T중공업,2021,Q1,산업재,0.21360493373460077,0.0,0.17195325542571194,0.016000000000000014,0.0,2.0127382750040668,0.0,0.24394302420486916,003570
15,LS,2021,Q1,산업재,0.09368193975702957,0.0,0.17195325542571194,0.016000000000000014,0.0,2.0127382750040668,0.0,-0.02215560018290256,006260
15,LS산전,2021,Q1,산업재,-0.07273411347431195,0.0,0.17195325542571194,0.016000000000000014,0.0,2.0127382750040668,0.0,0.1767543787661602,010120
15,현대상선,2021,Q1,산업재,0.9641633652587319,0.0,0.17195325542571194,0.016000000000000014,0.0,2.0127382750040668,0.0,-0.12606770772181125,011200
15,한국단자,2021,Q1,산업재,0.12201228827997054,0.0,0.17195325542571194,0.016000000000000014,0.0,2.0127382750040668,0.0,0.09048444396116133,025540
15,대우인터내셔널,2021,Q1,산업재,0.005251321471199531,0.0,0.17195325542571194,0.016000000000000014,0.0,2.0127382750040668,0.0,0.08005449651156404,047050
15,한국항공우주,2021,Q1,산업재,-0.14587537595368386,0.0,0.17195325542571194,0.016000000000000014,0.0,2.0127382750040668,0.0,0.049093454303103835,047810
15,한전KPS,2021,Q1,산업재,0.3543487225247332,0.0,0.17195325542571194,0.016000000000000014,0.0,2.0127382750040668,0.0,0.033138388066082713,051600
15,현대글로비스,2021,Q1,산업재,-0.0639181928748738,0.0,0.17195325542571194,0.016000000000000014,0.0,2.0127382750040668,0.0,0.01401639757709715,086280
