,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,금리 변화율,실업률 변화율,기말 소유주식 수 변화율,소비자물가지수 변화율,유통주식수 변화율,Label,Code
22,CJ대한통운,2019,Q2,산업재,-0.00792598073606629,0.0,-0.10064059339177356,0.017241379310344973,0.0,0.17798441463015324,0.0,0.013238908120392273,000120
22,두산,2019,Q2,산업재,-0.006592791977423865,0.0,-0.10064059339177356,0.017241379310344973,0.0,0.17798441463015324,0.0,-0.1135768162663077,000150
22,LG상사,2019,Q2,산업재,-0.05394123799949756,0.0,-0.10064059339177356,0.017241379310344973,0.0,0.17798441463015324,0.0,-0.14225060387512825,001120
22,대한항공,2019,Q2,산업재,-0.2534840681909607,0.0,-0.10064059339177356,0.017241379310344973,0.0,0.17798441463015324,0.0,0.025140861976313933,003490
22,S&T중공업,2019,Q2,산업재,-0.12988144895052395,0.0,-0.10064059339177356,0.017241379310344973,0.0,0.17798441463015324,0.0,-0.12905589489096198,003570
22,LS,2019,Q2,산업재,-0.023392594361714578,0.0,-0.10064059339177356,0.017241379310344973,0.0,0.17798441463015324,0.0,0.06602178898043175,006260
22,LS산전,2019,Q2,산업재,0.017106090577377338,0.0,-0.10064059339177356,0.017241379310344973,0.0,0.17798441463015324,0.0,0.030747183579599116,010120
22,현대상선,2019,Q2,산업재,-0.0499526210732302,0.0,-0.10064059339177356,0.017241379310344973,0.0,0.17798441463015324,0.0,-0.04180474946374182,011200
22,한국단자,2019,Q2,산업재,0.1215726834160632,0.0,-0.10064059339177356,0.017241379310344973,0.0,0.17798441463015324,0.0,-0.3661595562443917,025540
22,대우인터내셔널,2019,Q2,산업재,0.06384430868480663,0.0,-0.10064059339177356,0.017241379310344973,0.0,0.17798441463015324,0.0,-0.0314484796623951,047050
22,한국항공우주,2019,Q2,산업재,0.3056376231813287,0.0,-0.10064059339177356,0.017241379310344973,0.0,0.17798441463015324,0.0,-0.11891766769815537,047810
22,한전KPS,2019,Q2,산업재,-0.03296196451065521,0.0,-0.10064059339177356,0.017241379310344973,0.0,0.17798441463015324,0.0,-0.03653392241118429,051600
22,현대글로비스,2019,Q2,산업재,0.06795842970710879,0.0,-0.10064059339177356,0.017241379310344973,0.0,0.17798441463015324,0.0,-0.11566459207068017,086280
