,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,금리 변화율,실업률 변화율,기말 소유주식 수 변화율,소비자물가지수 변화율,유통주식수 변화율,Label,Code
20,CJ대한통운,2019,Q4,산업재,-0.012301943884613586,-0.03740769571892111,0.191387559808615,-0.05357142857142849,1.0,5.380260221408914,2.726784460072018e-05,0.025137678403095942,000120
20,두산,2019,Q4,산업재,-0.2979587451550505,-0.16696017157063991,0.191387559808615,-0.05357142857142849,-0.1205520363228203,5.380260221408914,-0.0943888465996372,-0.0619823979223777,000150
20,LG상사,2019,Q4,산업재,-0.2911200836905169,0.032293293275544865,0.191387559808615,-0.05357142857142849,-0.14346600876839743,5.380260221408914,0.0,0.4870411980598478,001120
20,대한항공,2019,Q4,산업재,-0.1087596196296142,0.018489835331004345,0.191387559808615,-0.05357142857142849,-0.33368080882668116,5.380260221408914,-1.2505809598994944e-07,-0.06711625460812101,003490
20,S&T중공업,2019,Q4,산업재,0.037368526319802337,0.17962450208879832,0.191387559808615,-0.05357142857142849,0.049065726616549066,5.380260221408914,0.02995562320959655,-0.025693149455158534,003570
20,LS,2019,Q4,산업재,-0.2392233589271565,-0.03460065518067579,0.191387559808615,-0.05357142857142849,-0.02713965638605187,5.380260221408914,0.0,0.08320297003764945,006260
20,LS산전,2019,Q4,산업재,-0.18167880305954145,-0.07011995294516404,0.191387559808615,-0.05357142857142849,6.908469551980545e-08,5.380260221408914,-3.410056537145323e-08,0.10776428213565153,010120
20,현대상선,2019,Q4,산업재,-0.03853545725645083,-0.055933886258264454,0.191387559808615,-0.05357142857142849,0.0,5.380260221408914,0.008700297624353981,0.32902914131778693,011200
20,한국단자,2019,Q4,산업재,-0.28201623370976314,0.0014670423325042758,0.191387559808615,-0.05357142857142849,-0.0035003414291369106,5.380260221408914,0.0,0.19886250430183489,025540
20,대우인터내셔널,2019,Q4,산업재,-0.2579080727714995,-0.013451500866181298,0.191387559808615,-0.05357142857142849,-0.11113300047604247,5.380260221408914,0.0,0.20168576799466376,047050
20,한국항공우주,2019,Q4,산업재,-0.27274543248236127,-0.025077407562072995,0.191387559808615,-0.05357142857142849,0.0,5.380260221408914,0.0,0.038400743840074414,047810
20,한전KPS,2019,Q4,산업재,0.08113376551161337,0.06270992939863107,0.191387559808615,-0.05357142857142849,0.0,5.380260221408914,0.0,-0.018563262419706503,051600
20,현대글로비스,2019,Q4,산업재,-0.24324388512739695,0.0,0.191387559808615,-0.05357142857142849,0.3333333333333335,5.380260221408914,0.0,0.05401192526478418,086280
