,Feature,Importance
0,P_보유 주식 수 변화율,0.18844789888346894
1,M_금리 변화율,0.18311713714068542
2,M_실업률 변화율,0.17553436663244495
3,P_기말 소유주식 수 변화율,0.1663137781270708
4,M_소비자물가지수 변화율,0.15520630413716757
5,P_유통주식수 변화율,0.13138051507916224
