,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,금리 변화율,실업률 변화율,기말 소유주식 수 변화율,소비자물가지수 변화율,유통주식수 변화율,Label,Code
1,CJ대한통운,2024,Q3,산업재,-0.045049518370987585,0.0,-0.11983510689291532,-0.09523809523809512,0.0,-0.2377021247854798,0.0,0.07174232802373501,000120
1,두산,2024,Q3,산업재,0.576339132409057,0.0,-0.11983510689291532,-0.09523809523809512,0.0,-0.2377021247854798,0.0,0.2714160839160839,000150
1,LG상사,2024,Q3,산업재,0.03935304208420444,0.0,-0.11983510689291532,-0.09523809523809512,0.0,-0.2377021247854798,0.0,-0.15531093906093915,001120
1,대한항공,2024,Q3,산업재,0.23188828067207462,0.0,-0.11983510689291532,-0.09523809523809512,0.0,-0.2377021247854798,0.0,-0.10632004797777332,003490
1,S&T중공업,2024,Q3,산업재,0.16573363957244888,0.0,-0.11983510689291532,-0.09523809523809512,0.0,-0.2377021247854798,0.0,0.09611893425387576,003570
1,LS,2024,Q3,산업재,0.01240458199620946,0.0,-0.11983510689291532,-0.09523809523809512,0.0,-0.2377021247854798,0.0,0.14085914085914092,006260
1,LS산전,2024,Q3,산업재,-0.06381382043048417,0.0,-0.11983510689291532,-0.09523809523809512,0.0,-0.2377021247854798,0.0,0.3872234582002677,010120
1,현대상선,2024,Q3,산업재,-0.005130339658099628,0.0,-0.11983510689291532,-0.09523809523809512,0.0,-0.2377021247854798,0.0,0.24701674434638393,011200
1,한국단자,2024,Q3,산업재,0.2847673435329886,0.0,-0.11983510689291532,-0.09523809523809512,0.0,-0.2377021247854798,0.0,-0.17045873283423083,025540
1,대우인터내셔널,2024,Q3,산업재,0.05579092265251979,0.0,-0.11983510689291532,-0.09523809523809512,0.0,-0.2377021247854798,0.0,0.13286654197537473,047050
1,한국항공우주,2024,Q3,산업재,0.28873716071611066,0.0,-0.11983510689291532,-0.09523809523809512,0.0,-0.2377021247854798,0.0,0.3309037045044507,047810
1,한전KPS,2024,Q3,산업재,0.16495993640367362,0.0,-0.11983510689291532,-0.09523809523809512,0.0,-0.2377021247854798,0.0,-0.09272102897102899,051600
1,현대글로비스,2024,Q3,산업재,0.14694704913473322,0.0,-0.11983510689291532,-0.09523809523809512,0.0,-0.2377021247854798,0.0,-0.006394651555941933,086280
