,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,금리 변화율,실업률 변화율,기말 소유주식 수 변화율,소비자물가지수 변화율,유통주식수 변화율,Label,Code
16,CJ대한통운,2020,Q4,산업재,-0.1734431797319626,0.14057949978272588,0.13205764233403983,0.04166666666666674,0.0,-0.3780443147289393,0.09866239720784886,-0.0013950976945100314,000120
16,두산,2020,Q4,산업재,-0.2441647329936938,-0.3358448507519176,0.13205764233403983,0.04166666666666674,0.036363636363636376,-0.3780443147289393,0.0,0.4133159621832869,000150
16,LG상사,2020,Q4,산업재,0.3772827007467857,-0.08221629136567721,0.13205764233403983,0.04166666666666674,0.4005082395142485,-0.3780443147289393,-0.0696165360066876,0.13019494504908907,001120
16,대한항공,2020,Q4,산업재,0.31306399574872723,0.7700224347570421,0.13205764233403983,0.04166666666666674,1.164472650622491,-0.3780443147289393,0.8271038674627464,0.002459938505026964,003490
16,S&T중공업,2020,Q4,산업재,-0.033244466235610226,0.20524324939829142,0.13205764233403983,0.04166666666666674,0.056648091233893805,-0.3780443147289393,-0.14070527719172554,0.21360493373460077,003570
16,LS,2020,Q4,산업재,-0.08982644558891265,0.0531877362188482,0.13205764233403983,0.04166666666666674,-0.09226916048731049,-0.3780443147289393,0.0,0.09368193975702957,006260
16,LS산전,2020,Q4,산업재,-0.16087907716786004,0.07297298409867348,0.13205764233403983,0.04166666666666674,0.0,-0.3780443147289393,0.0,-0.07273411347431195,010120
16,현대상선,2020,Q4,산업재,0.29751064382928005,0.09666657605642781,0.13205764233403983,0.04166666666666674,0.0,-0.3780443147289393,0.5391771755371593,0.9641633652587319,011200
16,한국단자,2020,Q4,산업재,0.22373610366440966,0.12793675032247642,0.13205764233403983,0.04166666666666674,-0.18855348736050803,-0.3780443147289393,-0.009601536245799291,0.12201228827997054,025540
16,대우인터내셔널,2020,Q4,산업재,0.28923200291135587,0.07043874820310547,0.13205764233403983,0.04166666666666674,0.2882952642720913,-0.3780443147289393,0.0,0.005251321471199531,047050
16,한국항공우주,2020,Q4,산업재,0.2665721644326363,0.014172555595245662,0.13205764233403983,0.04166666666666674,0.0,-0.3780443147289393,0.0,-0.14587537595368386,047810
16,한전KPS,2020,Q4,산업재,-0.25791104063817966,-0.030955924524747824,0.13205764233403983,0.04166666666666674,0.0,-0.3780443147289393,0.0,0.3543487225247332,051600
16,현대글로비스,2020,Q4,산업재,-0.23305742144876557,0.0,0.13205764233403983,0.04166666666666674,-0.15998604790944437,-0.3780443147289393,0.0,-0.0639181928748738,086280
