접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20160330002513,Y,00684714,풍산,-,-,-,-,-,-,2015-12-31,2015,Q4
20160330002513,Y,00684714,풍산,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331003800,Y,00684714,풍산,-,-,-,-,-,-,2016-12-31,2016,Q4
20170331003800,Y,00684714,풍산,-,-,-,-,-,-,2016-12-31,2016,Q4
20180330002189,Y,00684714,풍산,-,-,-,-,-,-,2017-12-31,2017,Q4
20180330002189,Y,00684714,풍산,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401004382,Y,00684714,풍산,-,-,-,-,-,-,2018-12-31,2018,Q4
20190401004382,Y,00684714,풍산,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330003480,Y,00684714,풍산,-,-,-,-,-,-,2019-12-31,2019,Q4
20200330003480,Y,00684714,풍산,-,-,-,-,-,-,2019-12-31,2019,Q4
20210318001187,Y,00684714,풍산,-,-,-,-,-,-,2020-12-31,2020,Q4
20210318001187,Y,00684714,풍산,-,-,-,-,-,-,2020-12-31,2020,Q4
20220317001197,Y,00684714,풍산,-,-,-,-,-,-,2021-12-31,2021,Q4
20220317001197,Y,00684714,풍산,-,-,-,-,-,-,2021-12-31,2021,Q4
20230316001467,Y,00684714,풍산,-,-,-,-,-,-,2022-12-31,2022,Q4
20240314001650,Y,00684714,풍산,-,-,-,-,-,-,2023-12-31,2023,Q4
20250313001378,Y,00684714,풍산,-,-,-,-,-,-,2024-12-31,2024,Q4
