접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20160330002935,Y,00141529,오뚜기,-,-,-,-,-,-,2015-12-31,2015,Q4
20160330002935,Y,00141529,오뚜기,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331002254,Y,00141529,오뚜기,2016년 12월 22일,함영준,"994,529",28.91%,-,-,2016-12-31,2016,Q4
20180330002002,Y,00141529,오뚜기,-,-,-,-,-,-,2017-12-31,2017,Q4
20190329002126,Y,00141529,오뚜기,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330002136,Y,00141529,오뚜기,2016년 12월 22일,함영준,"994,529",28.91%,기존 최대주주 별세 및 상속에 따른 변동,-,2019-12-31,2019,Q4
20210318000605,Y,00141529,오뚜기,-,-,-,-,-,-,2020-12-31,2020,Q4
20220317000455,Y,00141529,오뚜기,-,-,-,-,-,-,2021-12-31,2021,Q4
20230321000549,Y,00141529,오뚜기,-,-,-,-,-,-,2022-12-31,2022,Q4
20240318000813,Y,00141529,오뚜기,-,-,-,-,-,-,2023-12-31,2023,Q4
20250318000979,Y,00141529,오뚜기,-,-,-,-,-,-,2024-12-31,2024,Q4
