접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20160330003275,Y,00162993,한일홀딩스,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331003721,Y,00162993,한일홀딩스,-,-,-,-,-,-,2016-12-31,2016,Q4
20180402004354,Y,00162993,한일홀딩스,-,-,-,-,-,-,2017-12-31,2017,Q4
20210624000368,Y,00162993,한일홀딩스,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330004587,Y,00162993,한일홀딩스,2017년 03월 17일,허기호 외 22명,"3,436,757",45.55%,증여 및 장내매매,"허정섭 명예회장의 증여 [수증인 : 허기호 회장]
및 변동 후 최대주주의 주식 매수로 인한 변경",2019-12-31,2019,Q4
20210317001064,Y,00162993,한일홀딩스,2017년 03월 17일,허기호 외 22명,"3,436,757",45.55%,증여 및 장내매매,"허정섭 명예회장의 증여 [수증인 : 허기호 회장]
및 변동 후 최대주주의 주식 매수로 인한 변경",2020-12-31,2020,Q4
20220321000887,Y,00162993,한일홀딩스,2017년 03월 17일,허기호 외 22명,"3,436,757",45.55%,증여 및 장내매매,"허정섭 명예회장의 증여 [수증인 : 허기호 회장]
및 변동 후 최대주주의 주식 매수로 인한 변경",2021-12-31,2021,Q4
20230717000230,Y,00162993,한일홀딩스,2017년 03월 17일,"허기호 외 
22명","3,436,757",45.55%,증여 및 장내매매,"허정섭 명예회장의 증여 [수증인 : 허기호 회장]
및 변동 후 최대주주의 주식 매수로 인한 변경",2022-12-31,2022,Q4
20240320001809,Y,00162993,한일홀딩스,-,-,-,-,-,-,2023-12-31,2023,Q4
20250318001319,Y,00162993,한일홀딩스,-,-,-,-,-,-,2024-12-31,2024,Q4
