접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20160609000026,Y,00120526,롯데쇼핑,-,-,-,-,-,-,2015-12-31,2015,Q4
20170601000387,Y,00120526,롯데쇼핑,-,-,-,-,-,-,2016-12-31,2016,Q4
20180402005083,Y,00120526,롯데쇼핑,2017년 10월 01일,롯데지주(주) 外,"18,002,162",64.01%,-,주1),2017-12-31,2017,Q4
20180402005083,Y,00120526,롯데쇼핑,2017년 12월 29일,롯데지주(주) 外,"16,999,180",60.45%,-,주2),2017-12-31,2017,Q4
20190401004513,Y,00120526,롯데쇼핑,2017년 10월 01일,롯데지주㈜ 外,"18,002,162",64.01%,분할합병,주1),2018-12-31,2018,Q4
20200814001581,Y,00120526,롯데쇼핑,2017년 10월 01일,롯데지주㈜ 外,"18,002,162",64.01%,분할합병,주1),2019-12-31,2019,Q4
20210315000915,Y,00120526,롯데쇼핑,-,-,-,-,-,-,2020-12-31,2020,Q4
20220315001185,Y,00120526,롯데쇼핑,-,-,-,-,-,-,2021-12-31,2021,Q4
20230315001405,Y,00120526,롯데쇼핑,-,-,-,-,-,-,2022-12-31,2022,Q4
20240315000948,Y,00120526,롯데쇼핑,-,-,-,-,-,-,2023-12-31,2023,Q4
20250314001659,Y,00120526,롯데쇼핑,-,-,-,-,-,-,2024-12-31,2024,Q4
