접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20160330003375,Y,00164636,HDC,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331005230,Y,00164636,HDC,-,-,-,-,-,-,2016-12-31,2016,Q4
20180402004250,Y,00164636,HDC,-,-,-,-,-,-,2017-12-31,2017,Q4
20210209000850,Y,00164636,HDC,2013년 07월 31일,정몽규 외,"14,192,891",18.83%,최대주주 변경,주1),2018-12-31,2018,Q4
20210209000850,Y,00164636,HDC,2018년 12월 10일,정몽규 외,"21,459,186",35.92%,최대주주의 당사 지분 장내 매수,-,2018-12-31,2018,Q4
20210209000850,Y,00164636,HDC,2015년 03월 27일,정몽규 외,"14,194,601",18.83%,특별관계자 구성원 및 보유주식수 변동,-,2018-12-31,2018,Q4
20210209000850,Y,00164636,HDC,2015년 04월 16일,정몽규 외,"13,994,601",18.56%,"최대주주가 포니정장학재단에 200,000주 기부",-,2018-12-31,2018,Q4
20210209000850,Y,00164636,HDC,2015년 08월 26일,정몽규 외,"13,995,601",18.57%,특별관계자 보유주식수 변동,-,2018-12-31,2018,Q4
20210209000850,Y,00164636,HDC,2017년 03월 31일,정몽규 외,"13,994,601",18.56%,특별관계자 구성원 및 보유주식수 변동,-,2018-12-31,2018,Q4
20210209000850,Y,00164636,HDC,2018년 03월 23일,정몽규 외,"13,993,601",18.56%,특별관계자 구성원 및 보유주식수 변동,-,2018-12-31,2018,Q4
20210209000850,Y,00164636,HDC,2018년 05월 01일,정몽규 외,"5,920,336",18.56%,인적 분할,주2),2018-12-31,2018,Q4
20210209000850,Y,00164636,HDC,2018년 09월 21일,정몽규 외,"20,483,838",34.29%,현물출자 유상증자 참여,주3),2018-12-31,2018,Q4
20210209000850,Y,00164636,HDC,2018년 11월 20일,정몽규 외,"21,083,838",35.29%,최대주주의 당사 지분 장내 매수,-,2018-12-31,2018,Q4
20210209000858,Y,00164636,HDC,2013년 07월 31일,정몽규 외,"14,192,891",18.83%,-,-,2019-12-31,2019,Q4
20210209000858,Y,00164636,HDC,2018년 12월 10일,정몽규 외,"21,459,186",35.92%,장내 매수,-,2019-12-31,2019,Q4
20210209000858,Y,00164636,HDC,2019년 05월 13일,정몽규 외,"21,559,186",36.09%,장내 매수,-,2019-12-31,2019,Q4
20210209000858,Y,00164636,HDC,2019년 05월 31일,정몽규 외,"21,746,624",36.40%,장내 매수,-,2019-12-31,2019,Q4
20210209000858,Y,00164636,HDC,2019년 06월 28일,정몽규 외,"21,766,624",36.43%,장내 매수,-,2019-12-31,2019,Q4
20210209000858,Y,00164636,HDC,2019년 07월 03일,정몽규 외,"21,850,624",36.58%,장내매수,-,2019-12-31,2019,Q4
20210209000858,Y,00164636,HDC,2019년 07월 08일,정몽규 외,"21,867,624",36.60%,장내매수,-,2019-12-31,2019,Q4
20210209000858,Y,00164636,HDC,2019년 07월 11일,정몽규 외,"22,001,119",36.83%,장내매수,-,2019-12-31,2019,Q4
20210209000858,Y,00164636,HDC,2019년 07월 29일,정몽규 외,"22,001,119",36.83%,-,-,2019-12-31,2019,Q4
20210209000858,Y,00164636,HDC,2019년 08월 01일,정몽규 외,"22,060,396",36.93%,장내매수,-,2019-12-31,2019,Q4
20210209000858,Y,00164636,HDC,2019년 08월 21일,정몽규 외,"22,098,440",36.99%,장내매수,-,2019-12-31,2019,Q4
20210209000858,Y,00164636,HDC,2015년 03월 27일,정몽규 외,"14,194,601",18.83%,-,-,2019-12-31,2019,Q4
20210209000858,Y,00164636,HDC,2019년 08월 30일,정몽규 외,"22,124,440",37.03%,장내매수,-,2019-12-31,2019,Q4
20210209000858,Y,00164636,HDC,2015년 04월 16일,정몽규 외,"13,994,601",18.56%,-,-,2019-12-31,2019,Q4
20210209000858,Y,00164636,HDC,2015년 08월 26일,정몽규 외,"13,995,601",18.57%,-,-,2019-12-31,2019,Q4
20210209000858,Y,00164636,HDC,2017년 03월 31일,정몽규 외,"13,994,601",18.56%,-,-,2019-12-31,2019,Q4
20210209000858,Y,00164636,HDC,2018년 03월 23일,정몽규 외,"13,993,601",18.56%,-,-,2019-12-31,2019,Q4
20210209000858,Y,00164636,HDC,2018년 05월 01일,정몽규 외,"5,920,336",18.56%,주1),-,2019-12-31,2019,Q4
20210209000858,Y,00164636,HDC,2018년 09월 21일,정몽규 외,"20,483,838",34.29%,주2),-,2019-12-31,2019,Q4
20210209000858,Y,00164636,HDC,2018년 11월 20일,정몽규 외,"21,083,838",35.29%,장내 매수,-,2019-12-31,2019,Q4
20210317001090,Y,00164636,HDC,2018년 03월 23일,정몽규 외,"13,993,601",18.56%,-,-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2019년 07월 08일,정몽규 외,"21,867,624",36.60%,장내매수,-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2019년 07월 11일,정몽규 외,"22,001,119",36.83%,장내매수,-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2019년 07월 29일,정몽규 외,"22,001,119",36.83%,-,-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2019년 08월 01일,정몽규 외,"22,060,396",36.93%,장내매수,-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2019년 08월 21일,정몽규 외,"22,098,440",36.99%,장내매수,-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2019년 08월 30일,정몽규 외,"22,124,440",37.03%,장내매수,-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2020년 01월 08일,정몽규 외,"22,135,440",37.05%,장내매수,-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2020년 01월 10일,정몽규 외,"22,183,440",37.13%,장내매수,-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2020년 02월 11일,정몽규 외,"22,183,440",37.13%,시간외매매,-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2020년 02월 12일,정몽규 외,"22,369,449",37.44%,장내매수,-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2018년 05월 01일,정몽규 외,"5,920,336",18.56%,주1),-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2020년 02월 17일,정몽규 외,"22,628,967",37.88%,장내매수,-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2020년 03월 04일,정몽규 외,"22,698,967",38.00%,장내매수,-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2020년 03월 17일,정몽규 외,"22,718,967",38.03%,장내매수,-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2020년 11월 03일,정몽규 외,"22,733,967",38.05%,장내매수,-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2018년 09월 21일,정몽규 외,"20,483,838",34.29%,주2),-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2018년 11월 20일,정몽규 외,"21,083,838",35.29%,장내 매수,-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2018년 12월 10일,정몽규 외,"21,459,186",35.92%,장내 매수,-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2019년 05월 13일,정몽규 외,"21,559,186",36.09%,장내 매수,-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2019년 05월 31일,정몽규 외,"21,746,624",36.40%,장내 매수,-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2019년 06월 28일,정몽규 외,"21,766,624",36.43%,장내 매수,-,2020-12-31,2020,Q4
20210317001090,Y,00164636,HDC,2019년 07월 03일,정몽규 외,"21,850,624",36.58%,장내매수,-,2020-12-31,2020,Q4
20220321001432,Y,00164636,HDC,2018년 03월 23일,정몽규 외,"13,993,601",18.56%,-,-,2021-12-31,2021,Q4
20220321001432,Y,00164636,HDC,2019년 07월 08일,정몽규 외,"21,867,624",36.60%,장내매수,-,2021-12-31,2021,Q4
