code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,이자비용,차입부채
50,Kyungbang,경기소비재,2022,Q2,"75,492,808,724","1,126,424,517,885","1,201,917,326,609","162,446,597,261","273,191,470,799","435,638,068,060","783,461,761,124","766,279,258,549",67146620500.0,4151403278.0,-92706689.0,57627124.0,57627124.0,"13,707,635,000",,,,,,,,,,
240,Hankook_Tire_Worldwide,경기소비재,2022,Q2,"562,303,604,068","2,413,958,354,803","2,976,261,958,871","217,972,695,581","57,564,817,443","275,537,513,024","953,597,700,808","2,700,724,445,847",196037885073.0,17012076198.0,23887280281.0,18573367947.0,18573367947.0,"47,467,620,000",,,,,,,,,,
270,Kia_Corp,경기소비재,2022,Q2,"17,676,514,000,000","27,934,289,000,000","45,610,803,000,000","14,000,955,000,000","6,123,162,000,000","20,124,117,000,000","21,918,917,000,000","25,486,686,000,000",11205842000000.0,689741000000.0,732086000000.0,546310000000.0,546310000000.0,,,,,,,,,,,
1740,SK_Networks,경기소비재,2022,Q2,"1,648,773,000,000","3,402,036,000,000","5,050,809,000,000","1,709,813,000,000","1,302,618,000,000","3,012,431,000,000","718,092,000,000","2,038,378,000,000",1392504000000.0,1806000000.0,9726000000.0,6052000000.0,6052000000.0,"648,654,000,000",,,,,,,,,,
2350,Nexen_Tire,경기소비재,2022,Q2,"1,200,810,880,400","1,901,722,914,923","3,102,533,795,323","914,441,305,484","703,519,510,042","1,617,960,815,526","1,376,515,714,908","1,484,572,979,797",556656958071.0,-38923287666.0,-34595600327.0,-34318990363.0,-34318990363.0,"54,083,938,500",,,,,,,,,,
3200,Ilshin_Spinning,경기소비재,2022,Q2,"280,996,687,423","373,992,898,044","654,989,585,467","126,854,929,624","17,172,606,314","144,027,535,938","494,353,703,982","510,962,049,529",102418219010.0,6682234238.0,5369247552.0,4030978106.0,4030978106.0,"12,000,000,000",,,,,,,,,,
3620,SsangYong_Motor,경기소비재,2022,Q2,"537,938,293,352","1,414,055,067,042","1,951,993,360,394","1,474,435,284,674","589,595,970,355","2,064,031,255,029","-1,161,964,342,870",,705431103343.0,-30785527598.0,-1370985725.0,-1370985725.0,-1370985725.0,"749,200,010,000",,,,,,,,,,
4150,Hansol_Holdings,경기소비재,2022,Q2,"67,729,543,529","386,479,688,990","454,209,232,519","8,766,975,822","7,484,016,213","16,250,992,035","333,461,212,035","437,958,240,484",,3306893098.0,3495840078.0,2663887960.0,2663887960.0,"42,008,577,000",,,,,,,,,,
4170,Shinsegae,경기소비재,2022,Q2,"502,566,587,239","7,259,898,661,770","7,762,465,249,009","2,094,184,301,357","1,828,972,498,442","3,923,156,799,799","3,303,747,374,411","3,839,308,449,210",467026723528.0,82502074554.0,64387199133.0,48508771609.0,48508771609.0,"49,225,905,000",,,,,,,,,,
4490,SEBANG_Global_Battery,경기소비재,2022,Q2,"921,145,782,189","575,772,223,163","1,496,918,005,352","296,356,769,866","7,864,438,047","304,221,207,913","1,158,186,859,568","1,192,696,797,439",306639525422.0,14561764327.0,12472513100.0,9440599686.0,9440599686.0,"7,000,000,000",,,,,,,,,,
