,name,year,quarter,sector,Relative Return,자산총계 변화율,비유동자산 변화율,자본총계 변화율,비유동부채 변화율,영업이익 변화율,유동부채 변화율,Label,Code
11,CJ대한통운,2022,Q1,산업재,0.020972223829352588,0.01653411344010669,0.0006098864316907981,0.007389135974415595,0.020243360189777793,-0.445338565022507,0.03129479639661947,0.02343612097174363,000120
11,두산,2022,Q1,산업재,-0.2643159535326171,-0.0007861059317445518,0.07040648845748398,-0.003688978534823195,0.5215653575029571,-1.544819098530279,-0.21842267981194363,0.06110258333314108,000150
11,LG상사,2022,Q1,산업재,0.2859988574797939,0.1074373787663927,0.054700403477110804,0.05798969977837087,0.5789428333768525,-0.17864490757158602,-0.06304528876078941,-0.020619585210161863,001120
11,대한항공,2022,Q1,산업재,0.03388881178450802,0.018618670544577,-0.004362880069243569,0.07775984271711134,0.013969052333073773,0.1192473792339892,-0.026740219209733795,-0.05682996607649239,003490
11,S&T중공업,2022,Q1,산업재,0.16440219473170126,-0.016445353097042426,0.04971025308253352,-0.0038120023268932712,-0.07119586769219755,-0.7442489213547215,-0.04036254192461308,0.07463939620829756,003570
11,LS,2022,Q1,산업재,0.2003284681564553,0.0302787737084238,0.006544825028329537,0.021311978778530527,-0.0010203937519419615,0.3890449751376903,0.23455599425339324,0.10199314310659517,006260
11,LS산전,2022,Q1,산업재,0.11944724005258425,0.04009178726436935,0.0014431137590427134,-0.003417554604181916,0.2631795043883205,-0.1899748804082324,-0.024023756491507786,0.2320632259623455,010120
11,현대상선,2022,Q1,산업재,-0.02300910138938067,0.19900432638481114,0.22635392288065992,0.29338962458158657,-0.008755256330701622,0.15956080718517662,0.2133905160856,-0.15884063555464187,011200
11,한국단자,2022,Q1,산업재,0.17786804081004914,0.025882443985186354,0.015761808030653413,0.005073273577945736,0.0338809602679202,-0.5465501288091466,0.11422915411346879,-0.08217714884401714,025540
11,대우인터내셔널,2022,Q1,산업재,0.111086237738412,0.17092506288147336,0.17873001588923332,-0.0026949886947285062,0.32410142655320073,0.5269223087769128,0.24260938627916162,0.07333231369944908,047050
11,한국항공우주,2022,Q1,산업재,0.2239117087114364,0.03110067434364283,-0.01476422358904872,0.015862986411254054,-0.0030845894170128396,-5.047248121207438,0.059335593846260304,0.20520050444633672,047810
11,한전KPS,2022,Q1,산업재,-0.0817470035416579,0.03170448441494611,0.04027613178550471,-0.018039280748624265,-0.1597957414518255,11.810724993141912,0.2735474475427775,0.17835880642878021,051600
11,현대글로비스,2022,Q1,산업재,0.2762352845826353,0.10294727889561361,0.036944962794405845,0.02478522933842764,0.08373176161322093,0.30187703647422537,0.2289871836074906,-0.04074932541132024,086280
