,name,year,quarter,sector,Relative Return,자산총계 변화율,비유동자산 변화율,자본총계 변화율,비유동부채 변화율,영업이익 변화율,유동부채 변화율,Label,Code
18,CJ대한통운,2020,Q2,산업재,-0.20805324300341949,0.007739356902689787,0.004432597772771718,0.008142364868214846,-0.007269890517267119,0.3793947328886955,0.027988933951888395,0.006497951974267023,000120
18,두산,2020,Q2,산업재,-0.0912061080882638,0.06791530834539694,0.11331607352334805,0.1489654579975337,0.009566007528012399,-0.09587299210177502,0.004379442743850603,0.05912799469855127,000150
18,LG상사,2020,Q2,산업재,-0.040930749715722164,0.04053186788382912,0.009394044203674623,0.0036624226441166474,0.2659689553134952,-48.77797508962691,-0.04971556361601204,0.09286712153574087,001120
18,대한항공,2020,Q2,산업재,-0.006374697562021692,-0.005471810064155869,-0.025455190342344003,0.11809407973831032,-0.025027596038011746,-3.62063399429948,0.0009172044893943632,0.17104100964740387,003490
18,S&T중공업,2020,Q2,산업재,-0.32487189387740756,0.00679189074715536,-0.03864329169999481,0.004156263838766661,0.00794580245908505,-0.11637619158451007,0.02489102874382776,0.03300732817132775,003570
18,LS,2020,Q2,산업재,-0.019981619898667646,-0.004146648024968558,0.01092322890682662,0.010392409317458107,-0.016880127991239058,3.3993875765529307,-0.365639721515821,0.29306525221584595,006260
18,LS산전,2020,Q2,산업재,0.19135469755845652,-0.02031870227261534,-0.014401316648428253,0.011669043402884771,0.35351653197589616,-0.26772641335700964,-0.31240163949910826,-0.055181088573991115,010120
18,현대상선,2020,Q2,산업재,0.5189624782432478,0.24657390540029311,0.19968961837949828,0.6613696879326871,0.12510782265057507,-20.592962576412702,0.24589001380525488,1.129374017818932,011200
18,한국단자,2020,Q2,산업재,0.44472922095051354,-0.017723916689779573,0.01918083381782143,0.011484821058635797,0.04789240821181351,-0.7216941366448237,-0.19161518540707667,-0.08292173028522107,025540
18,대우인터내셔널,2020,Q2,산업재,-0.20957517109628587,-0.05729152213472666,0.05573060728194945,0.030373287955266726,0.1677860908965627,-0.08535942185810885,-0.22971211539458458,-0.06968509230355535,047050
18,한국항공우주,2020,Q2,산업재,-0.20230653622420403,0.1113532897324383,0.05895889136011867,0.033971644731729755,0.20425643417098094,-0.07036070513991433,0.11590860576682482,-0.08757324543673621,047810
18,한전KPS,2020,Q2,산업재,-0.2758570856223525,-0.03883463716516711,-0.04787559598743907,0.039309565585013084,0.29904015588804067,0.3809947793340336,-0.33332158211291807,-0.08752129738478817,051600
18,현대글로비스,2020,Q2,산업재,-0.042376978566364826,-0.1399191909743882,-0.006742195069638912,0.027486732888637455,-0.033840072098371365,-0.2700669553058581,-0.4136911242324579,0.5231407766437507,086280
