,name,sector,year,quarter,비유동자산변화율,영업이익변화율,유동자산변화율,Relative Return,1인평균급여변화율,발행금액변화율,전체 주주 수변화율,특정 증권 등 소유 증감 비율변화율,전체 주식 수변화율,특정 증권 등 소유 증감 수변화율,Label,Code
8,Ilshin_Spinning,섬유·의류,2022,Q3,-0.027181237756563004,1.4455850483462205,0.014532422180667193,-0.05268361516403927,-0.004704993058466389,0.0,-0.0022818918155023127,-0.011820000284002985,-0.04065437071311573,-0.011820000284003207,0.20582005280894128,003200
8,Chokwang_Leather,섬유·의류,2022,Q3,-0.06145440797290358,0.3755373638515188,-0.0692738701941722,-0.039171237573991796,-0.05899394799682289,0.0,-0.052892998822613,-0.06511869070420762,-0.05909562812750013,-0.06511869070420762,0.24543943614335362,004700
8,Hansum,섬유·의류,2022,Q3,-0.010222510765145021,-0.20161054147460944,-0.036274581536367645,0.02443266789283785,-0.01988365445344953,0.0,-0.01982171857704107,-0.029309955059140913,-0.02252286460542008,-0.02939909039174582,-0.08500944466062128,020000
8,Basic_House,섬유·의류,2022,Q3,0.10491413967231789,1.1153876076261844,-0.2324235888545787,0.03560402312359902,-0.09614483121300399,-0.058118688188303125,-0.03746655133292842,-0.27660234554683916,-0.03565469458336801,-0.27663237136072394,-0.01482428000822078,084870
8,LF_Corp,섬유·의류,2022,Q3,-0.039888778468561314,0.6517042043791328,-0.00489800863355061,0.03168060818323491,-0.017941151347035333,0.0,-0.02669304039832676,-0.07449775935270009,-0.026837203655153186,-0.07450497605352902,0.04287236186692008,093050
8,Hansea,섬유·의류,2022,Q3,-0.05814872974121954,-0.23125862737207026,0.14441553157812081,-0.19707904162053444,0.10232541616539159,0.10837506134581842,0.12551562487584478,0.06618336299063166,0.09368772198436959,0.06637347592303344,-0.12081553216975065,105630
