,name,sector,year,quarter,영업이익변화율,비유동자산변화율,유동자산변화율,비유동부채변화율,매출액변화율,Relative Return,1인평균급여변화율,발행금액변화율,전체 주식 수변화율,전체 주주 수변화율,Label,Code
32,Ilshin_Spinning,섬유·의류,2016,Q3,0.5721524658298318,0.0005335185684488541,-0.01241994306477312,-0.011163501261474806,0.07836786693770958,-0.1354751611530852,-0.0048621536490141,0.0,-0.012981198814003614,-0.0024987722424427705,-0.04713514410352055,003200
32,Chokwang_Leather,섬유·의류,2016,Q3,-0.1883933786132166,-0.014648857158686024,-0.011912292022580928,0.21889331858046723,0.028837096546221463,0.1687540219652793,-0.01820363559583349,0.0,-0.017353528638924143,-0.02166659435473517,-0.17368950157717886,004700
32,Hansum,섬유·의류,2016,Q3,-0.6365567727490844,-0.028591462234212717,-0.10337827234281183,0.35180899572990476,-0.01446639516708359,-0.0152664610199637,-0.045489414442807075,0.0,-0.057695071980691015,-0.04294652725280401,-0.011458506696016016,020000
32,Basic_House,섬유·의류,2016,Q3,-2.273407787926688,0.0008697504203047934,-0.08832186472472414,-0.029322712427961806,0.2127903285333328,-0.1996772461570948,-0.02205504173487305,-0.03836056759822326,-0.006403969607743587,-0.008339665313657596,0.06764925300046633,084870
32,LF_Corp,섬유·의류,2016,Q3,0.7038592580874674,0.02053080133207197,-0.037840959818612685,0.36867469095276006,0.2175975736047554,-0.17432840894779247,-0.0036789614571828277,0.0,0.010529676535718568,0.012181381758154974,-0.003869884483480107,093050
32,Hansea,섬유·의류,2016,Q3,-0.3398628877542367,-0.35570882614149824,0.06407175923968289,-2.1993068475126116,-0.26035282115222746,-0.32565613449620084,-0.06407813942238194,-0.08038945535814457,-0.050763381917104056,-0.029732638718388715,-0.33838525091374017,105630
