,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,소비자물가지수 변화율,금리 변화율,자기주식수 변화율,국제유가 변화율,주식액면가액 변화율,Label,Code
1,한화,2024,Q3,에너지_화학,0.06275613215673034,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,0.49845922369954465,000880
1,한국쉘석유,2024,Q3,에너지_화학,0.12008604781721018,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,-0.16438000813000822,002960
1,태광산업,2024,Q3,에너지_화학,0.19670176248602217,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,0.09028906093906083,003240
1,삼성정밀화학,2024,Q3,에너지_화학,-0.03877385162564892,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,0.04858521292784245,004000
1,효성,2024,Q3,에너지_화학,0.28848431621547854,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,-0.0896235370320736,004800
1,SK케미칼,2024,Q3,에너지_화학,0.12280287122368874,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,0.06816567053636018,006120
1,대한유화,2024,Q3,에너지_화학,-0.00892081771309286,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,0.03147620535888695,006650
1,국도화학,2024,Q3,에너지_화학,-0.014387877679587185,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,0.09592852061198565,007690
1,한화케미칼,2024,Q3,에너지_화학,-0.2414832138755157,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,0.10403782829746315,009830
1,OCI,2024,Q3,에너지_화학,-0.1191115966435922,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,0.309120017306637,010060
1,S-Oil,2024,Q3,에너지_화학,-0.05363911926143122,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,-0.016189315271884025,010950
1,롯데케미칼,2024,Q3,에너지_화학,0.04915451021900591,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,-0.08117744324640883,011170
1,금호석유,2024,Q3,에너지_화학,-0.08354305760830244,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,-0.007139043451892667,011780
1,SKC,2024,Q3,에너지_화학,0.01559470582586818,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,0.11604806357164844,011790
1,한솔케미칼,2024,Q3,에너지_화학,-0.20445172140632356,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,0.07914744131388983,014680
1,동원시스템즈,2024,Q3,에너지_화학,0.19999148706067277,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,-0.28322037825217855,014820
1,유니드,2024,Q3,에너지_화학,-0.16423103730031866,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,0.2715443441029275,014830
1,남해화학,2024,Q3,에너지_화학,0.030924357925593268,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,-0.05337545518997141,025860
1,LG화학,2024,Q3,에너지_화학,0.10172354717191566,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,-0.2253170356506579,051910
1,휴켐스,2024,Q3,에너지_화학,0.09038181990938945,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,-0.16956820353559482,069260
1,GS,2024,Q3,에너지_화학,0.013343954393894034,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,-0.18311379921781384,078930
1,휴비스,2024,Q3,에너지_화학,-0.13919425521309284,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,0.032702591526120886,079980
1,후성,2024,Q3,에너지_화학,-0.06854425521309285,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,-0.16432976472346555,093370
1,SK이노베이션,2024,Q3,에너지_화학,0.12187734555836327,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,0.11261302860637461,096770
1,코오롱인더,2024,Q3,에너지_화학,-0.08915894447862957,0.0,-0.2377021247854798,-0.11983510689291532,0.0,-0.05674568795778523,0.0,0.04774502979290211,120110
