,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,소비자물가지수 변화율,금리 변화율,자기주식수 변화율,국제유가 변화율,주식액면가액 변화율,Label,Code
28,한화,2017,Q4,에너지_화학,0.004338731502128559,0.027411424568363207,-0.3500195788744318,0.094065934065934,0.0,0.18077144502014986,0.0,0.06330808721003921,000880
28,한국쉘석유,2017,Q4,에너지_화학,-0.08284949576450643,0.00578653959948916,-0.3500195788744318,0.094065934065934,0.0,0.18077144502014986,0.0,-0.023045268565260596,002960
28,태광산업,2017,Q4,에너지_화학,0.08177849142445637,0.17150999241701514,-0.3500195788744318,0.094065934065934,0.0,0.18077144502014986,0.0,0.09555502598554942,003240
28,삼성정밀화학,2017,Q4,에너지_화학,0.6170959943792216,0.02310722083593264,-0.3500195788744318,0.094065934065934,0.0,0.18077144502014986,0.0,-0.09312503059153686,004000
28,효성,2017,Q4,에너지_화학,0.0075482842331564964,0.03327387054204278,-0.3500195788744318,0.094065934065934,0.0,0.18077144502014986,-0.08093468978735396,0.1231279647584066,004800
28,SK케미칼,2017,Q4,에너지_화학,-0.08640578571820204,-0.5073621574498588,-0.3500195788744318,0.094065934065934,0.0,0.18077144502014986,0.0,0.029516965511728218,006120
28,대한유화,2017,Q4,에너지_화학,0.22191005266217506,0.018459092951109257,-0.3500195788744318,0.094065934065934,0.0,0.18077144502014986,0.0,-0.11951002628417284,006650
28,국도화학,2017,Q4,에너지_화학,0.0809460599245318,-0.21130615080522663,-0.3500195788744318,0.094065934065934,-0.57238467713155,0.18077144502014986,-0.08093468978739571,0.05345527136308188,007690
28,한화케미칼,2017,Q4,에너지_화학,0.04230328307032655,-0.011097485476794455,-0.3500195788744318,0.094065934065934,0.0,0.18077144502014986,0.0,-0.009842198266168705,009830
28,OCI,2017,Q4,에너지_화학,0.3415441103457459,-0.08093468978735041,-0.3500195788744318,0.094065934065934,-0.0809346897873503,0.18077144502014986,0.0,-0.0009853893393131459,010060
28,S-Oil,2017,Q4,에너지_화학,0.05156280910234389,0.0001790221674422554,-0.3500195788744318,0.094065934065934,0.0,0.18077144502014986,0.0,-0.12717692422191945,010950
28,롯데케미칼,2017,Q4,에너지_화학,0.26595742582410187,0.2583148706162408,-0.3500195788744318,0.094065934065934,0.0,0.18077144502014986,0.0,-0.08940087925327014,011170
28,금호석유,2017,Q4,에너지_화학,0.36606033424288453,-0.06004406857528932,-0.3500195788744318,0.094065934065934,0.0,0.18077144502014986,0.0,0.13213099254772287,011780
28,SKC,2017,Q4,에너지_화학,-0.03269941847919782,-0.022906623635054024,-0.3500195788744318,0.094065934065934,0.41526395597553756,0.18077144502014986,0.0,0.04585594825168908,011790
28,한솔케미칼,2017,Q4,에너지_화학,0.026713244369351442,0.20440444979909667,-0.3500195788744318,0.094065934065934,0.0,0.18077144502014986,-0.08093468978738849,-0.002550211994246713,014680
28,동원시스템즈,2017,Q4,에너지_화학,0.06290371723835547,0.41942496021619924,-0.3500195788744318,0.094065934065934,0.0,0.18077144502014986,0.0,-0.11185244735742148,014820
28,유니드,2017,Q4,에너지_화학,0.12887550708282383,0.03816891911279452,-0.3500195788744318,0.094065934065934,0.0,0.18077144502014986,0.0,0.11070152644689366,014830
28,남해화학,2017,Q4,에너지_화학,0.6698487100673508,-0.03436649670478664,-0.3500195788744318,0.094065934065934,0.0,0.18077144502014986,0.0,0.3659773256371174,025860
28,LG화학,2017,Q4,에너지_화학,0.03701358369933349,0.18436620414368954,-0.3500195788744318,0.094065934065934,3.5680784202083693,0.18077144502014986,0.147006892580827,-0.10709878112104956,051910
28,휴켐스,2017,Q4,에너지_화학,0.10441325917340774,-0.08181377794857081,-0.3500195788744318,0.094065934065934,0.11298615477062968,0.18077144502014986,0.0,0.21739745022797366,069260
28,GS,2017,Q4,에너지_화학,0.02862602386233925,0.04213140485740241,-0.3500195788744318,0.094065934065934,0.0,0.18077144502014986,0.0,0.0028168617343416903,078930
28,휴비스,2017,Q4,에너지_화학,0.4598415919430397,-0.21057679397661355,-0.3500195788744318,0.094065934065934,0.0,0.18077144502014986,-0.08093468978737328,0.1790262759158044,079980
28,후성,2017,Q4,에너지_화학,0.15945008087609527,0.05112925520402345,-0.3500195788744318,0.094065934065934,0.0,0.18077144502014986,-0.999,-0.06879634118224394,093370
28,SK이노베이션,2017,Q4,에너지_화학,0.09923310543750882,-0.03953365379869911,-0.3500195788744318,0.094065934065934,0.0,0.18077144502014986,-0.08093468978701257,-0.04440085932848191,096770
28,코오롱인더,2017,Q4,에너지_화학,-0.08808676095752382,0.04989316877413352,-0.3500195788744318,0.094065934065934,-0.08093468978739593,0.18077144502014986,0.0,-0.04091904808852466,120110
