,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,소비자물가지수 변화율,금리 변화율,자기주식수 변화율,국제유가 변화율,주식액면가액 변화율,Label,Code
23,한화,2019,Q1,에너지_화학,-0.04853802088551708,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,0.0,-0.15130566166444795,000880
23,한국쉘석유,2019,Q1,에너지_화학,0.03378105806185134,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,0.0,0.047126003335580306,002960
23,태광산업,2019,Q1,에너지_화학,-0.05150507717388067,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,0.0,-0.22519583058794568,003240
23,삼성정밀화학,2019,Q1,에너지_화학,0.06807493503702064,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,0.0,0.03075821555241501,004000
23,효성,2019,Q1,에너지_화학,0.09611798615802036,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,0.0,0.1065397642693578,004800
23,SK케미칼,2019,Q1,에너지_화학,0.10150612895032014,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,0.0,-0.161170716974396,006120
23,대한유화,2019,Q1,에너지_화학,-0.0718194382970196,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,0.0,-0.13906562132144265,006650
23,국도화학,2019,Q1,에너지_화학,-0.004241627612673573,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,-0.09882153156891349,0.037654307498687756,007690
23,한화케미칼,2019,Q1,에너지_화학,0.013660248712433955,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,0.0,-0.10815472176625504,009830
23,OCI,2019,Q1,에너지_화학,-0.02255571736582705,-0.09882153156887086,-0.6874179652905958,-0.09282764948769218,-0.09882153156887086,-0.06709658363690052,0.0,-0.17348512034121136,010060
23,S-Oil,2019,Q1,에너지_화학,-0.04919481791145233,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,0.0,0.08338182474327682,010950
23,롯데케미칼,2019,Q1,에너지_화학,-0.08120919588312296,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,0.0,-0.1079561292262059,011170
23,금호석유,2019,Q1,에너지_화학,-0.01839722170632569,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,0.0,-0.14013764288223637,011780
23,SKC,2019,Q1,에너지_화학,-0.0657644751791459,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,0.0,0.2953687555172201,011790
23,한솔케미칼,2019,Q1,에너지_화학,0.011255442210957325,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,-0.09882153156890627,0.03118575439832734,014680
23,동원시스템즈,2019,Q1,에너지_화학,0.021069742566982786,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,0.0,0.03836231006484478,014820
23,유니드,2019,Q1,에너지_화학,0.0008163115248154169,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,0.0,0.01728350142411736,014830
23,남해화학,2019,Q1,에너지_화학,-0.0443024596372637,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,0.0,-0.11799593509992373,025860
23,LG화학,2019,Q1,에너지_화학,-0.06138668716975629,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,0.0,-0.0125960718053236,051910
23,휴켐스,2019,Q1,에너지_화학,0.006195575999071071,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,0.0,0.07213214217224327,069260
23,GS,2019,Q1,에너지_화학,-0.024656441938148657,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,0.0,0.007164122978989523,078930
23,휴비스,2019,Q1,에너지_화학,-0.008665208007957854,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,-0.09882153156889895,-0.1307736927797471,079980
23,후성,2019,Q1,에너지_화학,0.05146814461091419,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,0.0,0.3988083353304653,093370
23,SK이노베이션,2019,Q1,에너지_화학,-0.04498729220531757,0.0,-0.6874179652905958,-0.09282764948769218,0.0,-0.06709658363690052,-0.09882153156845874,-0.02900514737931416,096770
23,코오롱인더,2019,Q1,에너지_화학,-0.029042759845593333,0.0,-0.6874179652905958,-0.09282764948769218,-0.09882153156890516,-0.06709658363690052,0.0,-0.10071766333780285,120110
