,name,sector,year,quarter,Relative Return,자본총계변화율,이익잉여금변화율,매출액변화율,영업이익변화율,비유동자산변화율,Label,Code
18,Kyungbang,Materials_&_Chemicals,2020,Q1,-0.13606678917383533,0.004485945230055521,0.0003672101755781698,0.27516588112987905,0.5765440577231901,0.02787616994091202,0.03337209649874409,000050
18,Hite_Jinro,Consumer_Goods_&_Retail,2020,Q1,-0.004277624972789884,0.01862665461250268,0.06889966315890861,0.03318048922960137,-0.6272125175711072,0.0040397637721094615,0.11453057547843233,000080
18,Yuhan_Corporation,Healthcare,2020,Q1,0.01395351485548639,-0.05846413296007169,-0.06898464389946524,0.21350320050846638,0.5233323382591968,-0.004140814381910607,0.16133948548279653,000100
18,CJ_Logistics,Trading_&_Logistics,2020,Q1,-0.0017239662182092497,-0.003107517116688996,0.2200906632593883,0.08419970206439564,0.18897907595675878,-0.011582653188511705,0.07242938237193654,000120
18,Doosan_Corp,Conglomerate,2020,Q1,0.0,0.00067448751846233,-0.019698556927926658,0.13685337343487014,-0.24103008673221038,-0.007964542966585553,-0.3278471153239161,000150
18,DL_Holdings,Conglomerate,2020,Q1,-0.19145807343458393,-0.04780246335357141,-0.05449619866870914,0.16631566601117764,0.43369233579807875,-0.06963706399193259,0.008475770750884765,000210
18,Ildong_Pharmaceutical,Healthcare,2020,Q1,-0.02711775645954778,0.006148254472034043,0.021696376553766328,0.01667969801998692,0.1207877319118349,0.0032530486704137607,-0.07970902053552373,000230
18,Hankook_Tire_Worldwide,Automotive_&_Parts,2020,Q1,-0.06386201029032726,0.015489527180776563,0.03724374123417129,-0.9568206020512129,-1.4713394906930368,-0.009919180918757098,-0.21123997246677315,000240
19,Kia_Corp,Automotive_&_Parts,2020,Q1,-0.09429983050457971,-0.0298282288313656,-0.03853970147989516,0.15111469661001364,0.6167897435897436,-0.045996364556883496,-0.2154208114690407,000270
19,Chosun_Refractories,Materials_&_Chemicals,2020,Q1,-0.03579183485173077,0.042091361485371626,-0.0020100787918684304,-0.018206812897264113,-3.062432993401754,-0.0004080591955462065,-0.008360758983627092,000480
18,Dong-A_Socio_Holdings,Conglomerate,2020,Q1,0.16695116583705819,-0.016375961457602672,-0.03411688275349145,-4.321813010007128,6.011531956488695,-0.016921462015144995,-0.037853822232031376,000640
18,S_hynix,Technology,2020,Q1,0.07597842208645822,0.00031960579808698597,-8.20740354487981e-05,-0.06706475320862215,-6.846630771740904,-0.01620179338973049,0.06271836086656019,000660
18,Youngpoong,Materials_&_Chemicals,2020,Q1,-0.0011757796766964645,-0.025848513777861903,-0.025649592493506956,0.1606496438994941,0.8530214189905927,-0.0360699376066731,-0.06545464205196391,000670
18,Hyundai_E&C,Construction_&_Real_Estate,2020,Q1,-0.16076285991038167,-0.010269420336219914,0.0012689011754698498,0.16216094702293782,0.22075437944653153,0.06736129630499998,-0.15451139286181445,000720
18,Hanwha_Corp,Conglomerate,2020,Q1,-0.07238431806376888,0.015568865073632865,0.021625911287632693,0.4263414328204772,0.9278245942571786,-0.005734645662159643,-0.19176351956096152,000880
18,CJ_Corp,Conglomerate,2020,Q1,0.10366045440800392,0.0065111253775759215,0.010545275190710912,-0.06674741339360635,-4.3176920899013735,0.005106075742739247,-0.1372881091127359,001040
18,LG_International,Conglomerate,2020,Q1,-0.19427136701547346,-0.19337362805709923,-0.26196616920585836,-0.06075019002687165,1.0245016662455115,0.01812853130547676,-0.1956876468853778,001120
18,Dongkuk_Steel,Materials_&_Chemicals,2020,Q1,-0.1575103833054438,-0.04280175970243838,0.01256179890711795,0.08490440141591615,5.674960020150688,-0.04647467885445877,-0.18596123113872556,001230
18,SeAH_Besteel,Materials_&_Chemicals,2020,Q1,-0.13011588025936752,0.010433525034806657,0.011970030798641451,-0.05794759078897638,0.432287131232175,-0.0834526101160975,-0.3131866937782486,001430
18,Daesang,Consumer_Goods_&_Retail,2020,Q1,-0.024614570423692354,-0.027597976341247943,-0.06540657268248662,-0.042787671580692965,-3.220131994940588,0.007423344569721491,-0.0743865241909111,001680
18,SK_Networks,Consumer_Services,2020,Q1,-0.004118055809530674,0.05129801885985397,0.07568510613192636,-0.24835595919699083,1.043844655563064,0.03354542487244805,-0.03899670647350714,001740
18,Orion_Corp,Agriculture_&_Food,2020,Q1,0.05577040407892922,0.006218952959116009,-0.43009542142673385,-2.761429112895022,-22.039350268680746,8.383369734199508e-05,-0.1280236803319417,001800
18,KIS_Wire,Materials_&_Chemicals,2020,Q1,-0.20536853934318694,-0.0045457984916634775,-0.005989878319097697,0.1744082461940487,-0.048451191175177044,-0.004919849300113022,-0.13665685840283417,002240
18,Nexen_Tire,Automotive_&_Parts,2020,Q1,-0.05541511179408666,-0.0027790952387949375,-0.0035595503556222763,0.15030598107481452,0.35779908603458577,0.01230939771222217,-0.2855455280223287,002350
18,KCC,Materials_&_Chemicals,2020,Q1,-0.005733788207726714,0.07362006252880915,0.07217050166430161,-2.327754518389308,-1.3216758884258262,0.09531319810729844,0.0,002380
18,AmoreG,Consumer_Goods_&_Retail,2020,Q1,0.19112453563193144,-0.0023030175397245056,-0.0038030003832405512,0.007145491695707995,16.296994211465645,-0.11128301145170716,-0.13590784686290844,002790
18,Korea_Shell_Petroleum,Energy_&_Utilities,2020,Q1,-0.09708121564107175,0.14324018897596902,0.15539160516158423,-0.007355787713758666,-0.5845454754001547,0.01098381478132504,-0.04922960380317867,002960
18,Bukwang_Pharmaceutical,Healthcare,2020,Q1,0.00504861827317897,0.11759197000525279,0.11747222239378341,0.27663847759090066,0.8418805226893898,0.09017501114868376,0.9617122850072963,003000
18,SeAH_Steel,Materials_&_Chemicals,2020,Q1,-0.14315060505818994,0.013364882205112893,-0.007041604099028875,-5.573910393778328,19.46656696631255,0.001795299567134312,-0.29233174461867184,003030
18,Ilshin_Spinning,Materials_&_Chemicals,2020,Q1,-0.1714879477695866,0.0013693422984146775,-0.000652077172186516,0.028011744581128428,-7.237577196946784,-0.004500788040459058,-0.16432144878989294,003200
18,Taekwang_Industrial,Industrials_&_Machinery,2020,Q1,-0.12711397397971158,-0.010703797133994719,-0.023680396097500056,-0.007434987667911175,-1.0922814674447028,0.17647689181642756,-0.21493368728853676,003240
18,Hanil_Cement,Materials_&_Chemicals,2020,Q1,-0.19274167084824007,0.011414569354347703,0.0022914770636661697,0.11584259592053592,8.1603442200768,0.10915488198391554,-0.031148671811592366,003300
18,Ssangyong_Cement,Materials_&_Chemicals,2020,Q1,-0.14640386470224231,0.001730489541946434,-0.00449786570719346,0.2943306972398576,0.5053834393970112,-0.002756164094789293,-0.005216583020350357,003410
18,Korean_Air,Automotive_&_Parts,2020,Q1,0.1756962305054659,0.25874860818285805,-10.163547575049407,0.19955951725734522,1.4652670215172108,0.020635772963722765,-0.1487856324050815,003490
18,Youngjin_Pharmaceutical,Healthcare,2020,Q1,0.3377522490000713,-0.016040080565284054,-0.1352139055236199,-0.0663008834557377,6.543612207908114,0.009763302059337509,-0.07566666419609644,003520
18,LG_Corp,Conglomerate,2020,Q1,-0.020098031793136094,-0.029675840821208332,-0.04785286394462074,-6.1473980120505045,-16.963794482723028,0.002173927450284552,-0.008764312100196486,003550
19,S&T_Heavy_Industries,Industrials_&_Machinery,2020,Q1,-0.006536952897248441,0.012151772734218746,0.006814189524860237,0.2137156366902191,0.5047376111859138,-0.03254657743619083,0.011578074870504967,003570
18,SsangYong_Motor,Automotive_&_Parts,2020,Q1,-0.3513294852658731,0.0946647882063193,-0.4572938681540355,0.29909186062727855,-0.03666237762927449,0.0895083656221265,-0.12057623542145715,003620
18,Namyang_Dairy_Products,Agriculture_&_Food,2020,Q1,-0.1855966255102322,0.016817128036192286,0.016504462165055744,0.11607549429534503,-22.736564409869352,0.0006557713661673459,-0.13066365279161626,003920
18,Samsung_Fine Chemicals,Materials_&_Chemicals,2020,Q1,-0.07989493400931637,-0.008682921432705548,-0.012731457181865746,-0.06642216189679706,-0.07149036423908428,-0.0451001042615653,-0.11651990594792613,004000
18,Hyundai_Steel,Materials_&_Chemicals,2020,Q1,-0.26172682737179065,0.03238712542818134,0.016324834127231402,-0.005832329349005683,0.8507671198360819,0.02692572108695379,-0.23695199778322887,004020
18,Hansol_Holdings,Conglomerate,2020,Q1,-0.1283874223292361,-0.030346546731733426,-0.2510643243848374,-0.03438231306908013,-2.9881831464963575,-0.0013532924756298748,-0.11997686786825038,004150
18,Shinsegae,Consumer_Goods_&_Retail,2020,Q1,0.041441789750314886,0.015031440700437049,-0.017257477685203026,0.229960408518451,0.7354584469761228,0.025849974170888856,-0.053694635679208375,004170
18,Nongshim,Agriculture_&_Food,2020,Q1,-0.10463026156367192,-0.008396744858928162,-0.008717470297038732,-0.13920742863384805,-2.926806417662663,-0.02490037701766301,0.3945942271174264,004370
18,SEBANG_Global_Battery,Automotive_&_Parts,2020,Q1,-0.11428536597684084,-0.005235245852732273,-0.012583047271400805,0.0194862741696763,-0.031002182840106807,0.09619099759686456,-0.1070033952855651,004490
18,Chokwang_Leather,Consumer_Goods_&_Retail,2020,Q1,-0.0260012293056074,0.05219336022023546,-0.018679492624076532,0.09832395473829825,-0.1547749879972582,0.09606751574842987,0.22980384196621656,004700
19,Hansol_Technics,Technology,2020,Q1,0.2027545310630562,-0.06869095774180445,9.406723802081789,-0.12348736387249293,2.600068318462349,0.0061285401171544684,-0.2389944467397038,004710
18,Hyosung,Industrials_&_Machinery,2020,Q1,-0.1259557388370154,-0.3133889347495584,-0.0929806944137308,0.3813692284191379,-1.7548027113186837,-0.31239987824074467,-0.03253871532766725,004800
18,Samkwang_Glass,Industrials_&_Machinery,2020,Q1,-0.12423256283992556,-0.004130665932838173,-0.005387789618224614,-1.058945269861829,-0.6364795515710411,0.01941517180327601,0.05285316478812882,005090
18,Binggrae,Agriculture_&_Food,2020,Q1,-0.1088710847004906,0.019394360713471892,0.8119134429516685,-0.047833192852820616,9.111351449988742,-0.023122313240184766,0.05880931068734871,005180
18,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2020,Q1,-0.052490515860822845,0.027673431846842234,0.01516653216464281,0.028329005991150513,2.035551495684816,-0.0002501746745029454,-0.19567097605100256,005300
18,Hyundai_Motor,Automotive_&_Parts,2020,Q1,-0.17513459473651738,0.006435034425519959,-0.0044930125022411005,0.17045884032066672,0.3933750931551635,-0.023215868549683716,-0.07193212122710371,005380
18,Hyundai_Green_Food,Agriculture_&_Food,2020,Q1,-0.057052559656443284,0.05071053675799542,-0.005001411243322984,0.0134776154084294,0.003809798672826603,0.07316340625510998,-0.24727539261861978,005440
18,POSCO_Holdings,Materials_&_Chemicals,2020,Q1,-0.030238215704525007,0.0014084269814785833,-0.0027774584004056635,0.05111231206777078,-0.24785677379361815,-0.0044626457640759565,-0.12278658263626466,005490
18,SPC_Samlip,Agriculture_&_Food,2020,Q1,-0.17449152525420755,0.015254518747779389,0.016222850590304372,0.18814613086423093,0.7010832151132531,-0.0006954747215528467,-0.11670783367268897,005610
18,Crown_Confectionery,Agriculture_&_Food,2020,Q1,-0.14165290007083234,-0.008247784683496073,-0.013600768601023105,-1.206415264572922,-82.17184756914139,0.0005719519376384818,-0.06556689554369624,005740
18,SL_Corp,Consumer_Goods_&_Retail,2020,Q1,-0.31655700077859616,-0.04815229095619267,-0.04620530369510467,0.05816791891018136,-0.1834519984196652,-0.050230842524295216,-0.07968494730650569,005850
19,Samsung_Electronics,Technology,2020,Q1,0.06671596839872665,0.0024821127054487357,0.000577502854139933,-0.07244699748760564,0.3622858289314932,-0.002854415746063488,0.055370387893587225,005930
18,SK_Chemicals,Healthcare,2020,Q1,0.10886959247223524,-0.0023964200276478387,-0.001615615769144929,-0.035914402940472545,6.59869398877413,6.550642105329629e-05,0.005717484512194337,006120
18,LS_Corp,Conglomerate,2020,Q1,-0.06381750155548806,0.003004986306272661,0.010196444458192455,-0.0115323949031656,1.3247043783956536,0.012948388014689671,-0.2003874620065221,006260
18,GC_Biopharma,Healthcare,2020,Q1,0.09817804560161497,0.011387877342643793,0.013693249860017631,0.12917965937584852,1.4525368525367468,-0.015850304620126154,0.2404645729877723,006280
19,Samsung_SDI,Technology,2020,Q1,-0.006515022912380139,0.029232052668078712,0.018256080320363965,0.1629927689411944,0.41361778195554466,0.0179960051895649,0.20977796002267834,006400
19,Korea_Petrochemical_Ind,Materials_&_Chemicals,2020,Q1,-0.1418486435401184,0.027589688358775843,0.03348689837818075,0.12481723735437023,5.516210813727163,0.006897795289609876,-0.05883612631292698,006650
18,GS_Retail,Consumer_Goods_&_Retail,2020,Q1,-0.1135434007835619,-0.010397467909291969,-0.01156906500110022,0.026616390168898607,-1.6379548534786523,0.01324388461178283,-0.022703023409555018,007070
18,Ottogi,Agriculture_&_Food,2020,Q1,-0.1192159122866975,-0.01556134169287926,-0.01609088997333541,-0.0997417110034875,-1.4264459321073573,-0.026543995268713427,0.05331327663069979,007310
18,Dong-A_Tire,Automotive_&_Parts,2020,Q1,-0.11204385980606159,0.03967043209316812,0.012081367961198075,0.003482752392465316,-0.21104110204911808,0.016957579801447187,0.04783192682352763,007340
18,Ilyang_Pharmaceutical,Healthcare,2020,Q1,0.05029995322194469,0.008678166230319806,0.25075118444533673,0.09241808509366967,2.336348320834239,0.006281584466758305,1.0320144328195704,007570
19,Kukdo_Chemical,Materials_&_Chemicals,2020,Q1,-0.03914165619426032,0.011480379120008322,0.005681117828267079,-0.10005198073859667,-1.5672441905968832,-0.010874388857879058,0.009799678582253918,007690
18,Seoyon,Automotive_&_Parts,2020,Q1,-0.30292201168085775,-0.00293991263772142,0.8776911636085661,-0.6666655885088169,-3.0036740329001486,0.000921322200053698,0.2068543591745128,007860
18,Daeduck_Electronics,Technology,2020,Q1,-0.11565555880142972,0.6788506053988828,0.8434851047988197,1.0013849350595037,1.0412818430581938,0.711906373959555,-0.10727568675248741,008060
18,Seohung,Automotive_&_Parts,2020,Q1,0.026386867718648663,-0.022346798503309007,-0.029043548665669938,-0.30847856292444753,-0.7475937250920157,-0.022172335798429366,0.17403100655420586,008490
18,Hotel_Shilla,Consumer_Services,2020,Q1,-0.016113267804742676,0.07540233193923762,0.10739300404596996,0.3950355209539266,1.6988278844795235,-0.030670023622977105,-0.03951765976319008,008770
