,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,법인세차감전 순이익 변화율,자본총계 변화율,유동부채 변화율,영업이익 변화율,Label,Code
18,CJ대한통운,2020,Q2,산업재,-0.20805324300341949,0.004432597772771718,0.007739356902689787,0.8872548311615587,0.008142364868214846,0.027988933951888395,0.3793947328886955,0.006497951974267023,000120
18,두산,2020,Q2,산업재,-0.0912061080882638,0.11331607352334805,0.06791530834539694,-0.7001319443964601,0.1489654579975337,0.004379442743850603,-0.09587299210177502,0.05912799469855127,000150
18,SK하이닉스,2020,Q2,정보기술,-0.2760883720058567,0.017728602729950138,0.03648085852837801,0.6496467599000186,0.026243493168132126,0.15139809802940163,1.4382946574620865,0.08288061989992215,000660
18,LG상사,2020,Q2,산업재,-0.040930749715722164,0.009394044203674623,0.04053186788382912,-0.9986823778978259,0.0036624226441166474,-0.04971556361601204,-48.77797508962691,0.09286712153574087,001120
18,대한항공,2020,Q2,산업재,-0.006374697562021692,-0.025455190342344003,-0.005471810064155869,-1.3018091175939033,0.11809407973831032,0.0009172044893943632,-3.62063399429948,0.17104100964740387,003490
18,LG,2020,Q2,정보기술,0.1995391026549494,0.010724531070863685,0.05072437247094741,0.28186556362242476,0.06745544656315738,-0.2414013564767623,-0.9499680368904563,-0.20502896673582985,003550
18,S&T중공업,2020,Q2,산업재,-0.32487189387740756,-0.03864329169999481,0.00679189074715536,-0.13038887044359182,0.004156263838766661,0.02489102874382776,-0.11637619158451007,0.03300732817132775,003570
18,한솔테크닉스,2020,Q2,정보기술,0.06737267835909072,-0.006781676077403542,0.022095627687059194,-0.4762966650381971,0.024841560381516414,0.018515376368122283,-0.44505575825443,-0.10782605210019207,004710
18,삼성전자,2020,Q2,정보기술,-0.053462503730239364,0.02165825939255228,-0.010767390194360238,0.5168861015640485,0.007449142135378617,-0.0951724142625957,0.5327995546677933,0.05408192697705689,005930
18,LS,2020,Q2,산업재,-0.019981619898667646,0.01092322890682662,-0.004146648024968558,2.0374863111785024,0.010392409317458107,-0.365639721515821,3.3993875765529307,0.29306525221584595,006260
18,삼성SDI,2020,Q2,정보기술,0.26047152241687693,0.009189291521865872,0.02983584322558297,-2.8857047919828633,0.020719084973179758,0.08078796757625395,-3.179073107634878,0.06431956717818749,006400
18,대덕전자,2020,Q2,정보기술,0.0,0.3857853137052216,-0.6150954758959433,-0.6416490512271116,0.3476251874452121,-0.9887276721932723,-5.7027688305744055,-0.07005600405742587,008060
18,삼성전기,2020,Q2,정보기술,-0.12990878472197492,0.008612920361530163,-0.0340579932550471,-0.6869683991072744,0.011311873949176876,-0.19985465340262354,-0.6802282500272898,0.06296690054866524,009150
18,LS산전,2020,Q2,산업재,0.19135469755845652,-0.014401316648428253,-0.02031870227261534,-0.4356308506184027,0.011669043402884771,-0.31240163949910826,-0.26772641335700964,-0.055181088573991115,010120
18,LG이노텍,2020,Q2,정보기술,-0.15756930251612492,0.026773094795690566,0.01737184541671133,-0.6635750139238279,0.01220788279457019,-0.05625130644197507,-0.6197470425156519,-0.061724108072191766,011070
18,현대상선,2020,Q2,산업재,0.5189624782432478,0.19968961837949828,0.24657390540029311,-1.3919240880709824,0.6613696879326871,0.24589001380525488,-20.592962576412702,1.129374017818932,011200
18,삼성에스디에스,2020,Q2,정보기술,-0.30309961655303336,0.0015183764941999467,-0.025819943148195246,-0.17128210755912499,0.017728430338884715,-0.19751390087680287,-0.057526471666675016,-0.0003826296009590835,018260
18,일진머티리얼즈,2020,Q2,정보기술,-0.007013161826352032,-0.014456078972842068,0.015333068576567133,-0.44690328054298645,0.027362123627505452,-0.11517959652288012,0.10885045778229907,-0.18079383367203034,020150
18,한국단자,2020,Q2,산업재,0.44472922095051354,0.01918083381782143,-0.017723916689779573,-0.8365646320782529,0.011484821058635797,-0.19161518540707667,-0.7216941366448237,-0.08292173028522107,025540
18,신도리코,2020,Q2,정보기술,-0.38990878472197493,0.0010388845802895563,-0.021856711860587796,1.0075202461653654,-0.006570393714700917,-0.26219561125709456,-0.19359453177524844,0.06173524317610022,029530
18,LG디스플레이,2020,Q2,정보기술,0.02031230420065827,-0.043647604837377174,-0.036352309717236686,0.3085213338325179,-0.04425279058369924,-0.03087689504767721,-0.004408452815468089,0.07343187943107474,034220
18,SK,2020,Q2,정보기술,0.02800550806970209,0.008827925237054446,-0.02887672531586305,-0.7537992647806808,0.0030735296431922965,-0.2223322484824859,-0.9581879313934156,-0.16292188844299926,034730
18,한미반도체,2020,Q2,정보기술,0.15102532043720257,0.016386081604192748,-0.013376135970293745,1.0126124933495073,0.07191420788311342,-0.32228509151663964,1.7974175466119253,-0.07122971865155837,042700
18,대우인터내셔널,2020,Q2,산업재,-0.20957517109628587,0.05573060728194945,-0.05729152213472666,-0.20870468023015631,0.030373287955266726,-0.22971211539458458,-0.08535942185810885,-0.06968509230355535,047050
18,한국항공우주,2020,Q2,산업재,-0.20230653622420403,0.05895889136011867,0.1113532897324383,-0.5067718676702924,0.033971644731729755,0.11590860576682482,-0.07036070513991433,-0.08757324543673621,047810
18,한전KPS,2020,Q2,산업재,-0.2758570856223525,-0.04787559598743907,-0.03883463716516711,0.7820062642828924,0.039309565585013084,-0.33332158211291807,0.3809947793340336,-0.08752129738478817,051600
18,LG전자,2020,Q2,정보기술,0.33889363057490535,-0.0020298181412571337,-0.012938810115094124,-0.6179062909374325,0.02391513051515015,-0.047290735020742214,-0.7115543561015638,-0.05616821111179342,066570
18,현대글로비스,2020,Q2,산업재,-0.042376978566364826,-0.006742195069638912,-0.1399191909743882,-0.4540025596128321,0.027486732888637455,-0.4136911242324579,-0.2700669553058581,0.5231407766437507,086280
