,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,법인세차감전 순이익 변화율,자본총계 변화율,유동부채 변화율,영업이익 변화율,Label,Code
32,CJ대한통운,2016,Q4,산업재,-0.23530932741448607,0.04778620575071346,0.03345254611595494,-2.070191118341951,0.0010472170772388711,0.24421901985583228,-0.3405612344138046,0.008160029551212027,000120
32,두산,2016,Q4,산업재,-0.284123174556213,0.01021006899967003,0.02609571098338792,-147.95885537617266,-0.010305492112375303,0.07622500556375056,-1.9799248892216341,0.016954605162627846,000150
32,SK하이닉스,2016,Q4,정보기술,0.1529801462697245,0.0710983063433126,0.09645890463315099,1.678646681523385,0.07395957274557574,0.4378730641142432,1.571067837168822,0.03107106492552158,000660
32,LG상사,2016,Q4,산업재,-0.0869465638279954,0.05591677676572937,0.06523713844762247,22.212393732995587,0.06377665439046809,-0.12678226861470232,-1.1406051057217286,-0.03542959331238795,001120
32,대한항공,2016,Q4,산업재,0.020052186212663123,-0.01601375042105435,-0.005804291549994289,-2.6769342950649113,-0.2636558070937117,0.08783622993825224,-0.6087167976958334,-0.017814113037531713,003490
32,LG,2016,Q4,정보기술,0.051086683713398015,-0.009690564428949222,0.004196995248322066,0.33326462251996913,-0.00038998610231344433,0.02351790938442644,0.21979818623068081,-0.03586645834080273,003550
32,S&T중공업,2016,Q4,산업재,-0.05398689182014529,-0.02336231384204157,0.01558939437029161,1.4393880738444937,-0.012904382014275795,0.24806875549367846,-2.645402344194026,-0.12951038447300792,003570
32,한솔테크닉스,2016,Q4,정보기술,-0.0410300375355413,-0.17187524090543338,-0.1075360732485372,-33.84189197988164,-0.23424465274237227,0.07827761055420956,-0.4958708045977194,-0.12902590442213896,004710
32,삼성전자,2016,Q4,정보기술,0.1965088619034434,0.06718597188691122,0.05940181162037095,1.7351774997371856,0.042758375605147725,0.17044023178453105,1.8333236216351714,0.038136403063849696,005930
32,LS,2016,Q4,산업재,-0.09827802366491606,0.00018454836215653359,0.0016073754011627361,-0.8660869339901063,0.056526075919358876,0.3150031164831404,-0.781680749742041,0.0306294134011929,006260
32,삼성SDI,2016,Q4,정보기술,0.369051702142118,-0.011459343479045647,-0.06086459676019362,-1.6369825204445196,-0.03809371786442828,-0.09728276964052818,-0.6008061263129051,0.05118822344474085,006400
32,대덕전자,2016,Q4,정보기술,0.10707166670010747,-0.014150198385119328,0.04822782791961577,0.6108506062923609,0.0058345047479579915,0.3869113069650014,-0.022465068241595443,-0.05961333565303157,008060
32,삼성전기,2016,Q4,정보기술,0.35125591672668516,0.009751100920568412,-0.050053224124697815,-0.13901705303851553,-0.00860699224640471,-0.13573552061474303,0.9744201563641528,0.060985497586756844,009150
32,LS산전,2016,Q4,산업재,0.027358971239124716,0.007988187004816849,0.006700932492610612,-0.5000380859666975,0.010644039889524226,0.21221201922238864,-0.3624617260006844,0.09361378968942768,010120
32,LG이노텍,2016,Q4,정보기술,0.7022363716956747,0.043893774029364785,0.042618606937343095,-3.272962759082997,0.09593632308681777,0.13681497685086708,12.93055630322828,-0.1041065943186858,011070
32,현대상선,2016,Q4,산업재,-0.1170884070194826,-0.10718637137692666,-0.007254671295906068,-3.1680975033895926,-0.37631228440826037,-0.12125633560033167,-0.15723700368399507,0.04220540702980747,011200
32,삼성에스디에스,2016,Q4,정보기술,-0.18896429817472,0.03477549535572089,0.018705905541932744,0.18703840649257253,0.023503623530058748,0.09285596204118618,-0.052349789804595925,0.04735730161784516,018260
32,일진머티리얼즈,2016,Q4,정보기술,0.1701028630281196,0.08845893484044653,0.04486002335977024,-0.347682119205298,0.053386918468912414,-0.002209222726989868,0.09189189189189184,0.14253772175128712,020150
32,한국단자,2016,Q4,산업재,-0.14280752496315224,0.02225310364610933,0.12681158377287627,0.309253152765516,0.03203586390098301,0.6558113375133134,0.12064591394033441,-0.012630826826088008,025540
32,신도리코,2016,Q4,정보기술,-0.1761236273151812,0.009600250345092487,0.016880310478664118,13.171613987323381,0.012639141979084556,0.21031937282968705,-2.8425189456690436,0.014488387760167247,029530
32,LG디스플레이,2016,Q4,정보기술,-0.010848458177553769,0.027789084178410528,0.06500605258279246,8.011617010622697,0.10512722363164317,0.010712199857205507,2.9253310413365208,-0.09875277484784531,034220
32,SK,2016,Q4,정보기술,-0.052853187063608864,0.0006017532503461709,-0.0034862892951644797,-0.9993105886512286,0.0006192986931043976,0.23434345173775095,-0.5293705195960441,-0.01376161223983275,034730
32,한미반도체,2016,Q4,정보기술,0.10217607495223895,0.1987050796986778,0.04386275775513604,1.1462470620798202,0.045058835509945716,0.5080367089442974,-0.2333416968099149,0.12138398787809404,042700
32,대우인터내셔널,2016,Q4,산업재,-0.18324086135636292,-0.008323902913759618,0.11601499596066822,-4.142814653804418,-0.013245842413365017,0.3035948846458545,-0.14778650781842317,-0.04027023292948792,047050
32,한국항공우주,2016,Q4,산업재,-0.30041710409207,-0.0054195244294525935,0.0021452675666477905,0.46767863513995644,0.09217554944224426,-0.06590505910823341,-0.47289985862644435,0.05962125489303439,047810
32,한전KPS,2016,Q4,산업재,0.01224909933831654,0.05077247284535913,0.020658943532671392,-0.9555868834641708,0.015740647342912917,0.4249051258721477,-0.9978935688223789,-0.16436966646630802,051600
32,LG전자,2016,Q4,정보기술,0.3294163164824904,0.012641636855472926,-0.006281267970916771,7.303905954980545,-0.02436979653621829,0.04513651046541578,3.746503764391006,0.13136100855079683,066570
32,현대글로비스,2016,Q4,산업재,-0.18597478913536974,-0.007800611247870903,0.011387583155474168,-1.091873788274645,-0.00991679771359777,0.012916440229649995,0.05136020785862527,-0.016697783682392824,086280
