,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,법인세차감전 순이익 변화율,자본총계 변화율,유동부채 변화율,영업이익 변화율,Label,Code
6,CJ대한통운,2023,Q2,산업재,-0.03483625001144944,0.005514680835832841,-0.045930323545896545,-0.40796349686978195,0.0032949348494932806,-0.1517075812087494,0.23102451755927245,-0.0018312838947458498,000120
6,두산,2023,Q2,산업재,0.09872153547567038,-0.015273448403388623,-0.033624705825406886,34.53970112795444,-0.02420064369543251,0.1941514736794414,0.14976464075590123,-0.2355025124873475,000150
6,SK하이닉스,2023,Q2,정보기술,0.2757811796600229,-0.003138212958447406,-0.0049615609093216495,0.16110563560652746,-0.0329557895502387,0.1580799919050766,-0.09512765199484652,0.19518738408239644,000660
6,LG상사,2023,Q2,산업재,0.12476092431538251,0.0020431073840312397,-0.00358924270845129,-0.707716395088293,0.014214181004842397,-0.2994296716911089,-1.2518149656218385,-0.14747209053297525,001120
6,대한항공,2023,Q2,산업재,0.05292998064844704,-0.0077360316693352305,0.005990856506567832,0.11894541674060544,0.039418659743064355,-0.0067658127024090575,0.12768012442475696,-0.11089987595250758,003490
6,LG,2023,Q2,정보기술,-0.11107972284197581,-0.0019485368917218082,-0.04427451643026159,-0.8889268479430866,0.0010728530660484292,-0.6971573141880546,-0.9164951083740526,0.03902478990411453,003550
6,S&T중공업,2023,Q2,산업재,-0.028479162846139758,0.009099695841184419,0.10127936532678361,-0.2050772705580136,0.016789354397600986,0.5342132701563178,0.05380878055271854,0.4007626565506782,003570
6,한솔테크닉스,2023,Q2,정보기술,-0.057082373844836325,-0.003357665464341797,-0.052375828899203225,0.2972184363398811,0.051429380109657474,-0.24616188846153975,-0.19112476470851847,0.006413112700537828,004710
6,삼성전자,2023,Q2,정보기술,0.0035359450230512124,0.029507186322947243,0.04233515402607546,1.1508661705654433,0.034224483101041425,-0.17315057568193903,-0.05389380420035916,0.08806308701045537,005930
6,LS,2023,Q2,산업재,0.2085931753900197,0.02609542894488981,0.0002215963968574819,-0.13011401743796114,0.021835155974399,0.16250540681685677,0.0,-0.3065947912067449,006260
6,삼성SDI,2023,Q2,정보기술,-0.0990541303759573,0.006436340516029704,-0.007759620437457149,-0.7303880213143179,0.005424550792170191,-0.019804877772144125,0.3081569706020415,-0.28770043814046464,006400
6,대덕전자,2023,Q2,정보기술,-0.020139870633995475,-0.04754851885589639,-0.02543213861381466,-0.957201307121913,0.0008005340350198953,-0.9021323546158381,-0.9849408246968514,-0.014959936012567641,008060
6,삼성전기,2023,Q2,정보기술,0.06783699676991814,0.052187410178153426,0.020679166520990444,3.7426987903897357,0.021801602890640037,-0.027510653255801154,-34.02660116354384,-0.06054771648406905,009150
6,LS산전,2023,Q2,산업재,0.5275378484954165,0.009858535411608305,0.04729039033847271,0.677500439392632,0.04924469027658085,-0.027028402492434878,0.34096250743591994,-0.3045992747501028,010120
6,LG이노텍,2023,Q2,정보기술,-0.13046491604285593,0.06647029163703633,0.011001418589961842,-1.3515522999574348,-0.0011629469479775834,-0.1187212364201492,-1.07410389961003,-0.06411316144140572,011070
6,현대상선,2023,Q2,산업재,-0.17092408708233928,0.012631004155657655,-0.008876720998752585,0.11791459558653639,0.026927039864198088,-0.2714377737646143,-0.4894026137321259,-0.007463480129581125,011200
6,삼성에스디에스,2023,Q2,정보기술,0.115007173898046,0.017833675515664504,-0.02196574308664878,-0.3117161480159809,0.012296775510095115,-0.20269525051824122,0.1152983938998764,0.12041705171341337,018260
6,일진머티리얼즈,2023,Q2,정보기술,-0.13558241959374598,0.0029283305936855797,0.10798960517266143,-1.5498471636194069,0.0068574442082318665,0.6977916132515349,-0.945096864833757,-0.23038020457949288,020150
6,한국단자,2023,Q2,산업재,-0.19408448991482824,0.014215643012155388,0.019203479766534137,0.13652120802188583,0.023244940974807005,0.008695750908819244,0.7327694471122368,0.26112799861195235,025540
6,신도리코,2023,Q2,정보기술,-0.08558121273685226,0.007150968270226876,0.006348549438470963,-0.30035228515870904,0.014875406304660332,-0.07361299406424471,-0.32350364750500316,0.02563904620318104,029530
6,LG디스플레이,2023,Q2,정보기술,-0.09839049844690133,0.010984147108743514,0.04603696282217773,-1.105845067333421,0.07685417907384418,-0.02986662249978078,-0.04711789373216768,-0.014785660795847602,034220
6,SK,2023,Q2,정보기술,-0.1270397541953937,-0.003796764500169303,-0.008822632358341354,-1.2367083866317077,-0.01190963330466932,-0.0846898084466372,-0.9019787584047471,0.07693036277428286,034730
