code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
17670,SK텔레콤,커뮤니케이션서비스,2017,Q1,2017-05-15,"3,642,803,000,000","21,080,350,000,000","24,723,153,000,000","4,578,804,000,000","6,105,829,000,000","10,684,633,000,000","13,648,573,000,000","14,038,520,000,000",3087956000000.0,439396000000.0,489633000000.0,388206000000.0,388206000000.0,,,,,,,,,,,,,
30000,제일기획,커뮤니케이션서비스,2017,Q1,2017-05-15,"621,490,451,573","368,780,582,655","990,271,034,228","386,582,223,862","18,028,489,429","404,610,713,291","717,063,126,934","585,660,320,937",202876661281.0,9539859085.0,8365684060.0,6989233215.0,6989233215.0,,,,,,,,,,,,,
30200,KT,커뮤니케이션서비스,2017,Q1,2017-05-15,"4,502,150,000,000","19,175,092,000,000","23,677,242,000,000","5,636,506,000,000","6,855,537,000,000","12,492,043,000,000",,"11,185,199,000,000",4161418000000.0,318923000000.0,358270000000.0,284585000000.0,284585000000.0,,,,,,,,,,,,,
32640,LG유플러스,커뮤니케이션서비스,2017,Q1,2017-05-15,"2,955,522,000,000","9,066,663,000,000","12,022,185,000,000","3,740,922,000,000","3,438,186,000,000","7,179,108,000,000","1,438,299,000,000","4,843,077,000,000",2878225000000.0,208502000000.0,176982000000.0,138719000000.0,138719000000.0,,,,,,,,,,,,,
34120,SBS,커뮤니케이션서비스,2017,Q1,2017-05-15,"357,767,876,803","466,367,637,992","824,135,514,795","215,273,389,328","72,075,219,157","287,348,608,485","403,162,863,412","536,786,906,310",157468472675.0,-6571257462.0,-6413000367.0,-5481519289.0,-5481519289.0,"91,262,910,000",,,,,,,,,,,,
35420,NAVER,커뮤니케이션서비스,2017,Q1,2017-09-08,"2,242,572,479,758","1,805,940,773,478","4,048,513,253,236","887,506,009,686","272,140,387,726","1,159,646,397,412","4,105,822,038,527","2,888,866,855,824",678909041526.0,271339474575.0,282853558794.0,213009298027.0,213009298027.0,,,,,,,,,,,,,
36570,엔씨소프트,커뮤니케이션서비스,2017,Q1,2017-05-12,"983,221,104,355","1,305,975,618,767","2,289,196,723,122","248,805,126,580","178,128,160,515","426,933,287,095","1,492,779,436,686","1,862,263,436,027",193604437699.0,40323378802.0,26372579976.0,20646600537.0,20646600537.0,,,,,,,,,,,,,
