,p1,p2,p3,p4,Average
CAGR,0.8073871422446566,-0.2650504515793929,-0.24529708680822793,0.7425530025264782,0.2598981515958785
Sharpe Ratio,2.399234085735034,-1.1538435565138376,-1.132976663459312,1.3622922147192271,0.3686765201202779
MDD_model,0.0998353830294198,0.10488751948515583,0.08449912835243464,0.24596807972116894,0.1337975276470448
