,p1,p2,p3,p4,Average
CAGR,0.5724585150817467,-0.17359145711317236,-0.08202997326297057,0.17196848070997905,0.12220139135389571
Sharpe Ratio,1.9418067171284101,-0.6202178928539147,-0.1814642332457353,0.7571441409439705,0.4743171829931827
MDD_model,0.09678227810961931,0.1096493912027632,0.1514795905111406,0.08681924148987755,0.11118262532835016
