,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,국제유가 변화율,유동자산 변화율,이익잉여금 변화율,자본총계 변화율,비유동부채 변화율,Label,Code
28,유한양행,2017,Q4,헬스케어,0.15012014823915726,0.7190376834956063,0.18077144502014986,0.007771798884891767,0.013979990716814994,0.03428962798833757,0.3398856170113609,0.04101083704832133,000100
28,일동제약,2017,Q4,헬스케어,0.006155543183324279,-2.7279062972156916,0.18077144502014986,-0.08576297111437803,-0.017448165318753928,-0.0064373906126368174,-0.04635871514411172,-0.0034007412722550645,000230
28,동아쏘시오홀딩스,2017,Q4,헬스케어,0.0943149267201811,-1.0395460854201977,0.18077144502014986,-0.07008491686759954,-0.0030348315058779107,-0.0008382263435994242,-0.02365177323328671,-0.12669692296768342,000640
28,부광약품,2017,Q4,헬스케어,0.21154135619159697,0.23863066014492307,0.18077144502014986,0.013115605231595051,0.01740527735435471,0.0055195204253604135,-0.39297109185673196,0.09088692464583024,003000
28,영진약품,2017,Q4,헬스케어,-0.07525126211915237,-2.824696751525667,0.18077144502014986,-0.022824672690818892,0.00410614337164783,0.00060291030813997,-0.08078022384639916,0.025803151741293075,003520
28,녹십자,2017,Q4,헬스케어,-0.005783587816245543,-1.077937546813549,0.18077144502014986,-0.012337517837666345,7.991012658825625e-05,0.0003177074809239677,-0.044554977889668224,0.08538803569428728,006280
28,일양약품,2017,Q4,헬스케어,0.12430095612278758,18.982122631061884,0.18077144502014986,-0.011235546178435696,-3.058591719875147,-0.048498869741744444,-0.1923171337069004,-0.026526373991276164,007570
28,서흥,2017,Q4,헬스케어,-0.00025751110231818364,-1.1608819068450904,0.18077144502014986,-0.041754385614258926,-0.0071611399133136855,-0.028759925773343742,-0.11660173479994163,0.06068375819570552,008490
28,광동제약,2017,Q4,헬스케어,0.0690218013204262,-0.6798343913264235,0.18077144502014986,-0.0017051443994012816,0.009804765678488536,0.008238765714477791,-0.05655968267550893,-0.0014642845314028958,009290
28,현대중공업,2017,Q4,중공업,-0.01841720279183428,-79.05738024641474,0.18077144502014986,0.05494720549471421,-0.029126121654050263,-0.04854774397284356,0.16944754707234488,-0.039651490183877015,009540
28,삼성중공업,2017,Q4,중공업,-0.19236031889095792,-19.21695299615588,0.18077144502014986,0.025721042712047115,-0.12130068231436508,-0.06924671662234116,0.26344271082023574,-0.024362785350564787,010140
28,현대미포조선,2017,Q4,중공업,0.08969641466375573,-0.4071612996251557,0.18077144502014986,0.35700376544712364,0.06545086132247757,-0.05672640515597105,-0.21606539096277233,-0.004316584655314457,010620
28,한화테크윈,2017,Q4,중공업,-0.1466206625717485,-2.2656071760822685,0.18077144502014986,-0.05004488801693807,0.0047984019931976984,-0.050650449523493624,-0.04908055467516481,-0.03228483745982873,012450
28,현대엘리베이,2017,Q4,중공업,0.48308545217253007,-1.36545763591181,0.18077144502014986,-0.16054107897243908,-0.1432829954608663,-0.04995042637438141,0.3599388226764486,0.44992560097887235,017800
28,두산중공업,2017,Q4,중공업,-0.02916919858377489,-28.02044525622541,0.18077144502014986,-0.1433520707276279,-0.06948751653551055,0.009652226378505713,-0.13959035544902532,0.28054758102498945,034020
28,대우조선해양,2017,Q4,중공업,0.5218048294602841,-2.9496612087134766,0.18077144502014986,-0.0402975390946696,-11.470368969284785,-0.2331234725384176,0.010167313837156744,-0.050739980405324146,042660
28,두산인프라코어,2017,Q4,중공업,0.11213411646875471,1.5243662565898677,0.18077144502014986,-0.2771672318116457,-0.47328526211447675,-0.29500743669288854,-0.10594996951621882,0.13536130743664754,042670
28,현대로템,2017,Q4,중공업,-0.13730040271222183,-6.873881377475673,0.18077144502014986,0.06142724311646108,-0.11424984223354029,-0.045494822881380736,-0.03861072305421753,1.5299712638731477,064350
28,대웅제약,2017,Q4,헬스케어,0.5542092943841713,-0.86985155141167,0.18077144502014986,-0.02177216589113995,0.016421705422918986,0.012133694629219649,0.43112931876962945,-0.031720595904997845,069620
28,두산엔진,2017,Q4,중공업,0.42904084447046403,23.397333178166445,0.18077144502014986,-0.17785345573694622,-0.7752111997540799,-0.0056205561586633035,0.008434414178029037,0.1799848868986158,082740
28,한진중공업,2017,Q4,중공업,-0.0989151147605041,9.493932687170878,0.18077144502014986,-0.11392605903043274,0.1698251748827393,-0.21741546111801757,-0.8483130263920261,0.13715988105591903,097230
28,한미약품,2017,Q4,헬스케어,0.037264029376655905,-1.2769352027717988,0.18077144502014986,-0.03683557946379423,0.018479837962752876,0.0010575884149450765,-0.1569405153164759,-0.09594763606609717,128940
28,동아에스티,2017,Q4,헬스케어,0.19417529505899425,-1.9143513477962233,0.18077144502014986,-0.0448767146056267,-0.07277893487337461,-0.012516747944647189,0.12932752917175327,-0.11209688354631328,170900
28,종근당,2017,Q4,헬스케어,0.11509932211569548,-0.13065497623531963,0.18077144502014986,0.004030964125859127,0.1679345319895158,0.038040646877719686,-0.4052066191355973,-0.12446704544380001,185750
