,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,국제유가 변화율,유동자산 변화율,이익잉여금 변화율,자본총계 변화율,비유동부채 변화율,Label,Code
8,유한양행,2022,Q4,헬스케어,-0.04341924912778849,-1.4332257287566448,-0.12070563315019511,-0.027049842267886648,0.028114435203607124,0.024780912427657897,-0.4249393611060722,0.08422430114085966,000100
8,일동제약,2022,Q4,헬스케어,-0.4629102238676061,50.48496689279329,-0.12070563315019511,2.46548869451022,0.17458928553337483,0.04955042799221565,-0.038676930883546956,-0.07049849609311148,000230
8,동아쏘시오홀딩스,2022,Q4,헬스케어,-0.08799314204559384,-2.687761933057202,-0.12070563315019511,-0.26732477879442185,-0.04519803264226607,-0.028456488524916446,-0.21485924720551608,-0.08179994737427296,000640
8,부광약품,2022,Q4,헬스케어,-0.01689194641921392,-0.8108264750916867,-0.12070563315019511,-0.011773676351884643,0.008893178242985522,0.00808810442185659,0.07833832393895568,-0.016555608896838294,003000
8,영진약품,2022,Q4,헬스케어,0.0621983953460601,6.372878243506643,-0.12070563315019511,0.00924217936018712,4.704712484286079,-0.10030951267043586,0.253513198401748,-0.0429975109636127,003520
8,녹십자,2022,Q4,헬스케어,-0.05390522417246933,-1.4034510345034479,-0.12070563315019511,-0.12604755272820123,-0.020370775757484916,-0.013775888711579642,0.005884438889311117,0.02518955971872306,006280
8,일양약품,2022,Q4,헬스케어,-0.032175523882569446,-0.928933111057107,-0.12070563315019511,-0.019622981457428357,-0.0013280378944423576,-0.0020866218013601,-0.1425153845466779,-0.03270437844605266,007570
8,서흥,2022,Q4,헬스케어,-0.1258111825675394,-1.188460383610321,-0.12070563315019511,-0.04100968081115075,-0.013203907256153946,-0.012597988617758737,-0.032541368325591846,-0.07148922121958703,008490
8,광동제약,2022,Q4,헬스케어,-0.0623101367041075,0.4023823640008979,-0.12070563315019511,-0.004295251671385114,0.02004902677043252,0.016776274594552554,0.0021885484332933025,0.04456560647099108,009290
8,현대중공업,2022,Q4,중공업,-0.03636472058907966,20.618854462441764,-0.12070563315019511,0.014992180472158445,0.014546631314012792,0.0218773991396799,-0.49605553423757076,0.13813599448168395,009540
8,삼성중공업,2022,Q4,중공업,-0.04737300184618838,-0.17122232136605786,-0.12070563315019511,-0.1198162714328389,0.10558201585088822,-0.185753493062786,-0.4211012202613482,0.04196396712869172,010140
8,현대미포조선,2022,Q4,중공업,-0.27948332984046154,-2.5133265807178633,-0.12070563315019511,-0.1043331958471021,-0.0918597466742973,-0.06888283064736633,-0.66080052891604,0.040972294643167435,010620
8,한화테크윈,2022,Q4,중공업,0.3113547396980872,1.0038948441819788,-0.12070563315019511,1.0911517629129088,0.043060641071014816,0.1512685522842787,0.028850740234310335,0.08066978507345099,012450
8,현대엘리베이,2022,Q4,중공업,-0.024815802144115995,1.6575642889420852,-0.12070563315019511,-0.0003637885190959089,0.07420354074698032,-0.002375955805313912,0.020905563994704224,0.5753496570938968,017800
8,두산중공업,2022,Q4,중공업,0.062203017359733444,9.865910817980776,-0.12070563315019511,-0.1486154594434137,5.22768962097431,-0.12846791981435002,0.17998599225305734,-0.1538476240086925,034020
8,대우조선해양,2022,Q4,중공업,0.17984957799043527,-0.3421652082606158,-0.12070563315019511,0.027587555618454163,0.1871692353985186,-0.1964268480850061,-0.47865874259944186,0.09363447692183444,042660
8,두산인프라코어,2022,Q4,중공업,0.0655944428706901,-0.8406673915417673,-0.12070563315019511,-0.04408492172015133,0.05403656125967515,0.10806698218441668,0.1066433609199402,0.24954563002999428,042670
8,현대로템,2022,Q4,중공업,0.015380278662781301,-0.3259158320205493,-0.12070563315019511,0.2411045450263396,-62.472771710748965,0.11059902566296942,-0.13489917444192967,0.2726016443656294,064350
8,대웅제약,2022,Q4,헬스케어,-0.27721589401366126,-2.2505751423841183,-0.12070563315019511,-0.06902569172403539,-0.020212556295869377,-0.02394425446884252,0.0032290977400026843,0.01965366423819441,069620
8,두산엔진,2022,Q4,중공업,0.07591808845926926,-2.6746056028532283,-0.12070563315019511,-0.12887437306958616,0.02905017728094661,-0.013961085577974042,-0.055464970919272716,0.05311597503576032,082740
8,한진중공업,2022,Q4,중공업,-0.013252759654927178,-0.6546333838112453,-0.12070563315019511,0.5554562262098968,0.003743302913495894,-0.00579246257098609,-0.24052022666848494,-0.051167895000215305,097230
8,한미약품,2022,Q4,헬스케어,0.05742923487358205,-0.5864275135123974,-0.12070563315019511,-0.09555049495751833,0.07050982409424478,0.022628206396875017,-0.15682947919737156,0.1040982669244066,128940
8,동아에스티,2022,Q4,헬스케어,-0.03320790542035765,-1.9189811088989845,-0.12070563315019511,-0.1965563269871694,0.008692640468141999,-0.007345043687304598,-0.04383105041534818,-0.05285487742783433,170900
8,종근당,2022,Q4,헬스케어,-0.010816597752292663,-0.6398873564604002,-0.12070563315019511,0.004368883492241515,0.032868112867441734,0.015974260494426407,-0.016061154580857884,0.050323351298373425,185750
