Variable,VIF
const,1.2274828108889542
F_유동자산 변화율,1.4949501393756695
F_비유동자산 변화율,1.916275212882503
F_자산총계 변화율,3.991322924226441
F_유동부채 변화율,2.626028352200011
F_비유동부채 변화율,1.025523165325734
F_부채총계 변화율,4.420726311227092
F_이익잉여금 변화율,1.0239560679047461
F_자본총계 변화율,1.2068115672172015
F_매출액 변화율,1.060262689172021
F_영업이익 변화율,1.047683970862344
F_법인세차감전 순이익 변화율,6.917400139717028
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
M_소비자물가지수 변화율,1.4375088987098648
M_환율 변화율,39.70188780689365
M_GDP 변화율,114.1702770327537
M_금리 변화율,3.325784522741611
M_수출액 변화율,19.768665816107696
M_실업률 변화율,7.4659383732504105
M_국제유가 변화율,5.09134106697227
M_주택가격 변화율,87.84687269187218
Relative Return,1.0384247803225228
