,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,국제유가 변화율,유동자산 변화율,이익잉여금 변화율,자본총계 변화율,비유동부채 변화율,Label,Code
17,유한양행,2020,Q3,헬스케어,-0.056977511654584076,-0.39023782288026054,0.464159945473134,-0.060544881641889536,0.01197353040624094,0.027596931753624876,0.27126779266716694,-0.23386316947637756,000100
17,일동제약,2020,Q3,헬스케어,-0.07199364085817223,0.775870939059625,0.464159945473134,0.08642823152145351,0.013065887467869297,0.003033903352211764,-0.00033086373848267847,0.3699180242814153,000230
17,동아쏘시오홀딩스,2020,Q3,헬스케어,0.14036300650534914,-1.8464740176339265,0.464159945473134,0.5577426785529409,0.018600461224819398,0.01123776131058496,0.0022935980690121927,-0.3998505686067466,000640
17,부광약품,2020,Q3,헬스케어,-0.3780558573387964,-1.9074063077009447,0.464159945473134,-0.20223893309234953,-0.011228377208725049,-0.011652479810815186,-0.2034135803091176,-0.18219449129072096,003000
17,영진약품,2020,Q3,헬스케어,0.1597521371336741,-1.4388936052187993,0.464159945473134,-0.03164232653335619,-0.017345914922574535,-0.0023972213167412493,0.016133346743887556,-0.3949343437705028,003520
17,녹십자,2020,Q3,헬스케어,0.28649081150276556,3.1607163567654144,0.464159945473134,0.16215900009738937,0.08313927461980875,0.055912314746764835,0.010637960149118442,-0.3312796150323131,006280
17,일양약품,2020,Q3,헬스케어,-0.20526474287899468,1.6889328108776325,0.464159945473134,0.11891666653048816,0.3202193163571443,0.006970355037081877,0.016093988916435542,-0.7222240162038875,007570
17,서흥,2020,Q3,헬스케어,-0.1346280795164987,-0.3308098563782479,0.464159945473134,0.10063409014222335,0.034151577698676716,0.030658010907937294,-0.017920381086649284,-0.23824293152825574,008490
17,광동제약,2020,Q3,헬스케어,0.0018716884839686324,-0.05857426916822572,0.464159945473134,0.02428826374985915,0.023299056438692345,0.03285021534126442,0.01234400672534286,-0.3261186561604223,009290
17,현대중공업,2020,Q3,중공업,-0.02128753115102193,0.4727826309919434,0.464159945473134,0.029171792642217254,0.43741314067795023,-0.0015768637743164282,0.3582759338862376,0.06919230916493299,009540
17,삼성중공업,2020,Q3,중공업,0.028380242935356813,-0.9998497269199145,0.464159945473134,-0.02975322387661372,-5.764979932609826e-05,-0.012613220320307539,-0.03526918190651174,-0.16253200938734758,010140
17,현대미포조선,2020,Q3,중공업,0.07451849768252986,0.5346086226730431,0.464159945473134,-0.011609622414357923,0.0013805977479119935,0.0010851631943027407,0.16171132272214006,0.3054352155519937,010620
17,한화테크윈,2020,Q3,중공업,-0.027574805391050713,0.013771419998729773,0.464159945473134,-0.02907859321519335,-0.004630724380451201,-0.0026940194205213874,-0.02166524302239259,0.28320079864359915,012450
17,현대엘리베이,2020,Q3,중공업,-0.16732270547993275,-3.66317395816109,0.464159945473134,0.006500851292069232,0.18007269104419943,0.11854537193746273,-0.05866873197028233,-0.13973479856089485,017800
17,두산중공업,2020,Q3,중공업,0.9388588345627138,-0.39518585760680003,0.464159945473134,0.0029887578130676218,0.37303079469941225,-0.122211735301475,-0.07251614021883512,-0.5525277418455321,034020
17,대우조선해양,2020,Q3,중공업,-0.06754226700456907,-1.5611875111691305,0.464159945473134,-0.09950054222557014,-0.03950276262892949,-0.007444326988312433,-0.036802447942741456,-0.182585628916713,042660
17,두산인프라코어,2020,Q3,중공업,0.06387813093678918,1.3673572542279917,0.464159945473134,-0.05143848653541816,-0.1583471532348043,-0.00530640059376053,0.5961382348190565,-0.316457462196225,042670
17,현대로템,2020,Q3,중공업,-0.04186255361283684,-0.7030282213602037,0.464159945473134,-0.05641661253864427,-0.1215549991226953,0.21877742645343368,-0.43340707923118504,0.08083517114286573,064350
17,대웅제약,2020,Q3,헬스케어,-0.209257455963052,-1.3015996773421652,0.464159945473134,0.005495049058806822,0.007895172306926268,0.006545247598717774,-0.26229791777250433,0.15086989844319507,069620
17,두산엔진,2020,Q3,중공업,0.012254957262128746,-5.281214355174582,0.464159945473134,-0.06434254041658449,0.08096107496459481,-0.012795819510249329,-0.0264883589792807,0.19865885928451993,082740
17,한진중공업,2020,Q3,중공업,0.13905362023490558,-3.184353495110467,0.464159945473134,-0.10525724203911568,-0.03326777651588597,0.13076543655642214,0.013699834033592095,-0.39102079511859045,097230
17,한미약품,2020,Q3,헬스케어,-0.12822564058653205,-3.07872101145333,0.464159945473134,-0.06554016039630484,-0.1849622453256875,-0.05186402813252278,0.09052419347593621,-0.03156698280722092,128940
17,동아에스티,2020,Q3,헬스케어,-0.1371977300477319,-1.297680432862949,0.464159945473134,0.11466167737512012,0.021144022025522125,-0.0039931632404447415,-0.0013983498210480283,-0.29242598531751146,170900
17,종근당,2020,Q3,헬스케어,-0.10026319236960443,0.34926208507599177,0.464159945473134,0.13155121352785604,0.1590660720364223,0.07006345697907412,-0.004843028862340226,0.050608856185354684,185750
