,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,국제유가 변화율,유동자산 변화율,이익잉여금 변화율,자본총계 변화율,비유동부채 변화율,Label,Code
7,유한양행,2023,Q1,헬스케어,0.08422430114085966,-6.5177214124346055,-0.08337411073888668,0.01836804631433142,0.0035888299430921755,-0.001898113080021635,0.06814660590133736,0.29034291902187653,000100
7,일동제약,2023,Q1,헬스케어,-0.07049849609311148,-1.046253383432067,-0.08337411073888668,-0.00023932876377663614,-0.030343114892525835,-0.013484260799721426,-0.0018431476619849008,-0.04564954330338757,000230
7,동아쏘시오홀딩스,2023,Q1,헬스케어,-0.08179994737427296,-2.8533858947412565,-0.08337411073888668,2.6158456724962984,0.0748231376705788,0.04875973319444116,0.3512241749555973,0.04921519946166719,000640
7,부광약품,2023,Q1,헬스케어,-0.016555608896838294,-4.842084872075212,-0.08337411073888668,-0.057308905763393425,-0.00879582004061219,-0.008109954564070043,0.0073001257377083295,-0.16834066751682053,003000
7,영진약품,2023,Q1,헬스케어,-0.0429975109636127,-0.9718306425729647,-0.08337411073888668,0.0328957886875878,0.005611791421717305,-0.0007586669862089668,0.2237754338072544,-0.12751493529536184,003520
7,녹십자,2023,Q1,헬스케어,0.02518955971872306,-0.37913322103925895,-0.08337411073888668,0.05168043354619711,-0.03768783753666438,-0.02719993464653947,0.03372137125015584,-0.0883642258291437,006280
7,일양약품,2023,Q1,헬스케어,-0.03270437844605266,8.189328037181047,-0.08337411073888668,-0.018581905183237768,0.010018519139145976,0.002955706313037876,-0.006774157422110294,-0.04376133949357327,007570
7,서흥,2023,Q1,헬스케어,-0.07148922121958703,-2.9180971983712243,-0.08337411073888668,0.0028095872307885017,-0.006201680300868984,-0.005753098878302665,0.005605085177681213,-0.08711301426865378,008490
7,광동제약,2023,Q1,헬스케어,0.04456560647099108,0.2565552350675542,-0.08337411073888668,0.08563344506803383,0.022290326806001737,0.018781255637458694,0.026992240701502856,0.05405369388834563,009290
7,현대중공업,2023,Q1,중공업,0.13813599448168395,-0.8284515645261324,-0.08337411073888668,-0.18439085555699442,0.0021118736831537976,0.012372028274898472,0.05993985503723698,0.33762832626216044,009540
7,삼성중공업,2023,Q1,중공업,0.04196396712869172,-1.381791206763201,-0.08337411073888668,0.04366018951871253,-0.03350955127390842,0.05470854981141415,-0.26462141825645435,0.6250824887860814,010140
7,현대미포조선,2023,Q1,중공업,0.040972294643167435,-0.9805133608962288,-0.08337411073888668,-0.03612429658401295,-0.0023246181589797743,-0.0017108429721991447,0.03091855752012651,0.30588950679142124,010620
7,한화테크윈,2023,Q1,중공업,0.08066978507345099,4.085480192717146,-0.08337411073888668,0.181256686593811,0.17737746668068333,0.11777101635563336,-0.09438500125565319,0.022853351384607694,012450
7,현대엘리베이,2023,Q1,중공업,0.5753496570938968,21.578262831672962,-0.08337411073888668,0.2027234402625997,0.49650372841262747,0.15703048140924425,-0.014761288706341857,0.04326490767553322,017800
7,두산중공업,2023,Q1,중공업,-0.1538476240086925,-1.0293605818190457,-0.08337411073888668,0.02432631988820999,-1.1514022954864718,0.011532283808526778,-0.12279303390772622,0.06083898291324592,034020
7,대우조선해양,2023,Q1,중공업,0.09363447692183444,-0.73243603202815,-0.08337411073888668,0.0011761291878256142,0.0439419917001842,-0.1906236699612459,0.042205750682013043,0.8065046292814526,042660
7,두산인프라코어,2023,Q1,중공업,0.24954563002999428,21.64078966738461,-0.08337411073888668,0.22509467598072286,0.2748562395719796,0.1825732691900308,0.2166368035083015,0.06160493444929492,042670
7,현대로템,2023,Q1,중공업,0.2726016443656294,-0.21745785132733975,-0.08337411073888668,-0.05277689929466822,0.14161631003588382,0.013457080656863685,-0.03478940538097841,-0.13005328912382225,064350
7,대웅제약,2023,Q1,헬스케어,0.01965366423819441,-1.750010166994259,-0.08337411073888668,0.15793444141545288,0.025474003921889032,0.08970480219848675,-0.011256712768291655,-0.06986015896270115,069620
7,두산엔진,2023,Q1,중공업,0.05311597503576032,-2.0347931233231074,-0.08337411073888668,0.04496079244830975,-0.03784136368808755,0.025111290852468438,-0.009523568218843703,0.3890620103454509,082740
7,한진중공업,2023,Q1,중공업,-0.051167895000215305,2.3973125884016975,-0.08337411073888668,0.06776475589445696,0.017395304654248323,-0.06398446343819131,-0.048749480670456036,0.04927596136254106,097230
7,한미약품,2023,Q1,헬스케어,0.1040982669244066,2.2791613867018037,-0.08337411073888668,0.11325299316721904,0.09531272730338247,0.027377627400015703,-0.03325269602634651,0.05126414257970115,128940
7,동아에스티,2023,Q1,헬스케어,-0.05285487742783433,-1.5752040437093355,-0.08337411073888668,-0.007854839922294854,0.015252583180302315,0.001782645059098753,-0.010397706595309253,0.22828194819849823,170900
7,종근당,2023,Q1,헬스케어,0.050323351298373425,1.231104497447058,-0.08337411073888668,0.04254250674600857,0.061588425778558165,0.03030854346089229,0.04103334493692756,-0.04224943360334718,185750
