,Code
1,000100
1,000230
1,000640
1,003000
1,003520
1,006280
1,007570
1,008490
1,009290
1,009540
1,010140
1,010620
1,012450
1,017800
1,034020
1,042660
1,042670
1,064350
1,069620
1,082740
1,097230
1,128940
1,170900
1,185750
