,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,국제유가 변화율,유동자산 변화율,이익잉여금 변화율,자본총계 변화율,비유동부채 변화율,Label,Code
27,유한양행,2018,Q1,헬스케어,0.04101083704832133,0.5091124110012684,0.08575762500677153,0.07877177436035976,0.020100821409697378,0.011897972456992534,0.15290000772492962,0.06181745260227466,000100
27,일동제약,2018,Q1,헬스케어,-0.0034007412722550645,-3.168248830000466,0.08575762500677153,0.09090879070156554,0.010536696927416767,0.003676096059373579,0.011749495694306722,0.0011942483959284655,000230
27,동아쏘시오홀딩스,2018,Q1,헬스케어,-0.12669692296768342,-38.1620091843105,0.08575762500677153,0.004208380789414878,0.02373212310077366,0.01569134525118865,-0.008811955378516645,-0.060745958449324094,000640
27,부광약품,2018,Q1,헬스케어,0.09088692464583024,0.12278194312648427,0.08575762500677153,-0.04234160966053846,-0.018838895094074326,-0.02176148649369891,0.32812450026785345,-0.08952205849758871,003000
27,영진약품,2018,Q1,헬스케어,0.025803151741293075,-1.3202261946690557,0.08575762500677153,-0.022656115624677176,0.019365657972167938,0.0028534398337456413,-0.030145774675137682,-0.05026423737245739,003520
27,녹십자,2018,Q1,헬스케어,0.08538803569428728,-7.988379887741887,0.08575762500677153,-0.033737607308490625,0.01768637450287991,-0.0007443057810411213,0.014567592184416611,-0.1078080970215802,006280
27,일양약품,2018,Q1,헬스케어,-0.026526373991276164,10.111000543729464,0.08575762500677153,0.03299829552176137,-1.4423815577428798,0.0293533053782693,0.837181073096372,-0.1165315600531816,007570
27,서흥,2018,Q1,헬스케어,0.06068375819570552,-11.773956769018714,0.08575762500677153,0.04973325336654533,0.02106395705020736,-0.028974365472801966,-0.05054850275479006,-0.06473727727885197,008490
27,광동제약,2018,Q1,헬스케어,-0.0014642845314028958,1.1802505499215914,0.08575762500677153,0.016148428087593203,0.011010640968224905,0.009346877568902068,-0.04434082503139691,-0.09274581500862553,009290
27,현대중공업,2018,Q1,중공업,-0.039651490183877015,-0.9265240703985436,0.08575762500677153,0.02496960283015448,0.02292411656563531,0.11721426126303869,-0.03472819939430971,-0.06897636726711195,009540
27,삼성중공업,2018,Q1,중공업,-0.024362785350564787,-0.7983084141606605,0.08575762500677153,0.03166322389566445,-0.0355975428553853,-0.019080165525031112,0.0875003114142685,-0.10914166669867553,010140
27,현대미포조선,2018,Q1,중공업,-0.004316584655314457,-0.10481869633709129,0.08575762500677153,-0.12422433289541157,0.12377806801350433,0.03743656707580634,-0.09372583508833732,0.012971564211736245,010620
27,한화테크윈,2018,Q1,중공업,-0.03228483745982873,-0.8629649630166258,0.08575762500677153,0.0036824320834403235,-0.007945894602256254,-0.004567038520823297,0.06652998668429788,-0.13077544158432783,012450
27,현대엘리베이,2018,Q1,중공업,0.44992560097887235,-0.6921547354888509,0.08575762500677153,-0.05242123292632006,-0.08424800838238389,0.07524256789037809,0.01826861942343272,-0.07311258266872628,017800
27,두산중공업,2018,Q1,중공업,0.28054758102498945,-1.1101421669949045,0.08575762500677153,0.12065072586060999,0.08226681826365523,0.032357656300485704,-0.10154003614522134,-0.21265475363294267,034020
27,대우조선해양,2018,Q1,중공업,-0.050739980405324146,-1.5663669247436196,0.08575762500677153,-0.043872656531876886,-0.8291012612793602,0.11976830257642268,0.12411541604451237,0.028504566847158054,042660
27,두산인프라코어,2018,Q1,중공업,0.13536130743664754,0.11076296417774589,0.08575762500677153,0.1566227768729036,1.6519207781409349,0.043025797169464974,0.29828819812819907,-0.05946382075277562,042670
27,현대로템,2018,Q1,중공업,1.5299712638731477,-0.9685226087547695,0.08575762500677153,-0.03556633622343264,-0.020357401879481762,-0.007522490879200983,-0.08064355034783599,-0.21379893321860194,064350
27,대웅제약,2018,Q1,헬스케어,-0.031720595904997845,2.86233825927862,0.08575762500677153,0.03146835127592729,0.011261712214872377,-0.0018910779196542604,-5.588525795507948e-05,0.03403901863627715,069620
27,두산엔진,2018,Q1,중공업,0.1799848868986158,-1.1756757990102047,0.08575762500677153,1.2875296145512047,53.70093902754336,-0.05905555590193756,-0.04014956663214464,-0.2146729236316297,082740
27,한진중공업,2018,Q1,중공업,0.13715988105591903,-1.022392401565068,0.08575762500677153,-0.05204847799713641,0.015365345642873285,-0.05177579382687558,-0.03450646073506147,-0.13822197433200922,097230
27,한미약품,2018,Q1,헬스케어,-0.09594763606609717,-3.851889172007717,0.08575762500677153,-0.05287172631641346,-0.05488900297626176,-0.03688749896015919,0.1108508499287475,0.04667889320858402,128940
27,동아에스티,2018,Q1,헬스케어,-0.11209688354631328,-1.7099060917234221,0.08575762500677153,0.020375618675452678,0.03380285512224557,0.0050860409723811895,0.5017209160828648,0.061285453528211464,170900
27,종근당,2018,Q1,헬스케어,-0.12446704544380001,-0.37215331464928403,0.08575762500677153,-0.006929542095615915,-0.04531014760786689,-0.03568898102801232,-0.050583448168589173,0.021126053769131514,185750
