,name,sector,year,quarter,비유동자산변화율,영업이익변화율,부채총계변화율,Code
11,Hankook_Tire_Worldwide,Automotive_&_Parts,2021,Q4,0.004323119692427713,-0.07172629797769736,-0.15009780663653904,000240
12,Kia_Corp,Automotive_&_Parts,2021,Q4,-0.04719493643300621,-4.795099280038177,-0.10307578377708948,000270
11,Nexen_Tire,Automotive_&_Parts,2021,Q4,0.0020539624625161013,-1.2989382001479401,-0.06294320385644858,002350
11,Korean_Air,Automotive_&_Parts,2021,Q4,0.022019473850831583,-0.60610578922734,-0.006806837439374824,003490
11,SsangYong_Motor,Automotive_&_Parts,2021,Q4,0.01822560674457052,0.6520269122846523,-0.01657708599262353,003620
11,SEBANG_Global_Battery,Automotive_&_Parts,2021,Q4,-0.026827552215705763,-0.11985097968361025,-0.1314964067564337,004490
11,Hyundai_Motor,Automotive_&_Parts,2021,Q4,-0.0018925728076000237,1.093749145591251,-0.13292959141052485,005380
11,Dong-A_Tire,Automotive_&_Parts,2021,Q4,-0.021848455509702047,-4.450497580360057,-15.280180678534446,007340
11,Seoyon,Automotive_&_Parts,2021,Q4,-0.03919616135252313,0.7897525377889124,0.2188048396715606,007860
11,Seohung,Automotive_&_Parts,2021,Q4,0.02116260963870531,-0.44445072795877794,0.19557642222504024,008490
11,Motonic,Automotive_&_Parts,2021,Q4,0.10728858466018798,-0.9338561846731204,-0.10014561142984069,009680
11,Hwashin,Automotive_&_Parts,2021,Q4,-0.05156650263718343,1.2678955601908726,-0.0003258406935815472,010690
12,Hyundai_Mobis,Automotive_&_Parts,2021,Q4,-0.024382330163576604,-0.6267294626312538,-0.18184265959449708,012330
11,Hanon_Systems,Automotive_&_Parts,2021,Q4,0.004371141727284478,2.1705679743634505,0.028391419712963772,018880
11,Hansum,Automotive_&_Parts,2021,Q4,-0.04736270346963023,-0.4980014828114543,0.10452025345520377,020000
11,Kumho_Tire,Automotive_&_Parts,2021,Q4,0.04169596171256773,0.8469694957216286,0.07172787722080753,073240
11,Hyundai_Glovis,Automotive_&_Parts,2021,Q4,0.012517598029217036,-0.12186743384490972,0.0044681462855714615,086280
11,Hankook_Tire_&_Technology,Automotive_&_Parts,2021,Q4,-0.017239456322440283,-1.2531098468920532,0.04958346637702593,161390
