,name,sector,year,quarter,비유동자산변화율,영업이익변화율,부채총계변화율,Code
27,Hankook_Tire_Worldwide,Automotive_&_Parts,2017,Q4,-0.1730526829917174,0.5902324205676366,0.01490137064308028,000240
28,Kia_Corp,Automotive_&_Parts,2017,Q4,-0.0009893827140705636,1.5119067884421813,-0.019346469458891846,000270
27,Nexen_Tire,Automotive_&_Parts,2017,Q4,0.004630975549972938,0.5315488730222814,0.06024249347301991,002350
27,Korean_Air,Automotive_&_Parts,2017,Q4,-0.004855742463422352,0.39066892261128916,0.044866030802470425,003490
27,SsangYong_Motor,Automotive_&_Parts,2017,Q4,-0.02475443249257192,-0.4144081006420568,-0.0673768993610313,003620
27,SEBANG_Global_Battery,Automotive_&_Parts,2017,Q4,-0.024522581938823507,0.19690219143845467,0.021290783346267106,004490
27,Hyundai_Motor,Automotive_&_Parts,2017,Q4,-0.001333767925536966,0.977489965776785,-0.04418172669333953,005380
27,Dong-A_Tire,Automotive_&_Parts,2017,Q4,-0.07265798610698604,42.500545522562675,0.9455726935602621,007340
27,Seoyon,Automotive_&_Parts,2017,Q4,-0.010605970235488593,1.872989939462629,-0.18121525144358674,007860
27,Seohung,Automotive_&_Parts,2017,Q4,-0.0019996954984982107,0.5095154868551675,-0.011416231560036794,008490
27,Motonic,Automotive_&_Parts,2017,Q4,0.02210342761065054,0.6277890256431258,0.04261037599786566,009680
27,Hwashin,Automotive_&_Parts,2017,Q4,-0.08143443221421243,-0.7611012680917912,0.15463325926865645,010690
28,Hyundai_Mobis,Automotive_&_Parts,2017,Q4,-0.0028485334348657965,-0.187005481483282,0.14009641716384613,012330
27,Hanon_Systems,Automotive_&_Parts,2017,Q4,-0.03668885359463525,0.012916449417988751,-0.04178619288911012,018880
27,Hansum,Automotive_&_Parts,2017,Q4,0.0056642349084045085,-1.0307303241518522,0.10778215459517793,020000
27,Kumho_Tire,Automotive_&_Parts,2017,Q4,0.10116699839765242,-16.486815947120885,-0.031314397821034845,073240
27,Hyundai_Glovis,Automotive_&_Parts,2017,Q4,-0.05494000629381013,0.04321041386094637,0.07191091555566487,086280
27,Hankook_Tire_&_Technology,Automotive_&_Parts,2017,Q4,0.002773770391179875,0.8414911948964683,0.11843430942601241,161390
