,name,sector,year,quarter,비유동자산변화율,영업이익변화율,부채총계변화율,Code
21,Hankook_Tire_Worldwide,Automotive_&_Parts,2019,Q2,-0.005308235488530544,0.687239283619135,0.27198997893296395,000240
22,Kia_Corp,Automotive_&_Parts,2019,Q2,-0.00014207325575288365,-0.002095501869269878,0.02305628534250259,000270
21,Nexen_Tire,Automotive_&_Parts,2019,Q2,-0.0029679536377400506,-0.45872729968428816,-0.07668428866039712,002350
21,Korean_Air,Automotive_&_Parts,2019,Q2,-9.880591987787568e-05,1.6845587518995844,-0.0032150053645847443,003490
21,SsangYong_Motor,Automotive_&_Parts,2019,Q2,0.013520391755239114,-0.6237081526479142,-0.026761726220901005,003620
21,SEBANG_Global_Battery,Automotive_&_Parts,2019,Q2,-0.009436416265966363,0.12818145640959133,0.08819802321890591,004490
21,Hyundai_Motor,Automotive_&_Parts,2019,Q2,-0.006272393536297383,-1.8642374113256626,-0.06324048916298208,005380
21,Dong-A_Tire,Automotive_&_Parts,2019,Q2,-0.004708057901720464,-0.39904233653436405,0.03000847507689708,007340
21,Seoyon,Automotive_&_Parts,2019,Q2,0.000998575537251356,1.4356974672118321,0.1127951769505372,007860
21,Seohung,Automotive_&_Parts,2019,Q2,0.009993875621832404,-0.13568115875543274,-0.12684245599242305,008490
21,Motonic,Automotive_&_Parts,2019,Q2,0.017396494334799506,0.2369018400891686,0.2694025963571963,009680
21,Hwashin,Automotive_&_Parts,2019,Q2,0.038675644819867405,1.5312484740883354,-0.015279319576980699,010690
22,Hyundai_Mobis,Automotive_&_Parts,2019,Q2,-0.006322174388265767,-0.3476612230228975,0.035230394123638153,012330
21,Hanon_Systems,Automotive_&_Parts,2019,Q2,-0.010832329772098248,0.06159396007957085,-0.047066115172842204,018880
21,Hansum,Automotive_&_Parts,2019,Q2,0.0002289299437410186,0.7058160433354209,0.15389867012677738,020000
21,Kumho_Tire,Automotive_&_Parts,2019,Q2,0.0032474917153600957,-5.548861490819207,0.01469705893282891,073240
21,Hyundai_Glovis,Automotive_&_Parts,2019,Q2,-0.01035894182630015,-0.0016547686519299276,0.011959653536510295,086280
21,Hankook_Tire_&_Technology,Automotive_&_Parts,2019,Q2,0.0027490020573240903,-0.27676385909027235,0.05137971646223627,161390
