,name,sector,year,quarter,비유동자산변화율,영업이익변화율,부채총계변화율,Code
3,Hankook_Tire_Worldwide,Automotive_&_Parts,2023,Q4,-0.0033541373829955035,-0.6109580394485723,-0.17535549971775777,000240
4,Kia_Corp,Automotive_&_Parts,2023,Q4,-0.02892155356854409,-1.1625153999471078,-0.00034329717321601727,000270
3,Nexen_Tire,Automotive_&_Parts,2023,Q4,0.03292508257552562,0.6857348654958866,0.040661080594922905,002350
3,Korean_Air,Automotive_&_Parts,2023,Q4,-0.023367019170002168,0.6471138660390401,-0.03193157493396903,003490
3,SsangYong_Motor,Automotive_&_Parts,2023,Q4,-0.08729499598610357,2.725422325891941,-0.1425746141845785,003620
3,SEBANG_Global_Battery,Automotive_&_Parts,2023,Q4,-0.09231384220244321,-0.4810001725289541,-0.00938498741586602,004490
3,Hyundai_Motor,Automotive_&_Parts,2023,Q4,-0.016633719896874677,-0.7555986075605945,0.00408952528795703,005380
3,Dong-A_Tire,Automotive_&_Parts,2023,Q4,-0.03207476096150197,-0.22498567328907626,-0.03735884572125325,007340
3,Seoyon,Automotive_&_Parts,2023,Q4,-0.005495126901030156,0.5291242064330581,-0.031883086974875186,007860
3,Seohung,Automotive_&_Parts,2023,Q4,-0.012433443726178162,0.5552615363578224,0.07602938990592556,008490
3,Motonic,Automotive_&_Parts,2023,Q4,-1.308483079757086,-0.9625055315802329,0.02187529889641482,009680
3,Hwashin,Automotive_&_Parts,2023,Q4,-0.12425188563965284,-2.0488192618080685,-0.14628132119650528,010690
4,Hyundai_Mobis,Automotive_&_Parts,2023,Q4,-0.017673370035708347,0.18402640419916516,0.010079260884969798,012330
3,Hanon_Systems,Automotive_&_Parts,2023,Q4,-0.005075465810560065,2.916228302728677,-0.0044669984299283705,018880
3,Hansum,Automotive_&_Parts,2023,Q4,0.004818051178866689,-2.043942261016813,0.24504957964380314,020000
3,Kumho_Tire,Automotive_&_Parts,2023,Q4,-0.037713803171754545,-1.2331086638637299,0.021725201861749754,073240
3,Hyundai_Glovis,Automotive_&_Parts,2023,Q4,-0.016523843787425774,-0.034578942547976776,0.03606684140132499,086280
3,Hankook_Tire_&_Technology,Automotive_&_Parts,2023,Q4,-0.03047586369758415,1.1230854352435893,0.08819830123374461,161390
