,name,sector,year,quarter,비유동자산변화율,영업이익변화율,부채총계변화율,Code
15,Hankook_Tire_Worldwide,Automotive_&_Parts,2020,Q4,0.010609287250466948,0.4872381879844624,0.2993986507328661,000240
16,Kia_Corp,Automotive_&_Parts,2020,Q4,0.023252103151965242,-0.03263345536040485,0.0673038813817034,000270
15,Nexen_Tire,Automotive_&_Parts,2020,Q4,-0.024974468888175005,0.10923268995716529,-0.04457363302352424,002350
15,Korean_Air,Automotive_&_Parts,2020,Q4,-0.0014490969053599922,-17.304073663020883,0.04841069460968073,003490
15,SsangYong_Motor,Automotive_&_Parts,2020,Q4,0.044693135532074546,-0.5140865819019047,-0.16339074280037513,003620
15,SEBANG_Global_Battery,Automotive_&_Parts,2020,Q4,-0.16671050630934725,-0.08280147814449812,0.10062794516119278,004490
15,Hyundai_Motor,Automotive_&_Parts,2020,Q4,0.00023789931845130674,1.1348408556306968,-0.08982878702087049,005380
15,Dong-A_Tire,Automotive_&_Parts,2020,Q4,-0.03285676936116633,-0.13805653169312238,-0.06367416157145578,007340
15,Seoyon,Automotive_&_Parts,2020,Q4,-8.350411748869746e-05,-4.1786201277629305,0.38400451623954535,007860
15,Seohung,Automotive_&_Parts,2020,Q4,-0.008135376798009908,0.5423673943337181,0.11997107438293941,008490
15,Motonic,Automotive_&_Parts,2020,Q4,0.03269521788369378,0.05620895684688676,0.00798716361575702,009680
15,Hwashin,Automotive_&_Parts,2020,Q4,0.0028590704665062416,-9.50069079127249,0.10065871429379825,010690
16,Hyundai_Mobis,Automotive_&_Parts,2020,Q4,0.005752585079120465,-0.741067404693946,-0.09499137658811829,012330
15,Hanon_Systems,Automotive_&_Parts,2020,Q4,-0.008980744191004364,-4.21867371376937,-0.02589977948707256,018880
15,Hansum,Automotive_&_Parts,2020,Q4,-0.07432834282048262,-0.5913719171042178,-0.16785780097591574,020000
15,Kumho_Tire,Automotive_&_Parts,2020,Q4,0.01808600871913324,1.0556199087833429,-0.02062801647793311,073240
15,Hyundai_Glovis,Automotive_&_Parts,2020,Q4,0.0006531251644754654,-0.15303799237393734,-0.08612813987094214,086280
15,Hankook_Tire_&_Technology,Automotive_&_Parts,2020,Q4,-0.0008145896840034972,1.1015151456330767,-0.024333917549100637,161390
