,name,sector,year,quarter,비유동자산변화율,영업이익변화율,부채총계변화율,Code
16,Hankook_Tire_Worldwide,Automotive_&_Parts,2020,Q3,0.00019868206637752017,-1.7082485045209577,-0.03057275439133167,000240
17,Kia_Corp,Automotive_&_Parts,2020,Q3,-0.007314024423221488,-0.788231425251573,-0.11329978701408705,000270
16,Nexen_Tire,Automotive_&_Parts,2020,Q3,-0.001223191661567924,2.348924711101879,0.0013419689673703772,002350
16,Korean_Air,Automotive_&_Parts,2020,Q3,0.02018509542097202,0.948871181541263,0.027142752997338038,003490
16,SsangYong_Motor,Automotive_&_Parts,2020,Q3,0.01723896229959876,0.2047283070082695,0.028544670657775773,003620
16,SEBANG_Global_Battery,Automotive_&_Parts,2020,Q3,0.08062812243631279,-0.07561176888685894,-0.18851060487582028,004490
16,Hyundai_Motor,Automotive_&_Parts,2020,Q3,-0.012276665646961726,1.5012035172176645,-0.11130227250598046,005380
16,Dong-A_Tire,Automotive_&_Parts,2020,Q3,-0.01908792034927642,-0.04983756817833318,-0.34935555837100485,007340
16,Seoyon,Automotive_&_Parts,2020,Q3,-0.0005084530450438773,1.6086962244906569,0.018153085774441524,007860
16,Seohung,Automotive_&_Parts,2020,Q3,0.011164802128640794,0.14320579353880925,-0.03578438442640075,008490
16,Motonic,Automotive_&_Parts,2020,Q3,0.025372297211592065,-1.9272546982999588,-0.003747796345758836,009680
16,Hwashin,Automotive_&_Parts,2020,Q3,-0.1409204202042118,1.1580616792793335,-0.013226732860854407,010690
17,Hyundai_Mobis,Automotive_&_Parts,2020,Q3,-0.010639105626890855,-1.1615876504970775,-0.05508263704331817,012330
16,Hanon_Systems,Automotive_&_Parts,2020,Q3,-0.00018411389566885816,1.266853745771548,-0.10135249019224735,018880
16,Hansum,Automotive_&_Parts,2020,Q3,0.004591176500074123,-0.5519427610021255,-0.05111168725921855,020000
16,Kumho_Tire,Automotive_&_Parts,2020,Q3,-0.01259406926963047,2.1964965022939587,-0.010869036373748475,073240
16,Hyundai_Glovis,Automotive_&_Parts,2020,Q3,-0.0005153298032249953,0.026324204553703767,-0.14563285010015692,086280
16,Hankook_Tire_&_Technology,Automotive_&_Parts,2020,Q3,0.003468514661906008,5.037703275552967,0.09579029137397332,161390
