,name,sector,year,quarter,비유동자산변화율,영업이익변화율,부채총계변화율,Code
8,Hankook_Tire_Worldwide,Automotive_&_Parts,2022,Q3,-0.0023083014754223807,-0.09872562763370718,0.06762297622021818,000240
9,Kia_Corp,Automotive_&_Parts,2022,Q3,-0.04554982587886869,0.4272690763634466,0.02026185794884816,000270
8,Nexen_Tire,Automotive_&_Parts,2022,Q3,-0.03650093319131642,0.6745060673005072,-0.0721854524418939,002350
8,Korean_Air,Automotive_&_Parts,2022,Q3,-0.002838863023367555,-0.14047141927507312,0.0011947202726768635,003490
8,SsangYong_Motor,Automotive_&_Parts,2022,Q3,0.024248308551184317,-0.8571042432196032,0.36431272218716226,003620
8,SEBANG_Global_Battery,Automotive_&_Parts,2022,Q3,-0.20904838291395844,-0.4372122717434226,0.0525129011011245,004490
8,Hyundai_Motor,Automotive_&_Parts,2022,Q3,-0.02928289554470931,0.23953802670032798,-0.012930102950830857,005380
8,Dong-A_Tire,Automotive_&_Parts,2022,Q3,-0.0008882679176158703,-0.5534466155833604,-0.03705267365803966,007340
8,Seoyon,Automotive_&_Parts,2022,Q3,-0.014320071077793761,-2.186105731642131,-0.1723484895430505,007860
8,Seohung,Automotive_&_Parts,2022,Q3,-0.02567968847464175,0.07449384509032819,-0.07878799464723163,008490
8,Motonic,Automotive_&_Parts,2022,Q3,-0.21458050401756612,0.2028639478046773,0.02551981451598795,009680
8,Hwashin,Automotive_&_Parts,2022,Q3,-0.03983774193983902,-1.1257773360696768,0.016435496983236986,010690
9,Hyundai_Mobis,Automotive_&_Parts,2022,Q3,-0.04334281018617303,-0.09677400368449862,0.0018560008927116511,012330
8,Hanon_Systems,Automotive_&_Parts,2022,Q3,-0.0054643162185175065,2.17265817474481,-0.054226033777901694,018880
8,Hansum,Automotive_&_Parts,2022,Q3,-0.010222510765145021,-0.20161054147460944,-0.05134425063860326,020000
8,Kumho_Tire,Automotive_&_Parts,2022,Q3,-0.002242798086316,-1.1979702911729277,-0.08476460065701108,073240
8,Hyundai_Glovis,Automotive_&_Parts,2022,Q3,-0.011807206184249353,-0.06017734067980829,-0.07575456515535084,086280
8,Hankook_Tire_&_Technology,Automotive_&_Parts,2022,Q3,-0.009120607113223045,0.9753817156752982,-0.10861486936833686,161390
