,name,sector,year,quarter,비유동자산변화율,영업이익변화율,부채총계변화율,Code
6,Hankook_Tire_Worldwide,Automotive_&_Parts,2023,Q1,-0.0008823969619360383,-1.3106072763217096,-0.2565260380380072,000240
7,Kia_Corp,Automotive_&_Parts,2023,Q1,0.0031796860424185835,0.17485433185358557,-0.056594637514185475,000270
6,Nexen_Tire,Automotive_&_Parts,2023,Q1,-0.0063591011230461625,0.9321394085361036,-0.059918846641151546,002350
6,Korean_Air,Automotive_&_Parts,2023,Q1,-0.01233273399369783,0.2020551842448426,-0.023123597900225334,003490
6,SsangYong_Motor,Automotive_&_Parts,2023,Q1,0.0016482640002553062,-0.15693041300786548,-0.17546401458971195,003620
6,SEBANG_Global_Battery,Automotive_&_Parts,2023,Q1,-0.0010518635565033296,0.47568313896852443,0.12572794749726812,004490
6,Hyundai_Motor,Automotive_&_Parts,2023,Q1,-0.0008998366856154405,0.43551734058921454,-0.04509997528974519,005380
6,Dong-A_Tire,Automotive_&_Parts,2023,Q1,-0.005727645684147298,0.3583865695677665,0.011123840944835539,007340
6,Seoyon,Automotive_&_Parts,2023,Q1,0.0010158175606722608,4.864834090422275,-0.5864070158133592,007860
6,Seohung,Automotive_&_Parts,2023,Q1,-0.032625294626806634,-2.3378117036585104,-0.061441503362574146,008490
6,Motonic,Automotive_&_Parts,2023,Q1,-0.007122058672825782,0.21158579227986474,-0.2940520331450025,009680
6,Hwashin,Automotive_&_Parts,2023,Q1,-0.03946610989034771,0.4430445790798775,-0.05622847262556108,010690
7,Hyundai_Mobis,Automotive_&_Parts,2023,Q1,-0.010576829644487473,0.5150384868931286,-0.10209794006480388,012330
6,Hanon_Systems,Automotive_&_Parts,2023,Q1,0.0038026156334756145,-1.9423839992278453,0.02713806663890983,018880
6,Hansum,Automotive_&_Parts,2023,Q1,-0.33358342468595215,-0.09895803543601,-0.2726574636719965,020000
6,Kumho_Tire,Automotive_&_Parts,2023,Q1,0.008371630037698696,0.12404339221988103,-0.0010616194005652613,073240
6,Hyundai_Glovis,Automotive_&_Parts,2023,Q1,0.0037739091333572894,0.24504104062711507,-0.08387851881095143,086280
6,Hankook_Tire_&_Technology,Automotive_&_Parts,2023,Q1,0.009325530970707763,1.3354895880830298,0.12985982251645745,161390
