,name,sector,year,quarter,비유동자산변화율,영업이익변화율,부채총계변화율,Code
5,Hankook_Tire_Worldwide,Automotive_&_Parts,2023,Q2,-0.0001239424856529503,0.6338954090330614,0.1746495015274886,000240
6,Kia_Corp,Automotive_&_Parts,2023,Q2,-0.014894273231845334,-1.689523744819621,0.08287251363876547,000270
5,Nexen_Tire,Automotive_&_Parts,2023,Q2,-0.02303386248425232,-14.593823092726735,-0.021923916342703187,002350
5,Korean_Air,Automotive_&_Parts,2023,Q2,0.0077360316693352305,-0.12768012442475696,0.010148224600307953,003490
5,SsangYong_Motor,Automotive_&_Parts,2023,Q2,-0.007419366041322206,-1.6899986062252972,-0.13435874703997186,003620
5,SEBANG_Global_Battery,Automotive_&_Parts,2023,Q2,0.03325534764335791,-1.1601896737521948,0.02845307365641858,004490
5,Hyundai_Motor,Automotive_&_Parts,2023,Q2,-0.029194006839611708,-0.5158314442407161,0.08243737692596798,005380
5,Dong-A_Tire,Automotive_&_Parts,2023,Q2,-0.0007265594014549404,-0.23708795159739937,0.0137660958356558,007340
5,Seoyon,Automotive_&_Parts,2023,Q2,-0.00035209204986186293,0.9613183420791716,0.33430923142472624,007860
5,Seohung,Automotive_&_Parts,2023,Q2,-0.027092998607510133,-0.3669551151428292,-0.07153209162591367,008490
5,Motonic,Automotive_&_Parts,2023,Q2,0.003497780988174104,-0.07566128512046566,0.18889942449649633,009680
5,Hwashin,Automotive_&_Parts,2023,Q2,0.018945153887963473,-0.32119733661140315,0.006282266842057349,010690
6,Hyundai_Mobis,Automotive_&_Parts,2023,Q2,-0.021689079193673466,-0.7314229456419072,-0.028691428151559784,012330
5,Hanon_Systems,Automotive_&_Parts,2023,Q2,-0.542892675553805,-1.5255751719450648,-0.019843854301276442,018880
5,Hansum,Automotive_&_Parts,2023,Q2,-0.03708049411222514,0.8709678507387317,0.0657525307120771,020000
5,Kumho_Tire,Automotive_&_Parts,2023,Q2,-0.018741519790469674,-1.1933041410082272,-0.009655824156217241,073240
5,Hyundai_Glovis,Automotive_&_Parts,2023,Q2,-0.011898648693324354,0.16854742071918627,0.11293393034172461,086280
5,Hankook_Tire_&_Technology,Automotive_&_Parts,2023,Q2,0.006958325005657295,1.7983810329170309,0.15779854039362096,161390
