code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,영업비용
3300,한일시멘트,건설,2020,Q4,2021-03-17,"343,468,898,186","868,577,416,195","1,212,046,314,381","140,215,003,172","345,968,193,899","486,183,197,071","1,680,078,007,631","725,863,117,310",,-243609933,1063481402,90948535,90948535,"31,342,450,000",,
3300,한일시멘트,건설,2021,Q1,2021-05-17,"367,789,656,427","867,667,488,257","1,235,457,144,684","166,995,878,106","333,264,372,716","500,260,250,822","1,690,171,349,797","735,196,893,862",,24975073949,25594635859,24789389966,24789389966,"31,342,450,000",,
3300,한일시멘트,건설,2021,Q2,2021-08-13,"295,223,662,038","865,527,922,504","1,160,751,584,542","135,105,876,263","287,659,047,865","422,764,924,128","1,694,170,470,469","737,986,660,414",,-377308745,-222605184,4101829941,4101829941,"31,342,450,000",,
3300,한일시멘트,건설,2021,Q3,2021-11-12,"177,211,082,102","873,217,584,050","1,050,428,666,152","135,268,413,406","178,334,185,831","313,602,599,237","1,693,782,945,110","736,826,066,915",,-1056831148,-159566367,-395273445,-395273445,"31,342,450,000",,
3300,한일시멘트,건설,2021,Q4,2022-03-21,"284,368,764,083","787,379,206,876","1,071,747,970,959","160,094,567,355","177,167,133,442","337,261,700,797","1,691,665,118,417","734,486,270,162",,-554104696,-1924082859,-2311659402,-2311659402,"31,342,450,000",,
3300,한일시멘트,건설,2022,Q1,2022-05-16,"331,051,741,972","763,996,869,908","1,095,048,611,880","173,798,950,977","176,906,199,727","350,705,150,704","1,700,082,378,911","744,343,461,176",29135021870.0,26091409089,26728032999,26288431022,26288431022,"31,342,450,000",,
3300,한일시멘트,건설,2022,Q2,2022-08-12,"339,814,636,530","768,198,442,852","1,108,013,079,382","282,114,876,248","28,498,585,723","310,613,461,971","1,754,705,395,772","797,399,617,411",3331604089.0,-1370720282,67920040291,54631902908,54631902908,"33,359,554,000",,
3300,한일시멘트,건설,2022,Q3,2022-11-14,"223,327,269,540","773,768,185,958","997,095,455,498","172,350,711,604","27,728,134,738","200,078,846,342","1,755,906,893,897","797,016,609,156",3785745055.0,516774336,1704094261,911890768,911890768,"33,359,554,000",,
3300,한일시멘트,건설,2022,Q4,2023-03-17,"207,399,374,971","781,751,122,106","989,150,497,077","170,306,832,478","25,677,038,250","195,983,870,728","1,752,181,634,233","793,166,626,349",,-1626167177,3554077517,2532577794,2532577794,"33,359,554,000",,
3300,한일시멘트,건설,2023,Q1,2023-05-15,"237,701,324,514","781,662,654,824","1,019,363,979,338","186,950,076,875","25,091,817,357","212,041,894,232","1,765,690,173,862","807,322,085,106",,28767351796,32936572098,31719713756,31719713756,"33,359,554,000",,
3300,한일시멘트,건설,2023,Q2,2023-08-14,"108,426,395,799","783,311,432,713","891,737,828,512","60,139,743,286","24,060,075,471","84,199,818,757","1,766,427,064,023","807,538,009,755",,284504803,1277380825,752252584,752252584,"33,359,554,000",,
3300,한일시멘트,건설,2023,Q3,2023-11-14,"121,364,054,891","775,507,412,125","896,871,467,016","63,337,083,244","23,093,755,833","86,430,839,077","1,768,058,298,339","810,440,627,939",4044769729.0,530872619,2083339345,1615523219,1615523219,"33,359,554,000",2902618184.0,
3300,한일시멘트,건설,2023,Q4,2024-03-20,"115,624,402,221","765,745,693,931","881,370,096,152","64,030,070,915","22,043,786,133","86,073,857,048","1,753,015,122,034","795,296,239,104",41016210544.0,-2901124707,-10729647621,-11813321185,-11813321185,"33,359,554,000",17109232091.0,
3300,한일시멘트,건설,2024,Q1,2024-05-16,"164,363,929,771","757,801,117,861","922,165,047,632","87,948,030,315","21,417,134,966","109,365,165,281","1,768,253,771,527","812,799,882,351",42392650084.0,38696431288,38997701299,38685853225,38685853225,"33,359,554,000",42168798447.0,
3300,한일시멘트,건설,2024,Q2,2024-08-14,"111,538,445,102","784,988,897,766","896,527,342,868","63,815,862,771","20,326,587,641","84,142,450,412","1,768,781,767,600","812,384,892,456",4239570964.0,376718869,689872310,527985820,527985820,"33,359,554,000",-414989895.0,
3300,한일시멘트,건설,2024,Q3,2024-11-14,"117,489,019,129","777,213,871,677","894,702,890,806","63,683,294,435","19,228,211,780","82,911,506,215","1,768,698,953,961","811,791,384,591",3977503336.0,-347959053,121030759,-87514413,-87514413,"33,359,554,000",-593507865.0,
3300,한일시멘트,건설,2024,Q4,2025-03-18,"110,129,100,833","775,822,259,655","885,951,360,488","59,684,609,435","18,149,676,881","77,834,286,316","1,764,571,102,329","808,117,074,172",4686276331.0,-839962215,-1645041016,-3214606799,-3214606799,"33,359,554,000",-3674310419.0,17410771826.0
