,Unnamed: 0,year,quarter,disclosure_date,code,name,sector,url,upload_date
590,590,2023,Q3,2023-11-11,34730,SK,정보기술,https://www.youtube.com/watch?v=hAfGnuVx0Y4,2023-11-10
591,591,2023,Q4,2024-03-15,34730,SK,정보기술,https://www.youtube.com/watch?v=MDDmd3qoDrI,2024-03-15
592,592,2024,Q1,2024-05-09,34730,SK,정보기술,https://www.youtube.com/watch?v=twJhH494sY4,2024-05-09
593,593,2024,Q2,2024-08-12,34730,SK,정보기술,,
594,594,2024,Q3,2024-11-08,34730,SK,정보기술,https://www.youtube.com/watch?v=2b0HkHhQ6Bg,2024-11-08
595,595,2016,Q1,2016 Q1,42700,한미반도체,정보기술,,
596,596,2016,Q2,2016 Q2,42700,한미반도체,정보기술,,
597,597,2016,Q3,2016 Q3,42700,한미반도체,정보기술,,
598,598,2016,Q4,2016 Q4,42700,한미반도체,정보기술,,
599,599,2017,Q1,2017 Q1,42700,한미반도체,정보기술,,
600,600,2017,Q2,2017-08-09,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=Zar2P0BrQIU,2017-08-08
601,601,2017,Q3,2017 Q3,42700,한미반도체,정보기술,,
602,602,2017,Q4,2018-03-27,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=RSmMZ9e39rs,2018-03-27
603,603,2018,Q1,2018 Q1,42700,한미반도체,정보기술,,
604,604,2018,Q2,2018 Q2,42700,한미반도체,정보기술,,
605,605,2018,Q3,2018-11-13,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=Vh-2Ms2Qz_s,2018-11-12
606,606,2018,Q4,2018 Q4,42700,한미반도체,정보기술,,
607,607,2019,Q1,2019 Q1,42700,한미반도체,정보기술,,
608,608,2019,Q2,2019 Q2,42700,한미반도체,정보기술,,
609,609,2019,Q3,2019 Q3,42700,한미반도체,정보기술,,
610,610,2019,Q4,2019 Q4,42700,한미반도체,정보기술,,
611,611,2020,Q1,2020-05-12,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=UFgjW9TEY6E,2020-05-11
612,612,2020,Q2,2020-08-13,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=FhYO5c1bhQI,2020-08-12
613,613,2020,Q3,2020-11-07,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=h7NULRcUg-A,2020-11-07
614,614,2020,Q4,2021-03-11,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=XcR56mgZaFk,2021-03-11
615,615,2021,Q1,2021-05-12,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=Imd1AkSaD3I,2021-05-12
616,616,2021,Q2,2021-08-09,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=5cA41rbgYSI,2021-08-09
617,617,2021,Q3,2021-11-09,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=ID5DcRAeUzY,2021-11-08
618,618,2021,Q4,2022-03-03,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=U3ZjmcgRQHA,2022-03-03
619,619,2022,Q1,2022-05-10,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=OJd34vAczXs&t=449s,2022-05-10
620,620,2022,Q2,2022-08-15,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=AdB-nX8hnes,2022-08-14
621,621,2022,Q3,2022-11-09,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=6BSmnm_ToUs,2022-11-09
622,622,2022,Q4,2023-03-15,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=qCmDPvQceI8,2023-03-15
623,623,2023,Q1,2023-05-08,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=lF5pXjFr-t8,2023-05-08
624,624,2023,Q2,2023-08-09,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=rc-28FQJxvU,2023-08-09
625,625,2023,Q3,2023-11-10,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=LRp_BN41E4g,2023-11-10
626,626,2023,Q4,2024-03-14,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=ufYMrtfTMwc,2024-03-14
627,627,2024,Q1,2024-05-08,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=TLo8ZyhhbTs,2024-05-08
628,628,2024,Q2,2024-08-09,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=oi9GfUXXdyU,2024-08-09
629,629,2024,Q3,2024-11-14,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=dqMKfdaTQwo,2024-11-14
630,630,2016,Q1,2016-05-16,47050,대우인터내셔널,산업재,,
631,631,2016,Q2,2016-08-12,47050,대우인터내셔널,산업재,,
632,632,2016,Q3,2016-11-10,47050,대우인터내셔널,산업재,,
633,633,2016,Q4,2017-03-31,47050,대우인터내셔널,산업재,,
634,634,2017,Q1,2017-05-15,47050,대우인터내셔널,산업재,,
635,635,2017,Q2,2017-08-14,47050,대우인터내셔널,산업재,,
636,636,2017,Q3,2017-11-14,47050,대우인터내셔널,산업재,,
637,637,2017,Q4,2018-03-30,47050,대우인터내셔널,산업재,,
638,638,2018,Q1,2018-05-15,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=-8xpRKk6aes,2018-05-14
639,639,2018,Q2,2018-08-14,47050,대우인터내셔널,산업재,,
640,640,2018,Q3,2018-11-14,47050,대우인터내셔널,산업재,,
641,641,2018,Q4,2019-04-01,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=FWx5ZDxeeGs,2019-03-28
642,642,2019,Q1,2019-05-15,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=eD2KgYglRq4,2019-05-09
643,643,2019,Q2,2019-08-14,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=6YnckGjYE8k,2019-08-13
644,644,2019,Q3,2019-11-14,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=mrBcy3KZKmQ,2019-11-11
645,645,2019,Q4,2020-03-30,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=25wfTchfVHU,2020-03-27
646,646,2020,Q1,2020-05-15,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=h3dfbFD8Gx8,2020-05-12
647,647,2020,Q2,2020-08-13,47050,대우인터내셔널,산업재,,
648,648,2020,Q3,2020-11-16,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=SDk44Q-Jxfk,2020-11-15
649,649,2020,Q4,2021-03-05,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=ZF8AAf1KBHY,2021-03-03
650,650,2021,Q1,2021-05-14,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=censLQ1UCm4,2021-05-12
651,651,2021,Q2,2021-08-13,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=WWXKl0zU50o,2021-08-08
652,652,2021,Q3,2021-11-12,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=9Gkqp3D_Zzk,2021-11-11
653,653,2021,Q4,2022-03-14,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=6CcdNW-klfI,2022-03-07
654,654,2022,Q1,2022-05-13,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=8bGfudrVJnE,2022-05-07
655,655,2022,Q2,2022-08-16,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=g4PfqJB9BuA,2022-08-12
656,656,2022,Q3,2022-11-14,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=CIttcuqO6JI,2022-11-07
657,657,2022,Q4,2023-03-10,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=xlGyQwoVgWE,2023-03-09
658,658,2023,Q1,2023-05-15,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=Udb0XAgJPg4,2023-05-10
659,659,2023,Q2,2023-08-11,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=mlIqucJQfCo,2023-08-11
660,660,2023,Q3,2023-11-14,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=4sKJOCy5XSA,2023-11-08
661,661,2023,Q4,2024-03-15,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=Y0dU6tVBnsE,2024-03-12
662,662,2024,Q1,2024-05-16,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=HZUYExel6Eg,2024-05-09
663,663,2024,Q2,2024-08-14,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=471qR7IxAK8,2024-08-08
664,664,2024,Q3,2024-11-14,47050,대우인터내셔널,산업재,https://www.youtube.com/watch?v=tThT5okvjrM&t=38s,2024-11-11
665,665,2016,Q1,2016-05-16,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=GTQWrVN1ye8,2016-05-11
666,666,2016,Q2,2016-08-16,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=Mzkvk2uj3oQ,2016-08-13
667,667,2016,Q3,2016-11-14,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=AhQe9DZByVI,2016-11-08
668,668,2016,Q4,2017-03-31,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=lCuXlTT7_rU,2017-03-24
669,669,2017,Q1,2017-05-15,47810,한국항공우주,산업재,,
670,670,2017,Q2,2017-08-14,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=7OdRSAW7Uk0,2017-08-09
671,671,2017,Q3,2017-11-14,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=S3AcihXHij4,2017-11-10
672,672,2017,Q4,2018-04-02,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=1Ir3PIU8YUw,2018-03-29
673,673,2018,Q1,2018-05-15,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=XJ7COTW3rrg,2018-05-12
674,674,2018,Q2,2018-08-14,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=XbeleHP0Yy8,2018-08-07
675,675,2018,Q3,2018-11-14,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=cfhRzrubdcA,2018-11-08
676,676,2018,Q4,2019-04-01,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=LZynXtRaAis,2019-03-27
677,677,2019,Q1,2019-05-15,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=A4xcab-qcSM,2019-05-10
678,678,2019,Q2,2019-08-14,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=9YsXsSnLQkQ,2019-08-09
679,679,2019,Q3,2019-11-14,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=aRcsEWga0NQ,2019-11-13
680,680,2019,Q4,2020-03-30,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=rL9FyyOCrVM,2020-03-27
681,681,2020,Q1,2020-05-15,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=Ww1eljV9eLg,2020-05-12
682,682,2020,Q2,2020-08-14,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=t8GI-8stFwM,2020-08-08
683,683,2020,Q3,2020-11-16,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=g0CJTE670Q4,2020-11-11
684,684,2020,Q4,2021-03-17,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=08F6H7xGiJI,2021-03-15
685,685,2021,Q1,2021-05-17,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=rnd6ZjxwSbo,2021-05-13
686,686,2021,Q2,2021-08-17,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=WK1wEOl7SHQ,2021-08-10
687,687,2021,Q3,2021-11-15,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=EzXPLk9rJyE,2021-11-09
688,688,2021,Q4,2022-03-22,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=ipqwXsFi3gs,2022-03-18
689,689,2022,Q1,2022-05-16,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=3UlgAPZ1qkg,2022-05-12
690,690,2022,Q2,2022-08-16,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=2M7b8ovL1wk,2022-08-11
691,691,2022,Q3,2022-11-14,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=2yngZ1mBees,2022-11-11
692,692,2022,Q4,2023-03-21,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=rqnJopZts3o,2023-03-17
693,693,2023,Q1,2023-05-15,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=pk3w-dR43rY,2023-05-10
694,694,2023,Q2,2023-08-14,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=pB-5OU9J7ak,2023-08-08
695,695,2023,Q3,2023-11-14,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=unpnggbyIos,2023-11-07
696,696,2023,Q4,2024-03-20,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=D26Vkicpius,2024-03-13
697,697,2024,Q1,2024-05-16,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=nM1VT7sBCpo,2024-05-13
698,698,2024,Q2,2024-08-14,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=zkhWJCKeB2M,2024-08-11
699,699,2024,Q3,2024-11-14,47810,한국항공우주,산업재,https://www.youtube.com/watch?v=aHvbPoMPrUU,2024-11-07
700,700,2016,Q1,2016-05-16,51600,한전KPS,산업재,,
701,701,2016,Q2,2016-08-16,51600,한전KPS,산업재,,
702,702,2016,Q3,2016-11-14,51600,한전KPS,산업재,,
703,703,2016,Q4,2017-03-31,51600,한전KPS,산업재,,
704,704,2017,Q1,2017-05-15,51600,한전KPS,산업재,,
705,705,2017,Q2,2017-08-14,51600,한전KPS,산업재,,
706,706,2017,Q3,2017-11-14,51600,한전KPS,산업재,,
707,707,2017,Q4,2018-04-02,51600,한전KPS,산업재,,
708,708,2018,Q1,2018-05-15,51600,한전KPS,산업재,,
709,709,2018,Q2,2018-08-14,51600,한전KPS,산업재,https://www.youtube.com/watch?v=UyPe-JVED9k,2018-08-09
710,710,2018,Q3,2018-11-14,51600,한전KPS,산업재,,
711,711,2018,Q4,2019-04-01,51600,한전KPS,산업재,,
712,712,2019,Q1,2019-05-15,51600,한전KPS,산업재,,
713,713,2019,Q2,2019-08-14,51600,한전KPS,산업재,,
714,714,2019,Q3,2019-11-14,51600,한전KPS,산업재,,
715,715,2019,Q4,2020-03-30,51600,한전KPS,산업재,,
716,716,2020,Q1,2020-05-15,51600,한전KPS,산업재,https://www.youtube.com/watch?v=606RK3Igc-U,2020-05-14
717,717,2020,Q2,2020-08-14,51600,한전KPS,산업재,https://www.youtube.com/watch?v=yJiFgYZDKN0,2020-08-12
718,718,2020,Q3,2020-11-16,51600,한전KPS,산업재,https://www.youtube.com/watch?v=Y8enMJ9pSGw,2020-11-10
719,719,2020,Q4,2021-03-19,51600,한전KPS,산업재,,
720,720,2021,Q1,2021-05-17,51600,한전KPS,산업재,https://www.youtube.com/watch?v=8SxK8i8Ec_w,2021-05-14
721,721,2021,Q2,2021-08-17,51600,한전KPS,산업재,,
722,722,2021,Q3,2021-11-15,51600,한전KPS,산업재,,
723,723,2021,Q4,2022-03-21,51600,한전KPS,산업재,https://www.youtube.com/watch?v=4WV9u3hR9dY,2022-03-18
724,724,2022,Q1,2022-05-16,51600,한전KPS,산업재,,
725,725,2022,Q2,2022-08-16,51600,한전KPS,산업재,https://www.youtube.com/watch?v=d7Aowya8wso,2022-08-11
726,726,2022,Q3,2022-11-14,51600,한전KPS,산업재,https://www.youtube.com/watch?v=5XDgQzM96BQ,2022-11-14
727,727,2022,Q4,2023-03-20,51600,한전KPS,산업재,https://www.youtube.com/watch?v=nMRy8YHfB3c,2023-03-14
728,728,2023,Q1,2023-05-15,51600,한전KPS,산업재,https://www.youtube.com/watch?v=jWzstPaFWA0,2023-05-14
729,729,2023,Q2,2023-08-14,51600,한전KPS,산업재,https://www.youtube.com/watch?v=3MkeNexqZso,2023-08-08
730,730,2023,Q3,2023-11-14,51600,한전KPS,산업재,,
731,731,2023,Q4,2024-03-20,51600,한전KPS,산업재,https://www.youtube.com/watch?v=aOfAX7VUHYQ,2024-03-14
732,732,2024,Q1,2024-05-14,51600,한전KPS,산업재,https://www.youtube.com/watch?v=al1K8XLpV3s,2024-05-09
733,733,2024,Q2,2024-08-14,51600,한전KPS,산업재,https://www.youtube.com/watch?v=yW_5dL62DjI,2024-08-12
734,734,2024,Q3,2024-11-14,51600,한전KPS,산업재,https://www.youtube.com/watch?v=ME2x9LFBlOA,2024-11-11
735,735,2016,Q1,2016-05-16,66570,LG전자,정보기술,https://www.youtube.com/watch?v=O9EQWMMMJ7w,2016-05-16
736,736,2016,Q2,2016-08-11,66570,LG전자,정보기술,https://www.youtube.com/watch?v=Q-ZSyY85tZ8,2016-08-11
737,737,2016,Q3,2016-11-10,66570,LG전자,정보기술,https://www.youtube.com/watch?v=d-tk157LG4A,2016-11-09
738,738,2016,Q4,2017-03-25,66570,LG전자,정보기술,https://www.youtube.com/watch?v=4XiLUaTG3M8,2017-03-25
739,739,2017,Q1,2017-05-11,66570,LG전자,정보기술,https://www.youtube.com/watch?v=OX9UVhuXjAg,2017-05-11
740,740,2017,Q2,2017-08-09,66570,LG전자,정보기술,https://www.youtube.com/watch?v=qNB9qmRQouk,2017-08-09
741,741,2017,Q3,2017-11-09,66570,LG전자,정보기술,https://www.youtube.com/watch?v=pWOQ_LQnoJM,2017-11-09
742,742,2017,Q4,2018-04-01,66570,LG전자,정보기술,https://www.youtube.com/watch?v=3OlC0W6q9tQ,2018-04-01
743,743,2018,Q1,2018-05-09,66570,LG전자,정보기술,https://www.youtube.com/watch?v=jXwwmdc-12E,2018-05-09
744,744,2018,Q2,2018-08-14,66570,LG전자,정보기술,https://www.youtube.com/watch?v=XIy27L10khA,2018-08-14
745,745,2018,Q3,2018-11-09,66570,LG전자,정보기술,https://www.youtube.com/watch?v=vDsCJJoD6uc,2018-11-09
746,746,2018,Q4,2019-03-26,66570,LG전자,정보기술,https://www.youtube.com/watch?v=QhiN72F33pk,2019-03-26
747,747,2019,Q1,2019-05-10,66570,LG전자,정보기술,https://www.youtube.com/watch?v=iFmjmg2_56E,2019-05-10
748,748,2019,Q2,2019-08-12,66570,LG전자,정보기술,https://www.youtube.com/watch?v=NnupMflfBjQ,2019-08-12
749,749,2019,Q3,2019-11-13,66570,LG전자,정보기술,https://www.youtube.com/watch?v=cfXztIxZpug,2019-11-13
750,750,2019,Q4,2020-03-27,66570,LG전자,정보기술,https://www.youtube.com/watch?v=NASNJzSQhWQ,2020-03-27
751,751,2020,Q1,2020-05-10,66570,LG전자,정보기술,https://www.youtube.com/watch?v=YB94bCtzb-4,2020-05-10
752,752,2020,Q2,2020-08-11,66570,LG전자,정보기술,https://www.youtube.com/watch?v=sK54Yhhrwqk,2020-08-05
753,753,2020,Q3,2020-11-13,66570,LG전자,정보기술,https://www.youtube.com/watch?v=7CENe3SGSmc,2020-11-13
754,754,2020,Q4,2021-03-16,66570,LG전자,정보기술,https://www.youtube.com/watch?v=2njYWpsCHTY,2021-03-16
755,755,2021,Q1,2021-05-16,66570,LG전자,정보기술,https://www.youtube.com/watch?v=1XCOCbVHVcA,2021-05-10
756,756,2021,Q2,2021-08-13,66570,LG전자,정보기술,https://www.youtube.com/watch?v=IIqUk5_6lSQ,2021-08-11
757,757,2021,Q3,2021-11-09,66570,LG전자,정보기술,https://www.youtube.com/watch?v=_f7g6J_xSnM,2021-11-09
758,758,2021,Q4,2022-03-11,66570,LG전자,정보기술,https://www.youtube.com/watch?v=5E5vKlMYF4U,2022-03-11
759,759,2022,Q1,2022-05-11,66570,LG전자,정보기술,https://www.youtube.com/watch?v=pmNap1qNLXo,2022-05-11
760,760,2022,Q2,2022-08-14,66570,LG전자,정보기술,https://www.youtube.com/watch?v=r78PHdhDIYc,2022-08-14
761,761,2022,Q3,2022-11-14,66570,LG전자,정보기술,https://www.youtube.com/watch?v=lbApiT9EJ08,2022-11-14
762,762,2022,Q4,2023-03-12,66570,LG전자,정보기술,https://www.youtube.com/watch?v=BRFJNet0nuk,2023-03-12
763,763,2023,Q1,2023-05-13,66570,LG전자,정보기술,https://www.youtube.com/watch?v=IFYRpSvNYC8,2023-05-13
764,764,2023,Q2,2023-08-10,66570,LG전자,정보기술,https://www.youtube.com/watch?v=b85JGaFB0fo,2023-08-10
765,765,2023,Q3,2023-11-14,66570,LG전자,정보기술,https://www.youtube.com/watch?v=j1i5VZypGcU,2023-11-14
766,766,2023,Q4,2024-03-12,66570,LG전자,정보기술,https://www.youtube.com/watch?v=aXbm6erJuJI,2024-03-12
767,767,2024,Q1,2024-05-15,66570,LG전자,정보기술,https://www.youtube.com/watch?v=2iEm8cqo2oY,2024-05-15
768,768,2024,Q2,2024-08-09,66570,LG전자,정보기술,https://www.youtube.com/watch?v=K_Db-Xg1Ex0,2024-08-09
769,769,2024,Q3,2024-11-12,66570,LG전자,정보기술,https://www.youtube.com/watch?v=5CaZwb1l79g,2024-11-12
770,770,2016,Q1,2016-05-16,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=DfoaLAfJFew,2016-05-14
771,771,2016,Q2,2016-08-16,86280,현대글로비스,산업재,,
772,772,2016,Q3,2016-11-14,86280,현대글로비스,산업재,,
773,773,2016,Q4,2017-03-31,86280,현대글로비스,산업재,,
774,774,2017,Q1,2017-05-15,86280,현대글로비스,산업재,,
775,775,2017,Q2,2017-08-14,86280,현대글로비스,산업재,,
776,776,2017,Q3,2017-11-14,86280,현대글로비스,산업재,,
777,777,2017,Q4,2018-03-28,86280,현대글로비스,산업재,,
778,778,2018,Q1,2018-04-30,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=Zw8mzazaFuE,2018-04-23
779,779,2018,Q2,2018-08-14,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=lNFD2_n0nEw,2018-08-08
780,780,2018,Q3,2018-11-14,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=cxNFRNn8Bj0,2018-11-10
781,781,2018,Q4,2019-04-01,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=IEMFvIeJ-x4,2019-03-24
782,782,2019,Q1,2019-05-15,86280,현대글로비스,산업재,,
783,783,2019,Q2,2019-08-14,86280,현대글로비스,산업재,,
784,784,2019,Q3,2019-11-14,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=i55xKTHW3Ko,2019-11-10
785,785,2019,Q4,2020-03-30,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=ivNUcaSLT1E,2020-03-24
786,786,2020,Q1,2020-05-15,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=D-dH5wzVss0,2020-05-10
787,787,2020,Q2,2020-08-14,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=mggi95Q6a7w,2020-08-07
788,788,2020,Q3,2020-11-16,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=lS1abBUe_JY,2020-11-10
789,789,2020,Q4,2021-03-16,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=P8MJUrTgBG8,2021-03-12
790,790,2021,Q1,2021-05-17,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=ZzX_B33Li74,2021-05-11
791,791,2021,Q2,2021-08-17,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=nHKQCk_DevU,2021-08-16
792,792,2021,Q3,2021-11-15,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=frAkbFW1Gi0,2021-11-09
793,793,2021,Q4,2022-03-15,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=4EHAkyl0Q7o,2022-03-11
794,794,2022,Q1,2022-05-16,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=zHW5t_d_ODU,2022-05-10
795,795,2022,Q2,2022-08-16,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=-FONW2IrAxE,2022-08-13
796,796,2022,Q3,2022-11-14,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=izOsujxqrz8,2022-11-12
797,797,2022,Q4,2023-03-21,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=9sghr9WAFRY,2023-03-15
798,798,2023,Q1,2023-05-15,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=z8PfJQ3yrVY,2023-05-10
799,799,2023,Q2,2023-08-14,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=cePjXCbPtSI,2023-08-08
800,800,2023,Q3,2023-11-14,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=SAnfze_tXsE,2023-11-07
801,801,2023,Q4,2024-03-12,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=Ueh5rtvtzUI,2024-03-09
802,802,2024,Q1,2024-05-16,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=gIYj9niQeok,2024-05-13
803,803,2024,Q2,2024-08-14,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=r0xivfkc4VE,2024-08-13
804,804,2024,Q3,2024-11-14,86280,현대글로비스,산업재,https://www.youtube.com/watch?v=H12lp_J9sYI,2024-11-08
805,805,2016,Q1,2016-05-16,660,SK하이닉스,정보기술,,
806,806,2016,Q1,2016-05-16,3550,LG,정보기술,,
807,807,2016,Q1,2016-05-16,4710,한솔테크닉스,정보기술,,
808,808,2016,Q1,2016-05-16,5930,삼성전자,정보기술,,
809,809,2016,Q1,2016-05-16,6400,삼성SDI,정보기술,,
810,810,2016,Q2,2016-08-16,660,SK하이닉스,정보기술,,
811,811,2016,Q2,2016-08-16,3550,LG,정보기술,,
812,812,2016,Q2,2016-08-12,4710,한솔테크닉스,정보기술,,
813,813,2016,Q2,2016-08-16,5930,삼성전자,정보기술,,
814,814,2016,Q2,2016-08-16,6400,삼성SDI,정보기술,,
815,815,2016,Q3,2016-11-14,660,SK하이닉스,정보기술,,
816,816,2016,Q3,2016-11-14,3550,LG,정보기술,,
817,817,2016,Q3,2016-11-14,4710,한솔테크닉스,정보기술,,
818,818,2016,Q3,2016-11-14,5930,삼성전자,정보기술,https://www.youtube.com/watch?v=9ZZiZFFmHeQ,2016-11-12
819,819,2016,Q3,2016-11-14,6400,삼성SDI,정보기술,,
820,820,2016,Q4,2017-03-31,660,SK하이닉스,정보기술,,
821,821,2016,Q4,2017-03-31,3550,LG,정보기술,,
822,822,2016,Q4,2017-03-31,4710,한솔테크닉스,정보기술,,
823,823,2016,Q4,2017-03-31,5930,삼성전자,정보기술,https://www.youtube.com/watch?v=K1-UBTjV6Zg,2017-03-28
824,824,2016,Q4,2017-03-31,6400,삼성SDI,정보기술,,
825,825,2017,Q1,2017-05-15,660,SK하이닉스,정보기술,,
826,826,2017,Q1,2017-05-15,3550,LG,정보기술,,
827,827,2017,Q1,2017-05-12,4710,한솔테크닉스,정보기술,,
828,828,2017,Q1,2017-05-15,5930,삼성전자,정보기술,https://www.youtube.com/watch?v=YcVCKV2kalk,2017-05-12
829,829,2017,Q1,2017-05-15,6400,삼성SDI,정보기술,,
830,830,2017,Q2,2017-08-14,660,SK하이닉스,정보기술,https://www.youtube.com/watch?v=DJMUEyB4Gds,2017-08-08
831,831,2017,Q2,2017-08-14,3550,LG,정보기술,,
832,832,2017,Q2,2017-08-11,4710,한솔테크닉스,정보기술,,
833,833,2017,Q2,2017-08-14,5930,삼성전자,정보기술,https://www.youtube.com/watch?v=F_B3xzOmFwA,2017-08-11
834,834,2017,Q2,2017-08-14,6400,삼성SDI,정보기술,https://www.youtube.com/watch?v=EWUvx5Ee1jo,2017-08-10
835,835,2017,Q3,2017-11-14,660,SK하이닉스,정보기술,https://www.youtube.com/watch?v=KcaRS_JKJcI,2017-11-14
836,836,2017,Q3,2017-11-14,3550,LG,정보기술,,
837,837,2017,Q3,2017-11-13,4710,한솔테크닉스,정보기술,,
838,838,2017,Q3,2017-11-14,5930,삼성전자,정보기술,,
839,839,2017,Q3,2017-11-14,6400,삼성SDI,정보기술,https://www.youtube.com/watch?v=BwExIXP7M54,2017-11-14
840,840,2017,Q4,2018-04-02,660,SK하이닉스,정보기술,https://www.youtube.com/watch?v=IoXI71ln248,2018-03-29
841,841,2017,Q4,2018-04-02,3550,LG,정보기술,,
842,842,2017,Q4,2018-03-23,4710,한솔테크닉스,정보기술,,
