,name,sector,year,quarter,자본총계변화율,매출액변화율,비유동자산변화율,영업이익변화율,이익잉여금변화율,특정 증권 등 소유 증감 비율변화율,주식 수 감소변화율,발행할 주식 총수변화율,1인평균급여변화율,전체 주주 수변화율,Label,Code
4,SBS_Media,오락·문화,2023,Q3,-0.007228628672820037,0.10598024152867835,0.02875937221710556,0.6331245825057488,-0.008926752039945196,4.96,0.0256274307955221,0.0256274307955221,0.008706180680440045,-0.06717304182988304,-0.11890767004503555,034120
4,Kangwon_Land,오락·문화,2023,Q3,-0.02508120624148802,-0.12891543285497242,-0.0012201227873451792,-0.12013346415119308,-0.02553053010083417,0.0,0.0,-0.0740431342264185,-0.028063037817391612,-0.0023212156533443107,-0.09186238768060426,035250
4,GKL,오락·문화,2023,Q3,-0.0287458032689889,0.03631843816297786,0.06392891256275457,-0.21700115630080852,-0.032940970838018835,-5.333333333333333,0.0,-0.033067083781148865,0.027671111630029777,0.007892167485778256,0.034926527852809836,114090
