,name,sector,year,quarter,Relative Return,자본총계 변화율,매출액 변화율,실업률 변화율,금리 변화율,발행할 주식 총수 변화율,특정 증권 등 소유 증감 비율 변화율,주식 수 감소 변화율,현재까지 감소한 주식의 총수 변화율,특정 증권 등 소유 비율 변화율,Label,Code
5,SBS_Media,오락·문화,2023,Q2,-0.040714483462969346,-0.020474689160560056,-0.2543474622385318,0.04938271604938271,-0.0022310602386272915,-0.03581425112479297,-0.22111822891547472,-0.03581425112479275,-0.03581425112479275,-1.1117740664490454,-0.21169940814892296,034120
5,Kangwon_Land,오락·문화,2023,Q2,-0.24720534447301334,-0.02980364615234321,0.07574280602481998,0.04938271604938271,-0.0022310602386272915,-0.035769584994340686,0.0,0.0,0.0,0.0,-0.18102546860967145,035250
5,GKL,오락·문화,2023,Q2,-0.024386714348609673,-0.021622254090071902,0.08178217276383049,0.04938271604938271,-0.0022310602386272915,-0.035818490906917244,0.09403667042195751,0.0,0.0,-0.937718963228604,-0.23276676214200975,114090
