,name,sector,year,quarter,Relative Return,자본총계 변화율,매출액 변화율,실업률 변화율,금리 변화율,발행할 주식 총수 변화율,특정 증권 등 소유 증감 비율 변화율,주식 수 감소 변화율,현재까지 감소한 주식의 총수 변화율,특정 증권 등 소유 비율 변화율,Label,Code
3,SBS_Media,오락·문화,2023,Q4,-0.11890767004503555,-0.03567666277111403,-0.09934733768198534,-0.0625,-0.00757180156657955,-0.6136490351230801,2.2525252525252526,-0.6136490351230814,-0.6136490351230814,0.08446866485013627,0.008878824914122133,034120
3,Kangwon_Land,오락·문화,2023,Q4,-0.09186238768060426,-0.012097029022630768,0.12915943735306779,-0.0625,-0.00757180156657955,0.08679145937310939,0.0,0.0,0.0,0.0,-0.04157723249320491,035250
3,GKL,오락·문화,2023,Q4,0.034926527852809836,0.029111299894096776,0.06097000811527009,-0.0625,-0.00757180156657955,-0.22703871741362214,0.41263157894736835,0.0,0.0,-0.1503541532517707,-0.28053464590161753,114090
