,name,sector,year,quarter,Relative Return,자본총계 변화율,매출액 변화율,실업률 변화율,금리 변화율,발행할 주식 총수 변화율,특정 증권 등 소유 증감 비율 변화율,주식 수 감소 변화율,현재까지 감소한 주식의 총수 변화율,특정 증권 등 소유 비율 변화율,Label,Code
1,SBS_Media,오락·문화,2024,Q2,-0.19860290319806198,-0.006773905514708467,-0.19069575397331917,3.3306690738754696e-16,-0.02546205269366908,-0.05807584990766079,1.263157894736842,-0.05807584990766057,-0.05807584990766057,-0.0037735849056603765,-0.3149174674819433,034120
1,Kangwon_Land,오락·문화,2024,Q2,-0.02910457956641051,-0.04416765058609795,0.08268976529752547,3.3306690738754696e-16,-0.02546205269366908,-0.058001437044205906,0.0,0.0,0.0,0.0,-0.16998270425858952,035250
1,GKL,오락·문화,2024,Q2,-0.09492809059522209,-0.02875926077683255,-0.009054021449707239,3.3306690738754696e-16,-0.02546205269366908,-0.058081764752971665,1.666752382690592,0.0,0.0,0.3913694484771335,-0.030018838978663684,114090
