,name,sector,year,quarter,자본총계변화율,매출액변화율,비유동자산변화율,영업이익변화율,이익잉여금변화율,특정 증권 등 소유 증감 비율변화율,주식 수 감소변화율,발행할 주식 총수변화율,1인평균급여변화율,전체 주주 수변화율,Label,Code
30,SBS_Media,오락·문화,2017,Q1,0.011099525293826185,0.6435530208706763,0.024107720199077365,1.2173659006896946,0.014374968064174931,0.19419313957198936,0.33407088577004895,0.33407088577004884,0.2048659601005478,-0.01691204172384686,-0.13883207728970112,034120
30,Kangwon_Land,오락·문화,2017,Q1,0.01910763185016462,-0.03211852885641364,-0.10686028703955941,-0.363431696430784,0.01948045451079805,0.0,0.0,0.25809850915651467,0.17653332437946456,-0.023771630468217175,-0.017731004389693703,035250
30,GKL,오락·문화,2017,Q1,0.069699311985153,0.1570597586087994,-0.009847219315022748,0.270015899345436,-0.014960391310258059,0.0015094009957823395,0.0,0.08166422778396731,-645.6740440443042,-0.000880970266942338,-0.008268444992675844,114090
