code,name,sector
51900,LG_Household & Health Care,생활소비재
51910,LG_Chem,에너지_화학
52690,KEPCO_E&C,건설
60980,Halla_Holdings,경기소비재
64350,Hyundai_Rotem,중공업
64960,S&T_Motiv,경기소비재
66570,LG_Electronics,정보기술
69260,Huchems,에너지_화학
69620,Daewoong_Pharmaceutical,헬스케어
69960,Hyundai_Department_Store,경기소비재
73240,Kumho_Tire,경기소비재
78520,Able_C&C,생활소비재
78930,GS_Holdings,에너지_화학
79430,Hyundai_Livart,경기소비재
79980,Huvepharma,에너지_화학
82740,Doosan_Engine,중공업
84870,Basic_House,경기소비재
86280,Hyundai_Glovis,산업재
90430,Amorepacific,생활소비재
93050,LF_Corp,경기소비재
93370,Huvis,에너지_화학
96770,SK_Innovation,에너지_화학
97230,HHI_Heavy_Industries,중공업
97950,CJ_CheilJedang,생활소비재
103140,Poongsan,철강_소재
104700,Korea_Steel,철강_소재
105630,Hansea,경기소비재
108670,LG_Hausys,건설
111770,Youngone_Corporation,경기소비재
114090,GKL,경기소비재
115390,Lock_&_Lock,생활소비재
120110,Kolon_Industries,에너지_화학
128940,Hanmi_Pharmaceutical,헬스케어
139480,Emart,생활소비재
145990,Samyang_Foods,생활소비재
161390,Hankook_Tire_&_Technology,경기소비재
161890,KOLMAR_Korea,생활소비재
170900,Dong-A_ST,헬스케어
185750,Jongkundang,헬스케어
192820,COSMAX,생활소비재
