code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익
80,Hite_Jinro,Consumer_Goods_&_Retail,2023,Q1,"936,016,616,415","2,254,691,484,112","3,190,708,100,527","1,611,585,188,866","460,372,995,733","2,071,958,184,599","329,404,186,243","1,118,749,915,928",541162225669.0,34497280412.0,30009948997.0,22898384742.0,22898384742.0,"368,842,230,000",
1680,Daesang,Consumer_Goods_&_Retail,2023,Q1,"1,386,903,837,650","1,573,720,055,608","2,960,623,893,258","763,211,157,660","906,289,825,663","1,669,500,983,323","1,014,072,842,948","1,291,122,909,935",817288564989.0,22776672169.0,18454636112.0,16032493370.0,16032493370.0,"36,018,248,000",
2790,AmoreG,Consumer_Goods_&_Retail,2023,Q1,"421,715,489,260","1,834,745,322,330","2,256,460,811,590","36,354,077,119","37,243,245,209","73,597,322,328","1,390,590,840,937","2,182,863,489,262",,24373190937.0,29544614285.0,29202941319.0,29202941319.0,"47,997,075,000",
4170,Shinsegae,Consumer_Goods_&_Retail,2023,Q1,"880,966,764,949","7,612,714,524,151","8,493,681,289,100","2,684,867,999,547","1,822,290,620,358","4,507,158,619,905","3,494,181,469,760","3,986,522,669,195",462167072348.0,70514531327.0,129739929879.0,120118228406.0,120118228406.0,"49,225,905,000",
4700,Chokwang_Leather,Consumer_Goods_&_Retail,2023,Q1,"89,246,666,322","377,994,087,507","467,240,753,829","11,921,857,943","55,382,961,031","67,304,818,974","251,353,814,442","399,935,934,855",36513979309.0,2042923799.0,3058224263.0,2528540025.0,2528540025.0,"34,245,690,000",
5300,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2023,Q1,"1,102,460,801,453","2,623,562,898,844","3,726,023,700,297","1,095,378,768,786","1,243,334,734,696","2,338,713,503,482","1,994,172,627,408","1,387,310,196,815",630745572573.0,56506408692.0,46449881230.0,36365449811.0,36365449811.0,"5,027,097,000",
5850,SL_Corp,Consumer_Goods_&_Retail,2023,Q1,"1,081,400,102,907","928,539,221,363","2,009,939,324,270","463,350,432,729","30,535,772,290","493,886,205,019","1,007,096,863,022","1,516,053,119,251",662510029922.0,57666313731.0,86215883941.0,67801449598.0,67801449598.0,"23,224,260,000",
7070,GS_Retail,Consumer_Goods_&_Retail,2023,Q1,"1,325,667,008,061","6,738,143,638,857","8,063,810,646,918","1,840,369,796,593","2,113,188,153,020","3,953,557,949,613","2,863,434,619,623","4,110,252,697,305",2532583125027.0,37530802628.0,55639883670.0,44503484468.0,44503484468.0,"104,717,922,000",
9240,Hanssem,Consumer_Goods_&_Retail,2023,Q1,"279,294,905,647","688,042,275,349","967,337,180,996","335,544,928,591","180,205,061,969","515,749,990,560","648,670,202,114","451,587,190,436",355888078673.0,-14736656478.0,-11611218369.0,,,"23,533,928,000",
14830,UNID,Consumer_Goods_&_Retail,2023,Q1,"381,783,824,586","627,291,165,867","1,009,074,990,453","343,673,654,276","32,024,459,430","375,698,113,706","791,538,269,856","633,376,876,747",193855719495.0,2558310259.0,2751930398.0,3563619164.0,3563619164.0,"33,838,000,000",
21240,Coway,Consumer_Goods_&_Retail,2023,Q1,"1,148,659,132,175","2,335,044,137,074","3,483,703,269,249","990,736,270,349","522,281,490,586","1,513,017,760,935","1,826,410,285,321","1,970,685,508,314",653759742509.0,115589520400.0,121238265599.0,89995164555.0,89995164555.0,"40,662,398,000",
23530,Lotte_Shopping,Consumer_Goods_&_Retail,2023,Q1,"2,960,710,077,072","21,659,503,019,281","24,620,213,096,353","6,345,759,505,416","9,010,460,143,961","15,356,219,649,377","8,491,991,801,457","9,263,993,446,976",2131245504020.0,132285326068.0,155599092682.0,107853255398.0,107853255398.0,"141,443,775,000",
29530,Sindoh,Consumer_Goods_&_Retail,2023,Q1,"682,253,073,774","343,266,488,151","1,025,519,561,925","78,796,260,317","13,069,022,891","91,865,283,208","808,426,946,667","933,654,278,717",101145664718.0,7482285967.0,24595604685.0,18692157445.0,18692157445.0,"50,400,145,000",
30000,Cheil_Worldwide,Consumer_Goods_&_Retail,2023,Q1,"650,263,195,508","474,758,777,498","1,125,021,973,006","496,534,098,677","25,166,294,945","521,700,393,622","729,948,517,413","603,321,579,384",285117810035.0,4515628073.0,18421125867.0,14387477244.0,14387477244.0,"23,008,245,000",
