,name,year,quarter,sector,Relative Return,유동부채 변화율,영업이익 변화율,부채총계 변화율,비유동자산 변화율,매출액 변화율,Label,Code
9,한화,2022,Q3,에너지_화학,-0.034910876485036345,0.07002652483919136,2.160412601059381,0.029838781758767086,-0.0013753316884543842,-0.03951173868662805,-0.09438276253879038,000880
9,한국쉘석유,2022,Q3,에너지_화학,0.034814523891978075,-0.16561338328430197,-0.3239116876667799,-0.15142448346938664,0.000285735006552823,-0.09720802903509329,-0.0524320506630917,002960
9,태광산업,2022,Q3,에너지_화학,-0.15702609939161882,-0.07604417162950705,23.745655810082592,-0.044313066698677406,-0.013412538664462792,-0.07526682353546499,0.009630385088680204,003240
9,삼성정밀화학,2022,Q3,에너지_화학,-0.10260207148868916,-0.22075255988586562,-0.07360055749788275,-0.21519550911943486,0.03297100727200375,-0.08505280841499374,-0.06534121790937883,004000
9,효성,2022,Q3,에너지_화학,-0.0164169322954114,-0.08691086213220611,-2.2695067843133554,-0.026248342844897743,0.010668273806867967,-0.39985876896421424,-0.05643894006186301,004800
9,SK케미칼,2022,Q3,에너지_화학,-0.1307915082456566,0.1771068135263112,-3.2277047542665382,-0.039156618969123036,0.05709861655558823,0.027795482872389865,0.03652668273257083,006120
9,대한유화,2022,Q3,에너지_화학,0.08328835955401884,-0.26841112993023064,0.37894913846028655,-0.22586214021579554,0.06280881411905148,-0.31820071700109187,0.20518004141177604,006650
9,국도화학,2022,Q3,에너지_화학,-0.11457694174271812,-0.004027296515821677,-0.5765640936081425,0.011806192378022606,0.1707735604343006,-0.17752972468187134,0.0366671962723125,007690
9,한화케미칼,2022,Q3,에너지_화학,0.11937637178730293,0.10460118654076989,1.26942788193859,0.05477521539426444,0.020191809712411413,0.15441458674367103,-0.1473234003091938,009830
9,OCI,2022,Q3,에너지_화학,-0.15596350108731077,0.08742227489580112,0.31484699113555115,0.0005812290897526662,0.0008051673412075022,0.09912274476828431,-0.05636970465540751,010060
9,S-Oil,2022,Q3,에너지_화학,0.04011318165545789,0.15766006816974665,-0.7030724773744221,0.07056058459999615,0.0019895780185310574,-0.025985614608989294,-0.11698942330035286,010950
9,롯데케미칼,2022,Q3,에너지_화학,-0.0429830057868965,0.20542379139391942,14.398458730538351,0.1734900510230981,0.055304467098004295,-0.005686633473179548,0.07556030412620193,011170
9,금호석유,2022,Q3,에너지_화학,0.12512279623617856,-0.180341665659698,-0.24088167001384064,-0.12678292294939497,-0.008344799368102507,-0.15271981819307678,0.0199229160207485,011780
9,SKC,2022,Q3,에너지_화학,-0.17547457532893496,0.09966280256115412,-0.31771389742795586,0.0122812641867025,-0.31942181125664426,-0.9717882451028904,-0.08949755266928017,011790
9,한솔케미칼,2022,Q3,에너지_화학,-0.02660831762067973,-0.09277965088039741,-0.29472189828788,-0.026383759849349375,0.0120774796815315,-0.06564490509792986,-8.921347989637035e-05,014680
9,동원시스템즈,2022,Q3,에너지_화학,-0.1626975739750105,-0.2238437358717701,-0.2736595516772401,-0.12935676660572126,0.00978533293216488,0.01702904263904159,-0.1384377264475745,014820
9,유니드,2022,Q3,에너지_화학,-0.1632928890878599,0.6288120527807548,0.20335001890930848,0.5219164682811914,-0.008230133032401166,0.15467425153300085,0.0,014830
9,남해화학,2022,Q3,에너지_화학,-0.08784016672678441,0.023708551519323606,-0.36436377573955125,0.024047389704422217,0.03710834033810495,-0.1989353214223466,0.0032727109984504524,025860
9,LG화학,2022,Q3,에너지_화학,0.12067835179173411,-0.17019207485699428,-0.5526051854749796,-0.019464233900703398,0.032787339513301816,-0.05312916024608849,-0.016287500511859593,051910
9,휴켐스,2022,Q3,에너지_화학,0.052749944915958816,-0.2127488616571268,0.1798258492646645,-0.16860709425999054,0.05264258973278091,0.22006057556892866,-0.06810707200923953,069260
9,GS,2022,Q3,에너지_화학,0.13323485260809573,-0.05293095234355771,0.27257962645493095,0.026309618281657787,0.004584449234654953,-0.02102102102102099,-0.1262541377307166,078930
9,휴비스,2022,Q3,에너지_화학,-0.15973609665980862,-0.03950486600501002,0.5914244843190883,0.10726721767320124,0.01048573735959435,-0.10191585111754486,-0.09314913547744934,079980
9,후성,2022,Q3,에너지_화학,-0.15461434680653222,0.013168434500290926,-0.37248987167219894,0.388031949557351,0.22892421838092614,0.029161951043899403,-0.015438635015128481,093370
9,SK이노베이션,2022,Q3,에너지_화학,-0.06195396468074852,1.6358636713629378,0.0042346576761105315,0.01828769428484911,0.0020299766386744356,-0.062078158775010994,-0.10101422729382223,096770
9,코오롱인더,2022,Q3,에너지_화학,-0.1279302568168745,0.05146145012014114,-0.4168740863933631,0.050211968673820495,0.012022011502418106,-0.1159639931273646,-0.108553170437104,120110
