접수번호,법인구분,회사코드,회사명,직원 수,총 급여액,1인평균급여,비고,결제일시,연도,분기
20160330003536,Y,00126380,삼성전자,"13,157",-,-,-,2015-12-31,2015,Q4
20160330003536,Y,00126380,삼성전자,"25,419","1,970,979,000,000","75,000,000",-,2015-12-31,2015,Q4
20160330003536,Y,00126380,삼성전자,"2,769",-,-,-,2015-12-31,2015,Q4
20160330003536,Y,00126380,삼성전자,"19,890",-,-,-,2015-12-31,2015,Q4
20160330003536,Y,00126380,삼성전자,"7,600",-,-,-,2015-12-31,2015,Q4
20160330003536,Y,00126380,삼성전자,"30,695",-,-,-,2015-12-31,2015,Q4
20160330003536,Y,00126380,삼성전자,"13,206",-,-,-,2015-12-31,2015,Q4
20160330003536,Y,00126380,삼성전자,"7,737",-,-,-,2015-12-31,2015,Q4
20160330003536,Y,00126380,삼성전자,"1,844",-,-,-,2015-12-31,2015,Q4
20160330003536,Y,00126380,삼성전자,"71,479","7,988,495,000,000","110,000,000",-,2015-12-31,2015,Q4
20170331004518,Y,00126380,삼성전자,"11,167",-,-,-,2016-12-31,2016,Q4
20170331004518,Y,00126380,삼성전자,"23,612","1,962,847,000,000","81,000,000",-,2016-12-31,2016,Q4
20170331004518,Y,00126380,삼성전자,"2,178",-,-,-,2016-12-31,2016,Q4
20170331004518,Y,00126380,삼성전자,"19,573",-,-,-,2016-12-31,2016,Q4
20170331004518,Y,00126380,삼성전자,"6,825",-,-,-,2016-12-31,2016,Q4
20170331004518,Y,00126380,삼성전자,"31,404",-,-,-,2016-12-31,2016,Q4
20170331004518,Y,00126380,삼성전자,"12,878",-,-,-,2016-12-31,2016,Q4
20170331004518,Y,00126380,삼성전자,"7,444",-,-,-,2016-12-31,2016,Q4
20170331004518,Y,00126380,삼성전자,"1,731",-,-,-,2016-12-31,2016,Q4
20170331004518,Y,00126380,삼성전자,"69,588","8,277,739,000,000","116,000,000",-,2016-12-31,2016,Q4
20180402005019,Y,00126380,삼성전자,"10,536",-,-,-,2017-12-31,2017,Q4
20180402005019,Y,00126380,삼성전자,"26,678","2,120,076,000,000","88,000,000",-,2017-12-31,2017,Q4
20180402005019,Y,00126380,삼성전자,"2,214",-,-,-,2017-12-31,2017,Q4
20180402005019,Y,00126380,삼성전자,"19,831",-,-,-,2017-12-31,2017,Q4
20180402005019,Y,00126380,삼성전자,"7,710",-,-,-,2017-12-31,2017,Q4
20180402005019,Y,00126380,삼성전자,"34,552",-,-,-,2017-12-31,2017,Q4
20180402005019,Y,00126380,삼성전자,"14,554",-,-,-,2017-12-31,2017,Q4
20180402005019,Y,00126380,삼성전자,"8,187",-,-,-,2017-12-31,2017,Q4
20180402005019,Y,00126380,삼성전자,"2,200",-,-,-,2017-12-31,2017,Q4
20180402005019,Y,00126380,삼성전자,"73,106","9,013,438,000,000","127,000,000",-,2017-12-31,2017,Q4
20190401004781,Y,00126380,삼성전자,"10,187",-,-,-,2018-12-31,2018,Q4
20190401004781,Y,00126380,삼성전자,"27,263","2,315,671,000,000","93,000,000",-,2018-12-31,2018,Q4
20190401004781,Y,00126380,삼성전자,"2,122",-,-,-,2018-12-31,2018,Q4
20190401004781,Y,00126380,삼성전자,"20,163",-,-,-,2018-12-31,2018,Q4
20190401004781,Y,00126380,삼성전자,"7,723",-,-,-,2018-12-31,2018,Q4
20190401004781,Y,00126380,삼성전자,"36,947",-,-,-,2018-12-31,2018,Q4
20190401004781,Y,00126380,삼성전자,"15,148",-,-,-,2018-12-31,2018,Q4
20190401004781,Y,00126380,삼성전자,"8,451",-,-,-,2018-12-31,2018,Q4
20190401004781,Y,00126380,삼성전자,"2,270",-,-,-,2018-12-31,2018,Q4
20190401004781,Y,00126380,삼성전자,"75,748","9,444,207,000,000","128,000,000",-,2018-12-31,2018,Q4
20200330003851,Y,00126380,삼성전자,"10,064",-,-,-,2019-12-31,2019,Q4
20200330003851,Y,00126380,삼성전자,"27,334","2,113,751,000,000","83,000,000",-,2019-12-31,2019,Q4
20200330003851,Y,00126380,삼성전자,"2,086",-,-,-,2019-12-31,2019,Q4
20200330003851,Y,00126380,삼성전자,"20,245",-,-,-,2019-12-31,2019,Q4
20200330003851,Y,00126380,삼성전자,"7,404",-,-,-,2019-12-31,2019,Q4
20200330003851,Y,00126380,삼성전자,"39,071",-,-,-,2019-12-31,2019,Q4
20200330003851,Y,00126380,삼성전자,"15,509",-,-,-,2019-12-31,2019,Q4
20200330003851,Y,00126380,삼성전자,"8,543",-,-,-,2019-12-31,2019,Q4
20200330003851,Y,00126380,삼성전자,"2,335",-,-,-,2019-12-31,2019,Q4
20200330003851,Y,00126380,삼성전자,"77,923","8,808,664,000,000","116,000,000",-,2019-12-31,2019,Q4
20210309000744,Y,00126380,삼성전자,"10,322",-,-,-,2020-12-31,2020,Q4
20210309000744,Y,00126380,삼성전자,"28,408","2,523,709,000,000","98,000,000",-,2020-12-31,2020,Q4
20210309000744,Y,00126380,삼성전자,"2,180",-,-,-,2020-12-31,2020,Q4
20210309000744,Y,00126380,삼성전자,"19,927",-,-,-,2020-12-31,2020,Q4
20210309000744,Y,00126380,삼성전자,"7,167",-,-,-,2020-12-31,2020,Q4
20210309000744,Y,00126380,삼성전자,"42,529",-,-,-,2020-12-31,2020,Q4
20210309000744,Y,00126380,삼성전자,"16,741",-,-,-,2020-12-31,2020,Q4
20210309000744,Y,00126380,삼성전자,"8,304",-,-,-,2020-12-31,2020,Q4
20210309000744,Y,00126380,삼성전자,"2,320",-,-,-,2020-12-31,2020,Q4
20210309000744,Y,00126380,삼성전자,"81,082","10,643,957,000,000","136,000,000",-,2020-12-31,2020,Q4
20220308000798,Y,00126380,삼성전자,"10,133",-,-,-,2021-12-31,2021,Q4
20220308000798,Y,00126380,삼성전자,"29,228","3,161,517,000,000","115,000,000",-,2021-12-31,2021,Q4
20220308000798,Y,00126380,삼성전자,"2,086",-,-,-,2021-12-31,2021,Q4
20220308000798,Y,00126380,삼성전자,"19,466",-,-,-,2021-12-31,2021,Q4
20220308000798,Y,00126380,삼성전자,"6,960",-,-,-,2021-12-31,2021,Q4
20220308000798,Y,00126380,삼성전자,"46,067",-,-,-,2021-12-31,2021,Q4
20220308000798,Y,00126380,삼성전자,"17,835",-,-,-,2021-12-31,2021,Q4
20220308000798,Y,00126380,삼성전자,"8,591",-,-,-,2021-12-31,2021,Q4
20220308000798,Y,00126380,삼성전자,"2,347",-,-,-,2021-12-31,2021,Q4
20220308000798,Y,00126380,삼성전자,"84,257","12,683,498,000,000","154,000,000",-,2021-12-31,2021,Q4
20230307000542,Y,00126380,삼성전자,"38,356",-,-,-,2022-12-31,2022,Q4
20230307000542,Y,00126380,삼성전자,"12,042",-,-,-,2022-12-31,2022,Q4
20230307000542,Y,00126380,삼성전자,"51,205",-,-,-,2022-12-31,2022,Q4
20230307000542,Y,00126380,삼성전자,"19,801",-,-,-,2022-12-31,2022,Q4
20230307000542,Y,00126380,삼성전자,"89,561","12,408,336,000,000","143,000,000",-,2022-12-31,2022,Q4
20230307000542,Y,00126380,삼성전자,"31,843","3,189,421,000,000","110,000,000",-,2022-12-31,2022,Q4
20240312000736,Y,00126380,삼성전자,"38,286",-,-,-,2023-12-31,2023,Q4
20240312000736,Y,00126380,삼성전자,"12,299",-,-,-,2023-12-31,2023,Q4
20240312000736,Y,00126380,삼성전자,"53,520",-,-,-,2023-12-31,2023,Q4
20240312000736,Y,00126380,삼성전자,"20,699",-,-,-,2023-12-31,2023,Q4
20240312000736,Y,00126380,삼성전자,"91,806","11,530,492,000,000","128,000,000",-,2023-12-31,2023,Q4
20240312000736,Y,00126380,삼성전자,"32,998","2,947,780,000,000","97,000,000",-,2023-12-31,2023,Q4
20250311001085,Y,00126380,삼성전자,"38,291",-,-,-,2024-12-31,2024,Q4
20250311001085,Y,00126380,삼성전자,"12,520",-,-,-,2024-12-31,2024,Q4
20250311001085,Y,00126380,삼성전자,"56,622",-,-,-,2024-12-31,2024,Q4
20250311001085,Y,00126380,삼성전자,"22,047",-,-,-,2024-12-31,2024,Q4
20250311001085,Y,00126380,삼성전자,"94,913","12,863,945,000,000","139,000,000",-,2024-12-31,2024,Q4
20250311001085,Y,00126380,삼성전자,"34,567","3,407,173,000,000","106,000,000",-,2024-12-31,2024,Q4
